"Speed of sound (m/s)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
6.808510638E2;9.116605766E-8;2.273457124E-4;NaN;NaN;8.060997130E-9;2.010214308E-5;4.838455476E-7;1.206591724E-3;2.107347394E-8;5.255205797E-5;5.291019130E-8;1.319449962E-4
6.760563380E2;8.271577888E-8;2.092090273E-4;NaN;NaN;7.940069234E-9;2.008243389E-5;4.416722153E-7;1.117100217E-3;1.736193467E-8;4.391270340E-5;6.009584889E-8;1.519975301E-4
6.713286713E2;7.679696317E-8;1.969842439E-4;NaN;NaN;8.890350311E-9;2.280375241E-5;4.106579160E-7;1.053337733E-3;1.535020662E-8;3.937328664E-5;7.770340118E-8;1.993092578E-4
6.666666667E2;7.322152003E-8;1.904491736E-4;NaN;NaN;1.046965999E-8;2.723158564E-5;3.916919217E-7;1.018790688E-3;1.533729785E-8;3.989231170E-5;1.041800179E-7;2.709722265E-4
6.620689655E2;7.120676236E-8;1.877900649E-4;NaN;NaN;1.237253269E-8;3.262946721E-5;3.773174714E-7;9.950806653E-4;1.758509204E-8;4.637629162E-5;1.364312805E-7;3.598034537E-4
6.575342466E2;6.962617849E-8;1.861631156E-4;NaN;NaN;1.450489519E-8;3.878248871E-5;3.568719425E-7;9.541869757E-4;2.202842700E-8;5.889854493E-5;1.695813218E-7;4.534183537E-4
6.530612245E2;6.725624053E-8;1.822983027E-4;NaN;NaN;1.690106617E-8;4.581040587E-5;3.227656967E-7;8.748576817E-4;2.802365688E-8;7.595823144E-5;1.975945949E-7;5.355809212E-4
6.486486486E2;6.313386849E-8;1.734607421E-4;NaN;NaN;1.958752875E-8;5.381687127E-5;2.743711632E-7;7.538366761E-4;3.439890027E-8;9.451121737E-5;2.146255043E-7;5.896850636E-4
6.442953020E2;5.695117475E-8;1.585954018E-4;NaN;NaN;2.246646517E-8;6.256373265E-5;2.177856836E-7;6.064810454E-4;3.980840797E-8;1.108568961E-4;2.167124968E-7;6.034924771E-4
6.400000000E2;4.927489683E-8;1.390668475E-4;NaN;NaN;2.524494429E-8;7.124793848E-5;1.622601656E-7;4.579412876E-4;4.321047032E-8;1.219514250E-4;2.031950406E-7;5.734703781E-4
6.357615894E2;4.151450106E-8;1.187323559E-4;NaN;NaN;2.748202563E-8;7.859917776E-5;1.159991760E-7;3.317601105E-4;4.429581256E-8;1.266869660E-4;1.771067812E-7;5.065291608E-4
6.315789474E2;3.569810357E-8;1.034540958E-4;NaN;NaN;2.878672135E-8;8.342471811E-5;8.374527544E-8;2.426961345E-4;4.374155451E-8;1.267642400E-4;1.441703315E-7;4.178096254E-4
6.274509804E2;3.414004884E-8;1.002449187E-4;NaN;NaN;2.905166754E-8;8.530398015E-5;6.629732882E-8;1.946678625E-4;4.316620598E-8;1.267482899E-4;1.107899366E-7;3.253108463E-4
6.233766234E2;3.901001989E-8;1.160467498E-4;NaN;NaN;2.855939688E-8;8.495830541E-5;6.126456521E-8;1.822494244E-4;4.471792256E-8;1.330265810E-4;8.203261358E-8;2.440300777E-4
6.193548387E2;5.181227696E-8;1.561390176E-4;NaN;NaN;2.788645632E-8;8.403730066E-5;6.479123738E-8;1.952517965E-4;5.038326284E-8;1.518326086E-4;6.051003455E-8;1.823501669E-4
6.153846154E2;7.283517594E-8;2.223339268E-4;NaN;NaN;2.764327048E-8;8.438281085E-5;7.335117821E-8;2.239090559E-4;6.118355412E-8;1.867666229E-4;4.641699962E-8;1.416907924E-4
6.114649682E2;1.007289708E-7;3.114361841E-4;NaN;NaN;2.814265690E-8;8.701212375E-5;8.457379519E-8;2.614872348E-4;7.652285234E-8;2.365951417E-4;3.836937715E-8;1.186313362E-4
6.075949367E2;1.324917796E-7;4.148761558E-4;NaN;NaN;2.917815052E-8;9.136656598E-5;9.717648299E-8;3.042921291E-4;9.403811541E-8;2.944648486E-4;3.445309218E-8;1.078841758E-4
6.037735849E2;1.640769098E-7;5.203039040E-4;NaN;NaN;3.010160793E-8;9.545513835E-5;1.105453327E-7;3.505500455E-4;1.102017509E-7;3.494605140E-4;3.303968407E-8;1.047720647E-4
6.000000000E2;1.914671347E-7;6.148222437E-4;NaN;NaN;3.018578163E-8;9.692989879E-5;1.241261555E-7;3.985828770E-4;1.215226890E-7;3.902228570E-4;3.313247452E-8;1.063920571E-4
5.962732919E2;2.116452676E-7;6.881382237E-4;NaN;NaN;2.902535202E-8;9.437231652E-5;1.367951605E-7;4.447724244E-4;1.257688583E-7;4.089217763E-4;3.426565348E-8;1.114105040E-4
5.925925926E2;2.229710697E-7;7.339963739E-4;NaN;NaN;2.676882714E-8;8.812005109E-5;1.467545645E-7;4.830999752E-4;1.226149079E-7;4.036348657E-4;3.619989024E-8;1.191660793E-4
5.889570552E2;2.249706335E-7;7.497498853E-4;NaN;NaN;2.415220486E-8;8.049100696E-5;1.524139452E-7;5.079433534E-4;1.135117954E-7;3.782958436E-4;3.866437736E-8;1.288550957E-4
5.853658537E2;2.179414622E-7;7.352633599E-4;NaN;NaN;2.236429585E-8;7.544983474E-5;1.538690521E-7;5.191039607E-4;1.010039473E-7;3.407543515E-4;4.121707561E-8;1.390529603E-4
5.818181818E2;2.027388556E-7;6.923413128E-4;NaN;NaN;2.271168909E-8;7.755908747E-5;1.538031823E-7;5.252288558E-4;8.785846234E-8;3.000315009E-4;4.319238624E-8;1.474994682E-4
5.783132530E2;1.808520221E-7;6.251077930E-4;NaN;NaN;2.613103849E-8;9.032089110E-5;1.569739797E-7;5.425742929E-4;7.631483637E-8;2.637791846E-4;4.377776882E-8;1.513161099E-4
5.748502994E2;1.546435309E-7;5.409785772E-4;NaN;NaN;3.280955597E-8;1.147753599E-4;1.683442393E-7;5.889068009E-4;6.766553436E-8;2.367095752E-4;4.230054909E-8;1.479770330E-4
5.714285714E2;1.274668200E-7;4.512644094E-4;NaN;NaN;4.220287596E-8;1.494087316E-4;1.907104786E-7;6.751627718E-4;6.224495862E-8;2.203627147E-4;3.859344415E-8;1.366304406E-4
5.680473373E2;1.033037714E-7;3.700879581E-4;NaN;NaN;5.343217886E-8;1.914219171E-4;2.230992178E-7;7.992576926E-4;5.969024439E-8;2.138415700E-4;3.314385165E-8;1.187385534E-4
5.647058824E2;8.581544035E-8;3.110846959E-4;NaN;NaN;6.572910446E-8;2.382708565E-4;2.606341214E-7;9.448100022E-4;5.924488561E-8;2.147652817E-4;2.690081270E-8;9.751661360E-5
5.614035088E2;7.720269173E-8;2.831652993E-4;NaN;NaN;7.858122357E-8;2.882215010E-4;2.958918149E-7;1.085276853E-3;6.001940981E-8;2.201401760E-4;2.090033224E-8;7.665858149E-5
5.581395349E2;7.756558299E-8;2.878334895E-4;NaN;NaN;9.149448537E-8;3.395214215E-4;3.214388676E-7;1.192808297E-3;6.126349343E-8;2.273390390E-4;1.593165182E-8;5.911981528E-5
5.549132948E2;8.516785323E-8;3.197299168E-4;NaN;NaN;1.035610255E-7;3.887800010E-4;3.324361705E-7;1.248003620E-3;6.259959762E-8;2.350060895E-4;1.234742281E-8;4.635364538E-5
5.517241379E2;9.742909696E-8;3.700006967E-4;NaN;NaN;1.132049914E-7;4.299118741E-4;3.278547362E-7;1.245074465E-3;6.405966914E-8;2.432756020E-4;1.006543336E-8;3.822489862E-5
5.485714286E2;1.120967594E-7;4.306104085E-4;NaN;NaN;1.184766904E-7;4.551183844E-4;3.100819229E-7;1.191154001E-3;6.591676361E-8;2.532137830E-4;8.793296696E-9;3.377872030E-5
5.454545455E2;1.279681046E-7;4.972129611E-4;NaN;NaN;1.179050468E-7;4.581135090E-4;2.835230748E-7;1.101613156E-3;6.845602776E-8;2.659820928E-4;8.343042897E-9;3.241642967E-5
5.423728814E2;1.446879262E-7;5.685834217E-4;NaN;NaN;1.113595109E-7;4.376119931E-4;2.527497523E-7;9.932364280E-4;7.175001102E-8;2.819576439E-4;8.802477525E-9;3.459129536E-5
5.393258427E2;1.616934444E-7;6.426104522E-4;NaN;NaN;1.002109979E-7;3.982637323E-4;2.208886686E-7;8.778671748E-4;7.540474798E-8;2.996774506E-4;1.047900722E-8;4.164621263E-5
5.363128492E2;1.771105880E-7;7.118130647E-4;NaN;NaN;8.664021703E-8;3.482097774E-4;1.891697087E-7;7.602790527E-4;7.840283146E-8;3.151034637E-4;1.377713286E-8;5.537073347E-5
5.333333333E2;1.876770663E-7;7.627313274E-4;NaN;NaN;7.264622683E-8;2.952388062E-4;1.578329418E-7;6.414429400E-4;7.931896281E-8;3.223572223E-4;1.914620913E-8;7.781139054E-5
5.303867403E2;1.900340479E-7;7.809153097E-4;NaN;NaN;5.942776493E-8;2.442091402E-4;1.274934451E-7;5.239144469E-4;7.696119973E-8;3.162600585E-4;2.710312875E-8;1.113760845E-4
5.274725275E2;1.826276138E-7;7.587952238E-4;NaN;NaN;4.739425664E-8;1.969172944E-4;9.994062265E-8;4.152409680E-4;7.108995643E-8;2.953700061E-4;3.828835208E-8;1.590833833E-4
5.245901639E2;1.669746918E-7;7.014039349E-4;NaN;NaN;3.659882989E-8;1.537392465E-4;7.817632637E-8;3.283921794E-4;6.276374120E-8;2.636491469E-4;5.356973025E-8;2.250282314E-4
5.217391304E2;1.474509126E-7;6.261789714E-4;NaN;NaN;2.719966411E-8;1.155086625E-4;6.602772146E-8;2.803995579E-4;5.410218794E-8;2.297554609E-4;7.407251753E-8;3.145633487E-4
5.189189189E2;1.296043104E-7;5.563886605E-4;NaN;NaN;1.959675221E-8;8.412845747E-5;6.744262759E-8;2.895298245E-4;4.751794700E-8;2.039935771E-4;1.009221076E-7;4.332565494E-4
5.161290323E2;1.178455907E-7;5.113927824E-4;NaN;NaN;1.417479807E-8;6.151175769E-5;8.552368016E-8;3.711313463E-4;4.473020574E-8;1.941074267E-4;1.346041874E-7;5.841169742E-4
5.133689840E2;1.137097532E-7;4.987653765E-4;NaN;NaN;1.093945624E-8;4.798376444E-5;1.213403984E-7;5.322356948E-4;4.604276024E-8;2.019574752E-4;1.742106396E-7;7.641405669E-4
5.106382979E2;1.155678423E-7;5.123515700E-4;NaN;NaN;9.428057246E-9;4.179778593E-5;1.727104803E-7;7.656843286E-4;5.029796872E-8;2.229880106E-4;2.170165979E-7;9.621084245E-4
5.079365079E2;1.197446717E-7;5.365314376E-4;NaN;NaN;8.961938267E-9;4.015511965E-5;2.334402385E-7;1.045959081E-3;5.549798225E-8;2.486658635E-4;2.586818431E-7;1.159057344E-3
5.052631579E2;1.222416327E-7;5.535306988E-4;NaN;NaN;8.985787467E-9;4.068915888E-5;2.939646667E-7;1.331121515E-3;5.965055126E-8;2.701077414E-4;2.940774865E-7;1.331632383E-3
5.026178010E2;1.201884392E-7;5.499773420E-4;NaN;NaN;9.250111831E-9;4.232813033E-5;3.437834973E-7;1.573139109E-3;6.140266815E-8;2.809760777E-4;3.184402758E-7;1.457169572E-3
5.000000000E2;1.126143088E-7;5.207285641E-4;NaN;NaN;9.822156592E-9;4.541765208E-5;3.748236197E-7;1.733184417E-3;6.034626817E-8;2.790411440E-4;3.284299519E-7;1.518660098E-3
4.974093264E2;1.005301111E-7;4.697060440E-4;NaN;NaN;1.101299650E-8;5.145593655E-5;3.840034534E-7;1.794176302E-3;5.707698474E-8;2.666803450E-4;3.227609975E-7;1.508033659E-3
4.948453608E2;8.643069332E-8;4.080250481E-4;NaN;NaN;1.321744730E-8;6.239738876E-5;3.735509835E-7;1.763472583E-3;5.301815919E-8;2.502899852E-4;3.023599222E-7;1.427391324E-3
4.923076923E2;7.334995032E-8;3.498520433E-4;NaN;NaN;1.665715945E-8;7.944846922E-5;3.489331107E-7;1.664281451E-3;4.994614229E-8;2.382245640E-4;2.701962903E-7;1.288736036E-3
4.897959184E2;6.376435228E-8;3.072596017E-4;NaN;NaN;2.111830353E-8;1.017622119E-4;3.158627002E-7;1.522039258E-3;4.928668419E-8;2.374964445E-4;2.308637366E-7;1.112456995E-3
4.873096447E2;5.875148529E-8;2.860004199E-4;NaN;NaN;2.586208676E-8;1.258958414E-4;2.783226377E-7;1.354866023E-3;5.145950287E-8;2.505032742E-4;1.898351170E-7;9.241114998E-4
4.848484848E2;5.773878483E-8;2.839313766E-4;NaN;NaN;2.981089428E-8;1.465955384E-4;2.384016016E-7;1.172343601E-3;5.559530078E-8;2.733907603E-4;1.523477222E-7;7.491723043E-4
4.824120603E2;5.892585747E-8;2.927031740E-4;NaN;NaN;3.193940974E-8;1.586530431E-4;1.973885151E-7;9.804905239E-4;5.980539387E-8;2.970721065E-4;1.221492780E-7;6.067536885E-4
4.800000000E2;6.018556388E-8;3.019727077E-4;NaN;NaN;3.167775725E-8;1.589387473E-4;1.570191074E-7;7.878215631E-4;6.195547705E-8;3.108530012E-4;1.005810750E-7;5.046515741E-4
4.776119403E2;6.008088556E-8;3.044695099E-4;NaN;NaN;2.912450411E-8;1.475930891E-4;1.198411328E-7;6.073141336E-4;6.066555506E-8;3.074324162E-4;8.646802452E-8;4.381905627E-4
4.752475248E2;5.854994069E-8;2.996708960E-4;NaN;NaN;2.496909305E-8;1.277970635E-4;8.842184229E-8;4.525615636E-4;5.608726536E-8;2.870664063E-4;7.694412049E-8;3.938161723E-4
4.729064039E2;5.697097166E-8;2.944835707E-4;NaN;NaN;2.017257359E-8;1.042722518E-4;6.425037325E-8;3.321108765E-4;5.004293170E-8;2.586724570E-4;6.886715526E-8;3.559750728E-4
4.705882353E2;5.758921044E-8;3.006192778E-4;NaN;NaN;1.558960116E-8;8.137869241E-5;4.741439422E-8;2.475061012E-4;4.544329038E-8;2.372168160E-4;6.013440434E-8;3.139053491E-4
4.682926829E2;6.256372632E-8;3.297962383E-4;NaN;NaN;1.172540046E-8;6.180886581E-5;3.713073534E-8;1.957296593E-4;4.524687943E-8;2.385128174E-4;5.029537042E-8;2.651252561E-4
4.660194175E2;7.303760970E-8;3.887732368E-4;NaN;NaN;8.712648505E-9;4.637671707E-5;3.243077221E-8;1.726263542E-4;5.141270030E-8;2.736656086E-4;4.026569098E-8;2.143309875E-4
4.637681159E2;8.856977045E-8;4.760379519E-4;NaN;NaN;6.448278032E-9;3.465770603E-5;3.243270584E-8;1.743167989E-4;6.419840336E-8;3.450486130E-4;3.145832045E-8;1.690797476E-4
4.615384615E2;1.070925181E-7;5.811672973E-4;NaN;NaN;4.765735497E-9;2.586258749E-5;3.622612437E-8;1.965911267E-4;8.199566316E-8;4.449722427E-4;2.493161666E-8;1.352983433E-4
4.593301435E2;1.253720812E-7;6.869241347E-4;NaN;NaN;3.545629740E-9;1.942680235E-5;4.262449229E-8;2.335431638E-4;1.017101039E-7;5.572781792E-4;2.100933623E-8;1.151119131E-4
4.571428571E2;1.398060265E-7;7.733566958E-4;NaN;NaN;2.740037412E-9;1.515690226E-5;5.014788362E-8;2.774000703E-4;1.195380353E-7;6.612414522E-4;1.942577052E-8;1.074563814E-4
4.549763033E2;1.473198073E-7;8.226998549E-4;NaN;NaN;2.350732310E-9;1.312754317E-5;5.749798166E-8;3.210945089E-4;1.319047885E-7;7.366154785E-4;1.968812297E-8;1.099473058E-4
4.528301887E2;1.461246744E-7;8.237788669E-4;NaN;NaN;2.411206039E-9;1.359319079E-5;6.439088444E-8;3.630040582E-4;1.363129849E-7;7.684653990E-4;2.137204633E-8;1.204850596E-4
4.507042254E2;1.361339679E-7;7.747134182E-4;NaN;NaN;2.985516180E-9;1.699002446E-5;7.226730515E-8;4.112599658E-4;1.318946684E-7;7.505883430E-4;2.426249830E-8;1.380734234E-4
4.485981308E2;1.189204834E-7;6.831240584E-4;NaN;NaN;4.137155821E-9;2.376538165E-5;8.429863763E-8;4.842431329E-4;1.195259510E-7;6.866020922E-4;2.840620867E-8;1.631759643E-4
4.465116279E2;9.724558571E-8;5.638481817E-4;NaN;NaN;5.847837642E-9;3.390686165E-5;1.043580685E-7;6.050876935E-4;1.014834559E-7;5.884201496E-4;3.407992298E-8;1.976017982E-4
4.444444444E2;7.433148067E-8;4.350064077E-4;NaN;NaN;7.934318700E-9;4.643361661E-5;1.351020342E-7;7.906508797E-4;8.077589334E-8;4.727207218E-4;4.161980949E-8;2.435695301E-4
4.423963134E2;5.311906391E-8;3.137510940E-4;NaN;NaN;1.003583745E-8;5.927730549E-5;1.758620490E-7;1.038740260E-3;6.038352879E-8;3.566591130E-4;5.109342208E-8;3.017865130E-4
4.403669725E2;3.574435728E-8;2.130766438E-4;NaN;NaN;1.170033977E-8;6.974720824E-5;2.214857967E-7;1.320304904E-3;4.264338975E-8;2.542026508E-4;6.189730980E-8;3.689777083E-4
4.383561644E2;2.337231392E-8;1.406064711E-4;NaN;NaN;1.253453285E-8;7.540701516E-5;2.630535051E-7;1.582514473E-3;2.894350447E-8;1.741224270E-4;7.252266098E-8;4.362920791E-4
4.363636364E2;1.637010728E-8;9.938303498E-5;NaN;NaN;1.235589411E-8;7.501271897E-5;2.906015796E-7;1.764244208E-3;1.977040217E-8;1.200262488E-4;8.076362296E-8;4.903165158E-4
4.343891403E2;1.466212763E-8;8.982493489E-5;NaN;NaN;1.127477886E-8;6.907294098E-5;2.968740594E-7;1.818746482E-3;1.500623405E-8;9.193304206E-5;8.446412492E-8;5.174545408E-4
4.324324324E2;1.799817391E-8;1.112627426E-4;NaN;NaN;9.657795864E-9;5.970343771E-5;2.803180192E-7;1.732895335E-3;1.425619500E-8;8.813023821E-5;8.248202629E-8;5.098948650E-4
