"Speed of sound (m/s)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
2.539682540E2;1.049561274E-7;1.881077834E-3;NaN;NaN;8.418519793E-9;1.508810525E-4;1.780531832E-7;3.191160959E-3;2.674162223E-8;4.792771422E-4;3.778615585E-8;6.772229687E-4
2.532981530E2;1.086751225E-7;1.958050671E-3;NaN;NaN;6.911337779E-9;1.245248154E-4;1.971671603E-7;3.552453235E-3;3.100907924E-8;5.587051295E-4;3.950209063E-8;7.117277007E-4
2.526315789E2;1.099769415E-7;1.991976447E-3;NaN;NaN;5.513313124E-9;9.986084113E-5;2.046479902E-7;3.706722252E-3;3.411969594E-8;6.179989163E-4;3.824061632E-8;6.926398020E-4
2.519685039E2;1.080203894E-7;1.966849176E-3;NaN;NaN;4.402293892E-9;8.015753466E-5;1.995901782E-7;3.634163694E-3;3.567171644E-8;6.495152112E-4;3.445295966E-8;6.273239307E-4
2.513089005E2;1.026120812E-7;1.878194611E-3;NaN;NaN;3.682766685E-9;6.740875400E-5;1.847841563E-7;3.382258721E-3;3.566120328E-8;6.527367831E-4;2.934261418E-8;5.370823704E-4
2.506527415E2;9.419566828E-8;1.733180713E-3;NaN;NaN;3.363753412E-9;6.189236346E-5;1.651779496E-7;3.039239933E-3;3.435048447E-8;6.320417727E-4;2.432580232E-8;4.475897054E-4
2.500000000E2;8.365680487E-8;1.547316263E-3;NaN;NaN;3.376092658E-9;6.244420981E-5;1.456134772E-7;2.693266874E-3;3.211314686E-8;5.939647644E-4;2.044737797E-8;3.781947030E-4
2.493506494E2;7.210971745E-8;1.340696948E-3;NaN;NaN;3.617547107E-9;6.725909543E-5;1.291149216E-7;2.400563855E-3;2.934910390E-8;5.456720041E-4;1.804666491E-8;3.355318732E-4
2.487046632E2;6.074657001E-8;1.135302877E-3;NaN;NaN;3.986228443E-9;7.449929466E-5;1.165182637E-7;2.177629452E-3;2.646414127E-8;4.945927929E-4;1.679827764E-8;3.139458396E-4
2.480620155E2;5.071138964E-8;9.526707029E-4;NaN;NaN;4.390494687E-9;8.248039915E-5;1.073193424E-7;2.016115000E-3;2.385422520E-8;4.481285495E-4;1.607149905E-8;3.019212529E-4
2.474226804E2;4.294700946E-8;8.109829935E-4;NaN;NaN;4.760637966E-9;8.989674665E-5;1.008956497E-7;1.905246887E-3;2.183351310E-8;4.122896574E-4;1.540043169E-8;2.908115921E-4
2.467866324E2;3.799775506E-8;7.212278849E-4;NaN;NaN;5.063976269E-9;9.611833351E-5;9.710733188E-8;1.843175089E-3;2.051361556E-8;3.893648859E-4;1.477548944E-8;2.804506471E-4
2.461538462E2;3.585125172E-8;6.839886661E-4;NaN;NaN;5.297552440E-9;1.010694370E-4;9.594459376E-8;1.830480431E-3;1.972021975E-8;3.762325207E-4;1.462761318E-8;2.790731466E-4
2.455242967E2;3.595127880E-8;6.894189646E-4;NaN;NaN;5.463798053E-9;1.047764119E-4;9.676777519E-8;1.855665267E-3;1.905004268E-8;3.653127548E-4;1.564032486E-8;2.999263706E-4
2.448979592E2;3.748378553E-8;7.224885126E-4;NaN;NaN;5.562279619E-9;1.072112401E-4;9.801594922E-8;1.889227472E-3;1.808314681E-8;3.485471293E-4;1.855579765E-8;3.576573299E-4
2.442748092E2;3.985291693E-8;7.720769423E-4;NaN;NaN;5.607614531E-9;1.086372144E-4;9.771118716E-8;1.892974478E-3;1.664998172E-8;3.225627624E-4;2.396852324E-8;4.643460394E-4
2.436548223E2;4.308696099E-8;8.389839933E-4;NaN;NaN;5.641929187E-9;1.098589497E-4;9.439722576E-8;1.838091144E-3;1.499996746E-8;2.920775175E-4;3.201874384E-8;6.234650333E-4
2.430379747E2;4.789846335E-8;9.374133629E-4;NaN;NaN;5.713994088E-9;1.118276880E-4;8.789681505E-8;1.720214872E-3;1.376623842E-8;2.694169070E-4;4.207741365E-8;8.234905062E-4
2.424242424E2;5.528614983E-8;1.087482023E-3;NaN;NaN;5.838076485E-9;1.148353293E-4;7.938707455E-8;1.561548718E-3;1.371951928E-8;2.698638017E-4;5.264593653E-8;1.035548862E-3
2.418136020E2;6.585828044E-8;1.301987362E-3;NaN;NaN;5.972049204E-9;1.180646160E-4;7.072630011E-8;1.398225831E-3;1.541149879E-8;3.046781137E-4;6.161938404E-8;1.218186365E-3
2.412060302E2;7.921494717E-8;1.573941727E-3;NaN;NaN;6.037731380E-9;1.199652047E-4;6.344720748E-8;1.260648537E-3;1.886804293E-8;3.748938947E-4;6.687251686E-8;1.328706872E-3
2.406015038E2;9.372665428E-8;1.871648428E-3;NaN;NaN;5.976122251E-9;1.193385159E-4;5.810636778E-8;1.160338996E-3;2.346713915E-8;4.686205269E-4;6.698206471E-8;1.337579764E-3
2.400000000E2;1.068643830E-7;2.144708798E-3;NaN;NaN;5.801356300E-9;1.164299980E-4;5.433906534E-8;1.090554853E-3;2.807085816E-8;5.633665284E-4;6.178432265E-8;1.239977031E-3
2.394014963E2;1.159605762E-7;2.338915209E-3;NaN;NaN;5.614794369E-9;1.132499370E-4;5.141806251E-8;1.037098058E-3;3.138412265E-8;6.330151521E-4;5.244893621E-8;1.057890695E-3
2.388059701E2;1.190543113E-7;2.413307159E-3;NaN;NaN;5.557330001E-9;1.126506393E-4;4.886531058E-8;9.905311497E-4;3.241724788E-8;6.571183818E-4;4.100880003E-8;8.312746479E-4
2.382133995E2;1.154510961E-7;2.351925282E-3;NaN;NaN;5.722371586E-9;1.165739509E-4;4.678930359E-8;9.531736798E-4;3.084681610E-8;6.283994620E-4;2.961856667E-8;6.033780375E-4
2.376237624E2;1.058029113E-7;2.166086103E-3;NaN;NaN;6.092837038E-9;1.247376795E-4;4.587653241E-8;9.392229206E-4;2.710080789E-8;5.548305113E-4;1.993494466E-8;4.081249379E-4
2.370370370E2;9.176343669E-8;1.887969981E-3;NaN;NaN;6.552578509E-9;1.348148235E-4;4.711864370E-8;9.694338841E-4;2.213733635E-8;4.554605625E-4;1.284665689E-8;2.643111837E-4
2.364532020E2;7.543103209E-8;1.559615293E-3;NaN;NaN;6.968918907E-9;1.440896698E-4;5.144568188E-8;1.063693151E-3;1.704095990E-8;3.523396265E-4;8.566453008E-9;1.771203542E-4
2.358722359E2;5.881459321E-8;1.222050868E-3;NaN;NaN;7.281823611E-9;1.513018859E-4;5.936419298E-8;1.233470464E-3;1.264019027E-8;2.626381423E-4;6.921049843E-9;1.438057208E-4
2.352941176E2;4.349132972E-8;9.081098373E-4;NaN;NaN;7.537864596E-9;1.573924972E-4;7.061987632E-8;1.474560673E-3;9.315351207E-9;1.945068620E-4;7.613046774E-9;1.589623199E-4
2.347188264E2;3.049740128E-8;6.399187245E-4;NaN;NaN;7.844360430E-9;1.645960938E-4;8.393418652E-8;1.761168340E-3;7.049045411E-9;1.479082138E-4;1.031801466E-8;2.165001115E-4
2.341463415E2;2.038489847E-8;4.298249628E-4;NaN;NaN;8.272344959E-9;1.744261993E-4;9.699388703E-8;2.045160732E-3;5.625448401E-9;1.186151676E-4;1.462118476E-8;3.082944075E-4
2.335766423E2;1.334441516E-8;2.827473587E-4;NaN;NaN;8.774324772E-9;1.859142663E-4;1.068997651E-7;2.265039410E-3;4.816739409E-9;1.020592007E-4;1.993905731E-8;4.224775476E-4
2.330097087E2;9.359971500E-9;1.992894582E-4;NaN;NaN;9.178128825E-9;1.954177233E-4;1.110231512E-7;2.363868698E-3;4.460306267E-9;9.496738524E-5;2.554068575E-8;5.438039447E-4
2.324455206E2;8.369428818E-9;1.790652409E-4;NaN;NaN;9.268782360E-9;1.983070509E-4;1.079399536E-7;2.309392219E-3;4.445592992E-9;9.511415861E-5;3.069957654E-8;6.568222502E-4
2.318840580E2;1.036547662E-8;2.228462481E-4;NaN;NaN;8.903516771E-9;1.914157332E-4;9.800221275E-8;2.106938853E-3;4.674394728E-9;1.004943010E-4;3.488872920E-8;7.500689732E-4
2.313253012E2;1.534418051E-8;3.314784202E-4;NaN;NaN;8.086316720E-9;1.746876928E-4;8.329814737E-8;1.799479502E-3;5.039218938E-9;1.088616190E-4;3.790362560E-8;8.188273022E-4
2.307692308E2;2.308702736E-8;5.011526680E-4;NaN;NaN;6.966205693E-9;1.512162010E-4;6.704488525E-8;1.455350774E-3;5.436505437E-9;1.180108276E-4;3.981770613E-8;8.643273712E-4
2.302158273E2;3.290194203E-8;7.176439218E-4;NaN;NaN;5.774788512E-9;1.259573636E-4;5.270927266E-8;1.149673448E-3;5.804767720E-9;1.266112580E-4;4.079682094E-8;8.898438441E-4
2.296650718E2;4.350602288E-8;9.534925750E-4;NaN;NaN;4.740483452E-9;1.038940237E-4;4.323524360E-8;9.475580855E-4;6.160105891E-9;1.350069448E-4;4.091568223E-8;8.967218013E-4
2.291169451E2;5.320092598E-8;1.171554794E-3;NaN;NaN;4.017124567E-9;8.846239902E-5;4.057855385E-8;8.935934554E-4;6.610418202E-9;1.455701567E-4;4.013982132E-8;8.839319845E-4
2.285714286E2;6.036475097E-8;1.335664435E-3;NaN;NaN;3.650722037E-9;8.077792931E-5;4.557425290E-8;1.008401555E-3;7.383651875E-9;1.633748347E-4;3.848266815E-8;8.514891620E-4
2.280285036E2;6.407231853E-8;1.424459151E-3;NaN;NaN;3.588660376E-9;7.978328594E-5;5.799462750E-8;1.289339604E-3;8.887325321E-9;1.975834833E-4;3.619761689E-8;8.047473197E-4
2.274881517E2;6.448024336E-8;1.440346355E-3;NaN;NaN;3.711894541E-9;8.291553339E-5;7.659395269E-8;1.710939891E-3;1.174646883E-8;2.623901940E-4;3.380624314E-8;7.551568751E-4
2.269503546E2;6.270497402E-8;1.407336965E-3;NaN;NaN;3.872798918E-9;8.692026688E-5;9.905668228E-8;2.223206895E-3;1.667967469E-8;3.743550352E-4;3.189633804E-8;7.158745581E-4
2.264150943E2;6.022642520E-8;1.358107561E-3;NaN;NaN;3.942575675E-9;8.890519098E-5;1.220113528E-7;2.751359395E-3;2.416877986E-8;5.450066572E-4;3.082599625E-8;6.951270718E-4
2.258823529E2;5.814976236E-8;1.317471328E-3;NaN;NaN;3.863615354E-9;8.753608343E-5;1.413974975E-7;3.203575409E-3;3.404049615E-8;7.712392250E-4;3.057067187E-8;6.926250774E-4
2.253521127E2;5.671793875E-8;1.291085506E-3;NaN;NaN;3.682343262E-9;8.382215780E-5;1.532983691E-7;3.489571497E-3;4.519330320E-8;1.028747165E-3;3.082946937E-8;7.017794003E-4
2.248243560E2;5.532192140E-8;1.265226773E-3;NaN;NaN;3.523479263E-9;8.058288985E-5;1.550145989E-7;3.545224312E-3;5.568323260E-8;1.273490055E-3;3.127099665E-8;7.151758505E-4
2.242990654E2;5.298709191E-8;1.217511272E-3;NaN;NaN;3.519152417E-9;8.086134909E-5;1.459917626E-7;3.354526739E-3;6.324926695E-8;1.453310471E-3;3.172054020E-8;7.288589327E-4
2.237762238E2;4.903469747E-8;1.131966183E-3;NaN;NaN;3.737956692E-9;8.629074484E-5;1.282072921E-7;2.959665838E-3;6.612645831E-8;1.526529548E-3;3.218102931E-8;7.428991874E-4
2.232558140E2;4.351952837E-8;1.009337617E-3;NaN;NaN;4.154809204E-9;9.636145837E-5;1.057417801E-7;2.452442854E-3;6.375498965E-8;1.478653647E-3;3.271410197E-8;7.587300452E-4
2.227378190E2;3.719296159E-8;8.666239160E-4;NaN;NaN;4.667304019E-9;1.087516862E-4;8.355775473E-8;1.946958390E-3;5.698177746E-8;1.327718176E-3;3.332208399E-8;7.764295629E-4
2.222222222E2;3.108049960E-8;7.275634151E-4;NaN;NaN;5.145541090E-9;1.204519714E-4;6.593013360E-8;1.543358497E-3;4.764240233E-8;1.115260996E-3;3.395848205E-8;7.949341063E-4
2.217090069E2;2.596835359E-8;6.107107668E-4;NaN;NaN;5.492740500E-9;1.291755271E-4;5.518669742E-8;1.297853180E-3;3.779162159E-8;8.887644772E-4;3.462992530E-8;8.144092833E-4
2.211981567E2;2.210114158E-8;5.221671346E-4;NaN;NaN;5.678931482E-9;1.341718648E-4;5.123119024E-8;1.210400997E-3;2.900014548E-8;6.851647375E-4;3.543403861E-8;8.371735162E-4
2.206896552E2;1.920307819E-8;4.557899367E-4;NaN;NaN;5.724195318E-9;1.358652293E-4;5.193103065E-8;1.232596198E-3;2.200638002E-8;5.223270174E-4;3.645112276E-8;8.651766538E-4
2.201834862E2;1.675976535E-8;3.996283413E-4;NaN;NaN;5.658129544E-9;1.349153092E-4;5.415321067E-8;1.291256608E-3;1.678786636E-8;4.002983960E-4;3.758227489E-8;8.961308146E-4
2.196796339E2;1.438460661E-8;3.445690227E-4;NaN;NaN;5.505310893E-9;1.318742769E-4;5.506345550E-8;1.318990611E-3;1.291963156E-8;3.094769946E-4;3.851713441E-8;9.226398557E-4
2.191780822E2;1.207841551E-8;2.906521599E-4;NaN;NaN;5.307942390E-9;1.277290816E-4;5.319669835E-8;1.280112881E-3;9.973440224E-9;2.399985280E-4;3.888126299E-8;9.356295998E-4
2.186788155E2;1.028150125E-8;2.485426595E-4;NaN;NaN;5.143798437E-9;1.243450069E-4;4.881339330E-8;1.180003804E-3;7.737350024E-9;1.870409297E-4;3.845162100E-8;9.295206909E-4
2.181818182E2;9.780964327E-9;2.375212094E-4;NaN;NaN;5.107614336E-9;1.240334484E-4;4.344993350E-8;1.055139392E-3;6.221713320E-9;1.510882591E-4;3.725861571E-8;9.047892588E-4
2.176870748E2;1.158165274E-8;2.825290350E-4;NaN;NaN;5.268203571E-9;1.285153772E-4;3.904023567E-8;9.523684016E-4;5.563931899E-9;1.357295323E-4;3.550362282E-8;8.660943750E-4
2.171945701E2;1.678932229E-8;4.114272688E-4;NaN;NaN;5.635556942E-9;1.381009763E-4;3.719040136E-8;9.113616971E-4;5.974700072E-9;1.464117783E-4;3.336725368E-8;8.176743414E-4
2.167042889E2;2.643005482E-8;6.506102251E-4;NaN;NaN;6.161698249E-9;1.516782281E-4;3.891336026E-8;9.579030482E-4;7.765509591E-9;1.911581333E-4;3.087410471E-8;7.600063014E-4
2.162162162E2;4.116926855E-8;1.018015661E-3;NaN;NaN;6.782458547E-9;1.677136676E-4;4.475186884E-8;1.106604634E-3;1.141835406E-8;2.823480636E-4;2.792750526E-8;6.905791318E-4
2.157303371E2;6.097170995E-8;1.514480776E-3;NaN;NaN;7.474509767E-9;1.856598964E-4;5.498551055E-8;1.365789130E-3;1.760950806E-8;4.374038625E-4;2.450142266E-8;6.085926347E-4
2.152466368E2;8.482023952E-8;2.116335807E-3;NaN;NaN;8.283240299E-9;2.066737625E-4;6.961234009E-8;1.736886016E-3;2.705566839E-8;6.750615197E-4;2.084635573E-8;5.201339837E-4
2.147651007E2;1.106333574E-7;2.772786983E-3;NaN;NaN;9.275667479E-9;2.324746409E-4;8.802062098E-8;2.206047414E-3;4.010750891E-8;1.005208386E-3;1.751525654E-8;4.389822063E-4
2.142857143E2;1.354753673E-7;3.410607424E-3;NaN;NaN;1.044496020E-8;2.629530335E-4;1.086451228E-7;2.735153037E-3;5.620424813E-8;1.414948192E-3;1.517018010E-8;3.819109697E-4
2.138084633E2;1.560452598E-7;3.946014080E-3;NaN;NaN;1.164757183E-8;2.945394336E-4;1.291444140E-7;3.265755568E-3;7.350717516E-8;1.858821912E-3;1.427560392E-8;3.609961247E-4
2.133333333E2;1.693239412E-7;4.300894249E-3;NaN;NaN;1.264442362E-8;3.211732991E-4;1.473514979E-7;3.742785606E-3;8.905259835E-8;2.261970784E-3;1.486125998E-8;3.774818087E-4
2.128603104E2;1.732124850E-7;4.419240572E-3;NaN;NaN;1.323819083E-8;3.377513463E-4;1.625534156E-7;4.147291400E-3;9.952925003E-8;2.539330233E-3;1.648465960E-8;4.205798244E-4
2.123893805E2;1.670035366E-7;4.279745125E-3;NaN;NaN;1.341889724E-8;3.438816998E-4;1.761284050E-7;4.513585148E-3;1.024142152E-7;2.624535666E-3;1.842606961E-8;4.721988719E-4
2.119205298E2;1.515735642E-7;3.901532554E-3;NaN;NaN;1.341191198E-8;3.452251816E-4;1.908274375E-7;4.911934766E-3;9.694542416E-8;2.495393774E-3;2.002471136E-8;5.154399033E-4
2.114537445E2;1.292333434E-7;3.341193701E-3;NaN;NaN;1.357266971E-8;3.509072607E-4;2.088646926E-7;5.399979423E-3;8.444754154E-8;2.183303367E-3;2.103915523E-8;5.439454793E-4
2.109890110E2;1.032443886E-7;2.681048176E-3;NaN;NaN;1.417128786E-8;3.679997140E-4;2.298686337E-7;5.969223992E-3;6.784860977E-8;1.761891314E-3;2.192220900E-8;5.692754762E-4
2.105263158E2;7.709976761E-8;2.010935414E-3;NaN;NaN;1.519994543E-8;3.964487768E-4;2.499889004E-7;6.520272997E-3;5.063229355E-8;1.320604139E-3;2.388602502E-8;6.230012760E-4
2.100656455E2;5.376805116E-8;1.408549338E-3;NaN;NaN;1.633097149E-8;4.278187248E-4;2.629088534E-7;6.887363096E-3;3.573023072E-8;9.360166814E-4;2.860707796E-8;7.494130780E-4
2.096069869E2;3.514793946E-8;9.247965346E-4;NaN;NaN;1.706489983E-8;4.490038525E-4;2.624429559E-7;6.905279226E-3;2.481012437E-8;6.527926642E-4;3.755452490E-8;9.881175118E-4
2.091503268E2;2.190725682E-8;5.789335772E-4;NaN;NaN;1.698308556E-8;4.488046384E-4;2.454242250E-7;6.485719579E-3;1.815030848E-8;4.796503323E-4;5.113602248E-8;1.351349494E-3
2.086956522E2;1.372697205E-8;3.643390996E-4;NaN;NaN;1.595496033E-8;4.234740086E-4;2.133483890E-7;5.662658865E-3;1.499520158E-8;3.980002453E-4;6.805925989E-8;1.806418005E-3
2.082429501E2;9.770028810E-9;2.604432242E-4;NaN;NaN;1.417970968E-8;3.779936969E-4;1.718924374E-7;4.582199447E-3;1.412346858E-8;3.764944573E-4;8.528806231E-8;2.273555009E-3
2.077922078E2;9.155985601E-9;2.451344900E-4;NaN;NaN;1.205404833E-8;3.227247310E-4;1.286636318E-7;3.444729508E-3;1.437884519E-8;3.849668443E-4;9.878938241E-8;2.644902027E-3
2.073434125E2;1.124216003E-8;3.022923195E-4;NaN;NaN;9.970701618E-9;2.681038619E-4;9.043480283E-8;2.431716525E-3;1.501536123E-8;4.037505573E-4;1.049266746E-7;2.821390885E-3
2.068965517E2;1.567623791E-8;4.233437719E-4;NaN;NaN;8.178686663E-9;2.208690683E-4;6.120758365E-8;1.652938000E-3;1.580602697E-8;4.268487832E-4;1.019350757E-7;2.752802024E-3
2.064516129E2;2.227600661E-8;6.041692422E-4;NaN;NaN;6.757658693E-9;1.832810343E-4;4.173584948E-8;1.131958568E-3;1.694366516E-8;4.595456231E-4;9.071573344E-8;2.460389642E-3
2.060085837E2;3.089344795E-8;8.414989589E-4;NaN;NaN;5.685619785E-9;1.548691858E-4;3.028875685E-8;8.250279282E-4;1.881570169E-8;5.125162271E-4;7.452658339E-8;2.030011103E-3
2.055674518E2;4.135055691E-8;1.131176807E-3;NaN;NaN;4.938374779E-9;1.350931023E-4;2.402409724E-8;6.571979592E-4;2.178232625E-8;5.958725614E-4;5.781068373E-8;1.581456443E-3
2.051282051E2;5.342963587E-8;1.467875725E-3;NaN;NaN;4.560135243E-9;1.252808805E-4;2.032349492E-8;5.583486463E-4;2.604834919E-8;7.156279253E-4;4.486238217E-8;1.232507029E-3
2.046908316E2;6.681836497E-8;1.843558392E-3;NaN;NaN;4.658420220E-9;1.285285818E-4;1.766736587E-8;4.874531220E-4;3.161752740E-8;8.723463677E-4;3.887729493E-8;1.072647667E-3
2.042553191E2;8.094668485E-8;2.242901239E-3;NaN;NaN;5.323116659E-9;1.474949218E-4;1.594558371E-8;4.418262408E-4;3.825532112E-8;1.059992850E-3;4.147475267E-8;1.149198072E-3
2.038216561E2;9.480209483E-8;2.638001974E-3;NaN;NaN;6.529535100E-9;1.816935218E-4;1.644077123E-8;4.574876436E-4;4.541800794E-8;1.263820117E-3;5.252994943E-8;1.461719918E-3
2.033898305E2;1.068701025E-7;2.986452359E-3;NaN;NaN;8.085426792E-9;2.259447811E-4;2.180306386E-8;6.092799574E-4;5.219387162E-8;1.458541794E-3;7.024342564E-8;1.962931066E-3
2.029598309E2;1.153335024E-7;3.236630558E-3;NaN;NaN;9.652394030E-9;2.708773499E-4;3.611143083E-8;1.013403375E-3;5.736801340E-8;1.609931732E-3;9.158000802E-8;2.570030792E-3
2.025316456E2;1.185371185E-7;3.340614924E-3;NaN;NaN;1.084016933E-8;3.054978213E-4;6.475338374E-8;1.824880872E-3;5.968672381E-8;1.682092183E-3;1.132672027E-7;3.192098078E-3
2.021052632E2;1.155570261E-7;3.270385464E-3;NaN;NaN;1.134531026E-8;3.210842216E-4;1.136183733E-7;3.215519549E-3;5.827910532E-8;1.649360020E-3;1.331254650E-7;3.767590776E-3
2.016806723E2;1.065948722E-7;3.029462541E-3;NaN;NaN;1.107243936E-8;3.146824943E-4;1.871227388E-7;5.318091911E-3;5.304585624E-8;1.507581285E-3;1.509888323E-7;4.291153991E-3
2.012578616E2;9.297723681E-8;2.653559080E-3;NaN;NaN;1.016455752E-8;2.900952406E-4;2.851697182E-7;8.138709224E-3;4.478637950E-8;1.278197848E-3;1.683892336E-7;4.805808336E-3
2.008368201E2;7.675652259E-8;2.199816485E-3;NaN;NaN;8.924832204E-9;2.557827315E-4;4.001767927E-7;1.146893418E-2;3.495849525E-8;1.001898882E-3;1.870430201E-7;5.360590934E-3
2.004175365E2;6.011281421E-8;1.730029286E-3;NaN;NaN;7.684897319E-9;2.211691068E-4;5.161639226E-7;1.485504737E-2;2.518695038E-8;7.248730967E-4;2.072722878E-7;5.965236079E-3
2.000000000E2;4.481830538E-8;1.295249025E-3;NaN;NaN;6.693227940E-9;1.934342875E-4;6.115707413E-7;1.767439442E-2;1.677258480E-8;4.847277006E-4;2.277763833E-7;6.582737478E-3
1.995841996E2;3.195348885E-8;9.273075684E-4;NaN;NaN;6.063786151E-9;1.759743613E-4;6.655958803E-7;1.931595326E-2;1.041229360E-8;3.021704048E-4;2.469889559E-7;7.167753392E-3
1.991701245E2;2.191664525E-8;6.386803027E-4;NaN;NaN;5.784311076E-9;1.685625472E-4;6.655510007E-7;1.939504472E-2;6.203626464E-9;1.807819574E-4;2.647742301E-7;7.715874556E-3
1.987577640E2;1.461559145E-8;4.276869750E-4;NaN;NaN;5.763535865E-9;1.686547703E-4;6.117158839E-7;1.790026198E-2;3.845315296E-9;1.125230732E-4;2.827284042E-7;8.273305692E-3
1.983471074E2;9.700412577E-9;2.850337570E-4;NaN;NaN;5.888906379E-9;1.730377030E-4;5.172628763E-7;1.519908353E-2;2.878983256E-9;8.459510433E-5;3.024337588E-7;8.886614858E-3
1.979381443E2;6.743617712E-9;1.989719187E-4;NaN;NaN;6.070003355E-9;1.790967794E-4;4.033030390E-7;1.189954456E-2;2.857028559E-9;8.429725384E-5;3.228070529E-7;9.524492850E-3
1.975308642E2;5.383123385E-9;1.594858806E-4;NaN;NaN;6.254157104E-9;1.852920102E-4;2.915068670E-7;8.636478505E-3;3.409673959E-9;1.010184637E-4;3.387449019E-7;1.003600050E-2
1.971252567E2;5.418828747E-9;1.612050774E-4;NaN;NaN;6.419392913E-9;1.909709238E-4;1.977224905E-7;5.882058814E-3;4.259585233E-9;1.267186692E-4;3.426122039E-7;1.019239202E-2
1.967213115E2;6.840936183E-9;2.043480751E-4;NaN;NaN;6.553635803E-9;1.957660217E-4;1.290837216E-7;3.855906462E-3;5.232806204E-9;1.563110437E-4;3.280761352E-7;9.800080706E-3
1.963190184E2;9.776868219E-9;2.932465070E-4;NaN;NaN;6.630836690E-9;1.988847199E-4;8.493381549E-8;2.547497231E-3;6.276150225E-9;1.882462860E-4;2.939494280E-7;8.816692734E-3
1.959183673E2;1.437947285E-8;4.330624149E-4;NaN;NaN;6.596844903E-9;1.986752653E-4;5.999940624E-8;1.806984722E-3;7.453063214E-9;2.244617439E-4;2.454992503E-7;7.393629743E-3
1.955193483E2;2.069915474E-8;6.259374892E-4;NaN;NaN;6.382573138E-9;1.930074853E-4;4.771957665E-8;1.443028586E-3;8.893777939E-9;2.689457179E-4;1.923657294E-7;5.817093652E-3
1.951219512E2;2.862316322E-8;8.690868937E-4;NaN;NaN;5.944949035E-9;1.805068591E-4;4.243174328E-8;1.288357673E-3;1.071004467E-8;3.251897556E-4;1.444317899E-7;4.385391462E-3
1.947261663E2;3.796708265E-8;1.157487832E-3;NaN;NaN;5.310423048E-9;1.618968230E-4;4.022381081E-8;1.226287835E-3;1.293845544E-8;3.944497099E-4;1.080933990E-7;3.295401841E-3
1.943319838E2;4.866141710E-8;1.489546338E-3;NaN;NaN;4.585871201E-9;1.403754362E-4;3.888966196E-8;1.190428824E-3;1.554632490E-8;4.758795097E-4;8.482994084E-8;2.596679982E-3
1.939393939E2;6.083245217E-8;1.869653338E-3;NaN;NaN;3.923992150E-9;1.206018294E-4;3.751562674E-8;1.153023004E-3;1.846959457E-8;5.676532492E-4;7.226973330E-8;2.221172142E-3
1.935483871E2;7.456434313E-8;2.300964495E-3;NaN;NaN;3.462934244E-9;1.068619183E-4;3.605710866E-8;1.112678303E-3;2.161938552E-8;6.671478135E-4;6.650347455E-8;2.052215943E-3
1.931589537E2;8.939667458E-8;2.769807006E-3;NaN;NaN;3.280057571E-9;1.016271185E-4;3.515582817E-8;1.089244758E-3;2.482787042E-8;7.692501959E-4;6.409268232E-8;1.985804968E-3
1.927710843E2;1.038776089E-7;3.231439265E-3;NaN;NaN;3.386393595E-9;1.053444082E-4;3.616373542E-8;1.124986567E-3;2.777039881E-8;8.638854713E-4;6.296818092E-8;1.958823027E-3
1.923847695E2;1.155604993E-7;3.609323996E-3;NaN;NaN;3.749847887E-9;1.171197428E-4;4.107255294E-8;1.282827193E-3;2.994363401E-8;9.352354605E-4;6.231770924E-8;1.946381373E-3
1.920000000E2;1.216183314E-7;3.813769290E-3;NaN;NaN;4.319237357E-9;1.354448347E-4;5.201943266E-8;1.631251740E-3;3.076796925E-8;9.648375773E-4;6.204916042E-8;1.945769028E-3
1.916167665E2;1.198987889E-7;3.774901431E-3;NaN;NaN;5.029755600E-9;1.583571593E-4;7.031465584E-8;2.213791294E-3;2.980352806E-8;9.383362567E-4;6.228160664E-8;1.960878239E-3
1.912350598E2;1.099205266E-7;3.474574296E-3;NaN;NaN;5.790252819E-9;1.830291779E-4;9.529529428E-8;3.012272506E-3;2.697352131E-8;8.526296837E-4;6.304547442E-8;1.992859675E-3
1.908548708E2;9.324172318E-8;2.959113540E-3;NaN;NaN;6.468140679E-9;2.052725111E-4;1.236233460E-7;3.923302835E-3;2.266046251E-8;7.191510316E-4;6.413749697E-8;2.035463623E-3
1.904761905E2;7.295209358E-8;2.324417844E-3;NaN;NaN;6.899350674E-9;2.198288360E-4;1.496820089E-7;4.769205588E-3;1.760600011E-8;5.609667770E-4;6.502700086E-8;2.071906558E-3
1.900990099E2;5.256182976E-8;1.681390540E-3;NaN;NaN;6.946802222E-9;2.222199568E-4;1.672641115E-7;5.350580372E-3;1.265966659E-8;4.049677064E-4;6.484672749E-8;2.074369835E-3
1.897233202E2;3.487910901E-8;1.120164446E-3;NaN;NaN;6.582838007E-9;2.114119683E-4;1.719398756E-7;5.521956867E-3;8.508319516E-9;2.732500137E-4;6.260010183E-8;2.010441504E-3
