"Delay (s)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
4.625000000E-3;NaN;1.856977042E-4;3.360043729E-7;2.077142283E-3;3.778140596E-7;2.335605193E-3;3.222209294E-8;1.991934543E-4;7.385871186E-7;4.565864784E-3;3.041224042E-7;1.880051439E-3
4.645833333E-3;NaN;1.873744244E-4;3.075929766E-7;1.918675407E-3;3.345477927E-7;2.086811699E-3;3.264736378E-8;2.036447473E-4;6.944206470E-7;4.331593758E-3;2.607289405E-7;1.626351198E-3
4.666666667E-3;NaN;1.890586804E-4;2.927611877E-7;1.842573857E-3;2.755638302E-7;1.734337511E-3;3.114611427E-8;1.960267218E-4;6.067664786E-7;3.818853379E-3;2.146495134E-7;1.350956337E-3
4.687500000E-3;NaN;1.907504723E-4;2.893293134E-7;1.837269395E-3;2.107827843E-7;1.338491265E-3;2.789895287E-8;1.771610752E-4;4.953350433E-7;3.145425897E-3;1.694106076E-7;1.075773902E-3
4.708333333E-3;NaN;1.924497999E-4;2.901541858E-7;1.858921654E-3;1.503183772E-7;9.630399977E-4;2.367014531E-8;1.516467720E-4;3.831830117E-7;2.454926493E-3;1.305110565E-7;8.361410621E-4
4.729166667E-3;NaN;1.941566634E-4;2.879296871E-7;1.861030658E-3;1.014221091E-7;6.555407895E-4;1.947916485E-8;1.259033876E-4;2.907706968E-7;1.879393496E-3;1.019588717E-7;6.590101492E-4
4.750000000E-3;NaN;1.958710627E-4;2.795887957E-7;1.823076217E-3;6.734382491E-8;4.391196193E-4;1.623199333E-8;1.058417270E-4;2.324950283E-7;1.515998363E-3;8.440065724E-8;5.503397605E-4
4.770833333E-3;NaN;1.975929978E-4;2.678894687E-7;1.762146346E-3;4.781742411E-8;3.145375574E-4;1.449162098E-8;9.532422863E-5;2.161039117E-7;1.421506863E-3;7.535484635E-8;4.956755776E-4
4.791666667E-3;NaN;1.993224688E-4;2.594203487E-7;1.721373365E-3;4.028449678E-8;2.673061698E-4;1.448888448E-8;9.614041443E-5;2.436500797E-7;1.616730375E-3;7.080510504E-8;4.698244472E-4
4.812500000E-3;NaN;2.010594756E-4;2.603874575E-7;1.742847504E-3;4.105222554E-8;2.747742518E-4;1.631185675E-8;1.091799087E-4;3.121736057E-7;2.089466961E-3;6.698173840E-8;4.483278753E-4
4.833333333E-3;NaN;2.028040182E-4;2.725963308E-7;1.840396267E-3;4.613047907E-8;3.114435224E-4;2.008822003E-8;1.356228275E-4;4.133879960E-7;2.790931640E-3;6.154995029E-8;4.155459408E-4
4.854166667E-3;NaN;2.045560966E-4;2.916991179E-7;1.986379964E-3;5.185924170E-8;3.531452525E-4;2.597069370E-8;1.768523195E-4;5.332504158E-7;3.631268923E-3;5.397110654E-8;3.675263930E-4
4.875000000E-3;NaN;2.063157108E-4;3.086388884E-7;2.119813868E-3;5.543566947E-8;3.807469030E-4;3.387867275E-8;2.326877235E-4;6.530836338E-7;4.485551872E-3;4.510588574E-8;3.097992045E-4
4.895833333E-3;NaN;2.080828609E-4;3.136418378E-7;2.172626551E-3;5.528837436E-8;3.829877765E-4;4.314061361E-8;2.988390936E-4;7.532205372E-7;5.217629602E-3;3.639541211E-8;2.521144476E-4
4.916666667E-3;NaN;2.098575467E-4;3.007237475E-7;2.100908309E-3;5.120875368E-8;3.577532436E-4;5.232450799E-8;3.655480970E-4;8.184549063E-7;5.717868068E-3;2.915426287E-8;2.036767419E-4
4.937500000E-3;NaN;2.116397684E-4;2.702778865E-7;1.904243905E-3;4.415332225E-8;3.110824044E-4;5.948404492E-8;4.190950708E-4;8.431705728E-7;5.940561564E-3;2.430842327E-8;1.712650911E-4
4.958333333E-3;NaN;2.134295259E-4;2.284482621E-7;1.623144336E-3;3.575825955E-8;2.540654761E-4;6.280826311E-8;4.462580524E-4;8.338893185E-7;5.924854546E-3;2.243599996E-8;1.594096883E-4
4.979166667E-3;NaN;2.152268193E-4;1.839262337E-7;1.317816217E-3;2.779369742E-8;1.991395379E-4;6.136284004E-8;4.396596620E-4;8.081485708E-7;5.790317515E-3;2.378681281E-8;1.704305419E-4
5.000000000E-3;NaN;2.170316484E-4;1.441820300E-7;1.041715167E-3;2.180672602E-8;1.575535955E-4;5.550380952E-8;4.010150238E-4;7.899443086E-7;5.707347630E-3;2.814195483E-8;2.033256236E-4
5.020833333E-3;NaN;2.188440134E-4;1.130752574E-7;8.237909911E-4;1.902591651E-8;1.386101520E-4;4.672009390E-8;3.403714777E-4;8.029353302E-7;5.849651874E-3;3.463292902E-8;2.523124472E-4
5.041666667E-3;NaN;2.206639142E-4;9.066037304E-8;6.659837027E-4;2.041132862E-8;1.499399545E-4;3.700124224E-8;2.718081063E-4;8.629340820E-7;6.339043353E-3;4.172612334E-8;3.065166973E-4
5.062500000E-3;NaN;2.224913508E-4;7.466874781E-8;5.530530395E-4;2.666343899E-8;1.974895309E-4;2.808736337E-8;2.080361884E-4;9.715393942E-7;7.195953203E-3;4.754184496E-8;3.521307458E-4
5.083333333E-3;NaN;2.243263233E-4;6.244233136E-8;4.663093572E-4;3.804649896E-8;2.841251774E-4;2.097650080E-8;1.566491576E-4;1.113069226E-6;8.312223201E-3;5.048155757E-8;3.769882089E-4
5.104166667E-3;NaN;2.261688316E-4;5.221020703E-8;3.930999169E-4;5.404114710E-8;4.068853898E-4;1.586310440E-8;1.194361290E-4;1.256799016E-6;9.462662896E-3;4.988046753E-8;3.755588947E-4
5.125000000E-3;NaN;2.280188756E-4;4.330544659E-8;3.287214954E-4;7.303212346E-8;5.543697323E-4;1.241405265E-8;9.423216415E-5;1.365212227E-6;1.036300604E-2;4.628359228E-8;3.513279013E-4
5.145833333E-3;NaN;2.298764556E-4;3.571660753E-8;2.733250751E-4;9.231496780E-8;7.064499473E-4;1.013155569E-8;7.753278970E-5;1.406464458E-6;1.076311638E-2;4.116597285E-8;3.150269132E-4
5.166666667E-3;NaN;2.317415713E-4;2.960648210E-8;2.284049630E-4;1.086114780E-7;8.379043661E-4;8.585834941E-9;6.623709312E-5;1.366644677E-6;1.054324609E-2;3.629541666E-8;2.800080493E-4
5.187500000E-3;NaN;2.336142228E-4;2.516875841E-8;1.957383190E-4;1.190675284E-7;9.259923543E-4;7.465156751E-9;5.805678650E-5;1.256453920E-6;9.771486311E-3;3.316629598E-8;2.579354498E-4
5.208333333E-3;NaN;2.354944102E-4;2.268833322E-8;1.778680637E-4;1.223932610E-7;9.595174811E-4;6.541399873E-9;5.128213334E-5;1.108635270E-6;8.691286706E-3;3.271989464E-8;2.565117608E-4
5.229166667E-3;NaN;2.373821334E-4;2.264473103E-8;1.789492891E-4;1.195210958E-7;9.445117767E-4;5.655664035E-9;4.469371075E-5;9.664469953E-7;7.637317598E-3;3.525548191E-8;2.786053593E-4
5.250000000E-3;NaN;2.392773924E-4;2.578900943E-8;2.054239664E-4;1.132455031E-7;9.020641330E-4;4.735517829E-9;3.772106324E-5;8.675268323E-7;6.910339203E-3;4.038061917E-8;3.216543458E-4
5.270833333E-3;NaN;2.411801872E-4;3.302174370E-8;2.651284987E-4;1.068978488E-7;8.582728526E-4;3.799907860E-9;3.050910561E-5;8.298279099E-7;6.662610853E-3;4.706237478E-8;3.778594154E-4
5.291666667E-3;NaN;2.430905179E-4;4.487866850E-8;3.631807028E-4;1.027753112E-7;8.317093842E-4;2.934964185E-9;2.375120276E-5;8.456349807E-7;6.843302549E-3;5.393094219E-8;4.364362433E-4
5.312500000E-3;NaN;2.450083844E-4;6.078890406E-8;4.958154352E-4;1.011997880E-7;8.254206540E-4;2.261403886E-9;1.844479629E-5;8.862726102E-7;7.228747527E-3;5.982215098E-8;4.879302610E-4
5.333333333E-3;NaN;2.469337867E-4;7.867766010E-8;6.467653338E-4;1.006651399E-7;8.275121897E-4;1.900505965E-9;1.562300370E-5;9.152238403E-7;7.523546734E-3;6.429005501E-8;5.284928256E-4
5.354166667E-3;NaN;2.488667248E-4;9.532937462E-8;7.897840498E-4;9.896619924E-8;8.199143857E-4;1.939210566E-9;1.606595637E-5;9.034338624E-7;7.484761727E-3;6.775292607E-8;5.613189067E-4
5.375000000E-3;NaN;2.508071987E-4;1.074533729E-7;8.971701843E-4;9.480881174E-8;7.915958039E-4;2.432555751E-9;2.031035818E-5;8.399140475E-7;7.012770474E-3;7.110325716E-8;5.936688687E-4
5.395833333E-3;NaN;2.527552085E-4;1.130872736E-7;9.515434632E-4;8.908338296E-8;7.495689658E-4;3.464739365E-9;2.915314861E-5;7.337624727E-7;6.174053561E-3;7.494960834E-8;6.306439937E-4
5.416666667E-3;NaN;2.547107541E-4;1.129411959E-7;9.576668311E-4;8.489262047E-8;7.198334160E-4;5.209427232E-9;4.417250616E-5;6.082121617E-7;5.157237880E-3;7.891001001E-8;6.691048262E-4
5.437500000E-3;NaN;2.566738355E-4;1.110261489E-7;9.486841802E-4;8.602008851E-8;7.350151110E-4;7.876350961E-9;6.730098837E-5;4.908691182E-7;4.194325135E-3;8.148536641E-8;6.962673101E-4
5.458333333E-3;NaN;2.586444527E-4;1.138241030E-7;9.800589235E-4;9.473390513E-8;8.156867184E-4;1.154528664E-8;9.940830537E-5;4.049587183E-7;3.486813381E-3;8.083034477E-8;6.959729843E-4
5.479166667E-3;NaN;2.606226058E-4;1.278148674E-7;1.108940485E-3;1.103441611E-7;9.573620811E-4;1.602069704E-8;1.389979108E-4;3.644973714E-7;3.162432509E-3;7.608788903E-8;6.601496544E-4
5.500000000E-3;NaN;2.626082946E-4;1.562724463E-7;1.366172794E-3;1.292523370E-7;1.129956243E-3;2.083232258E-8;1.821213721E-4;3.732252501E-7;3.262828442E-3;6.835261029E-8;5.975556073E-4
5.520833333E-3;NaN;2.646015193E-4;1.968991337E-7;1.734406615E-3;1.463840072E-7;1.289438839E-3;2.537454389E-8;2.235143240E-4;4.253190781E-7;3.746467588E-3;6.053289224E-8;5.332103131E-4
5.541666667E-3;NaN;2.666022798E-4;2.416308941E-7;2.144524944E-3;1.575843820E-7;1.398594494E-3;2.911059942E-8;2.583626851E-4;5.064479032E-7;4.494831530E-3;5.638298398E-8;5.004108272E-4
5.562500000E-3;NaN;2.686105761E-4;2.790804911E-7;2.495556284E-3;1.622458859E-7;1.450813486E-3;3.175523632E-8;2.839574319E-4;5.955612011E-7;5.325547810E-3;5.958889794E-8;5.328478824E-4
5.583333333E-3;NaN;2.706264083E-4;2.988417678E-7;2.692317369E-3;1.647514286E-7;1.484274223E-3;3.333865534E-8;3.003537339E-4;6.686573954E-7;6.024050561E-3;7.342002590E-8;6.614537599E-4
5.604166667E-3;NaN;2.726497763E-4;2.957263746E-7;2.684169809E-3;1.733768990E-7;1.573660917E-3;3.411488977E-8;3.096448779E-4;7.047147050E-7;6.396365348E-3;1.005795995E-7;9.129139217E-4
5.625000000E-3;NaN;2.746806801E-4;2.717070852E-7;2.484527796E-3;1.966187057E-7;1.797909095E-3;3.438392669E-8;3.144114609E-4;6.919151043E-7;6.326969015E-3;1.425502989E-7;1.303499979E-3
5.645833333E-3;NaN;2.767191197E-4;2.345147532E-7;2.160350008E-3;2.385886703E-7;2.197878934E-3;3.437603919E-8;3.166720880E-4;6.313242243E-7;5.815759028E-3;1.981747957E-7;1.825586304E-3
5.666666667E-3;NaN;2.787650951E-4;1.938867076E-7;1.799290190E-3;2.958027070E-7;2.745081988E-3;3.424018188E-8;3.177526923E-4;5.359534740E-7;4.973707789E-3;2.620908190E-7;2.432231922E-3
5.687500000E-3;NaN;2.808186064E-4;1.577225523E-7;1.474464967E-3;3.572230979E-7;3.339490363E-3;3.405735914E-8;3.183842907E-4;4.254762139E-7;3.977552751E-3;3.243820614E-7;3.032476831E-3
5.708333333E-3;NaN;2.828796534E-4;1.300140317E-7;1.224353196E-3;4.081891432E-7;3.843951886E-3;3.381343046E-8;3.184239512E-4;3.192033449E-7;3.005965054E-3;3.727342187E-7;3.510069846E-3
5.729166667E-3;NaN;2.849482363E-4;1.109868545E-7;1.052815569E-3;4.368799189E-7;4.144220347E-3;3.339976528E-8;3.168284484E-4;2.306621744E-7;2.188049473E-3;3.969858063E-7;3.765786855E-3
5.750000000E-3;NaN;2.870243551E-4;9.866151556E-8;9.427169475E-4;4.399588473E-7;4.203834283E-3;3.272321925E-8;3.126724051E-4;1.657297734E-7;1.583558343E-3;3.938785512E-7;3.763534174E-3
5.770833333E-3;NaN;2.891080096E-4;9.059081005E-8;8.718846851E-4;4.239505432E-7;4.080281274E-3;3.189333939E-8;3.069551332E-4;1.239360716E-7;1.192813738E-3;3.690004690E-7;3.551418268E-3
5.791666667E-3;NaN;2.911992000E-4;8.486878523E-8;8.227216876E-4;4.014936933E-7;3.892097289E-3;3.133184914E-8;3.037323055E-4;1.011536848E-7;9.805882104E-4;3.344072634E-7;3.241758525E-3
5.812500000E-3;NaN;2.932979262E-4;8.023407588E-8;7.833983084E-4;3.848750285E-7;3.757885200E-3;3.166577643E-8;3.091817961E-4;9.204317946E-8;8.987013347E-4;3.031275119E-7;2.959709792E-3
5.833333333E-3;NaN;2.954041882E-4;7.578830948E-8;7.453043406E-4;3.805003907E-7;3.741851411E-3;3.340728890E-8;3.285282071E-4;9.155876127E-8;9.003914016E-4;2.835323281E-7;2.788264790E-3
5.854166667E-3;NaN;2.975179860E-4;7.087876279E-8;7.020113536E-4;3.867471554E-7;3.830497082E-3;3.659236458E-8;3.624252792E-4;9.566193063E-8;9.474736686E-4;2.763564243E-7;2.737143537E-3
5.875000000E-3;NaN;2.996393196E-4;6.527235052E-8;6.510927164E-4;3.956400688E-7;3.946515868E-3;4.067539711E-8;4.057377218E-4;1.015994329E-7;1.013455931E-3;2.755644781E-7;2.748759975E-3
5.895833333E-3;NaN;3.017681891E-4;5.925760220E-8;5.952951075E-4;3.971040503E-7;3.989261961E-3;4.485471338E-8;4.506053305E-4;1.080308728E-7;1.085265817E-3;2.722231110E-7;2.734722299E-3
5.916666667E-3;NaN;3.039045944E-4;5.344432865E-8;5.406966441E-4;3.835318626E-7;3.880194517E-3;4.864626071E-8;4.921545575E-4;1.149480545E-7;1.162930265E-3;2.590917299E-7;2.621232830E-3
5.937500000E-3;NaN;3.060485355E-4;4.853986730E-8;4.945425601E-4;3.525278738E-7;3.591687553E-3;5.222510253E-8;5.320891330E-4;1.232814654E-7;1.256038282E-3;2.335725475E-7;2.379725616E-3
5.958333333E-3;NaN;3.082000124E-4;4.546652954E-8;4.664866720E-4;3.071560818E-7;3.151421933E-3;5.622932568E-8;5.769129791E-4;1.343552021E-7;1.378484606E-3;1.980493315E-7;2.031986485E-3
5.979166667E-3;NaN;3.103590252E-4;4.562348371E-8;4.713761506E-4;2.545864791E-7;2.630355789E-3;6.122731496E-8;6.325929913E-4;1.497961339E-7;1.547674996E-3;1.582435860E-7;1.634953019E-3
6.000000000E-3;NaN;3.125255738E-4;5.071287487E-8;5.276167501E-4;2.042022437E-7;2.124520144E-3;6.733420976E-8;7.005451184E-4;1.724245964E-7;1.793905501E-3;1.209542928E-7;1.258408462E-3
6.020833333E-3;NaN;3.146996582E-4;6.192870752E-8;6.487883902E-4;1.653980256E-7;1.732771813E-3;7.429370531E-8;7.783287492E-4;2.079642694E-7;2.178711763E-3;9.214321822E-8;9.653269478E-4
6.041666667E-3;NaN;3.168812784E-4;7.891030597E-8;8.324249547E-4;1.450511102E-7;1.530144414E-3;8.187531312E-8;8.637028202E-4;2.662479171E-7;2.808649740E-3;7.569102805E-8;7.984647863E-4
6.062500000E-3;NaN;3.190704344E-4;9.906870357E-8;1.052295773E-3;1.452810172E-7;1.543157372E-3;9.013224946E-8;9.573738393E-4;3.599037739E-7;3.822854304E-3;7.275111634E-8;7.727535481E-4
6.083333333E-3;NaN;3.212671263E-4;1.178212761E-7;1.260099366E-3;1.625921359E-7;1.738924022E-3;9.914232393E-8;1.060327843E-3;4.991488630E-7;5.338400556E-3;8.164764881E-8;8.732221710E-4
6.104166667E-3;NaN;3.234713539E-4;1.299309162E-7;1.399146239E-3;1.890442363E-7;2.035701279E-3;1.083333725E-7;1.166575555E-3;6.838600627E-7;7.364069023E-3;9.837752438E-8;1.059367142E-3
6.125000000E-3;NaN;3.256831174E-4;1.315168982E-7;1.425908265E-3;2.151723493E-7;2.332901973E-3;1.159738733E-7;1.257390546E-3;8.970506143E-7;9.725836777E-3;1.177961634E-7;1.277147844E-3
6.145833333E-3;NaN;3.279024168E-4;1.216899619E-7;1.328355000E-3;2.335001233E-7;2.548863124E-3;1.194534394E-7;1.303941353E-3;1.104878506E-6;1.206073916E-2;1.352442327E-7;1.476312014E-3
6.166666667E-3;NaN;3.301292519E-4;1.028611718E-7;1.130447135E-3;2.410148430E-7;2.648759820E-3;1.163960530E-7;1.279195856E-3;1.265663582E-6;1.390967792E-2;1.480051339E-7;1.626580533E-3
6.187500000E-3;NaN;3.323636229E-4;7.959561550E-8;8.806785365E-4;2.392780226E-7;2.647470183E-3;1.059686721E-7;1.172480852E-3;1.345278103E-6;1.488470871E-2;1.558313615E-7;1.724182099E-3
6.208333333E-3;NaN;3.346055297E-4;5.673752215E-8;6.320017218E-4;2.321649381E-7;2.586095322E-3;8.952059463E-8;9.971737890E-4;1.331658614E-6;1.483340310E-2;1.601584147E-7;1.784011533E-3
6.229166667E-3;NaN;3.368549723E-4;3.783849831E-8;4.243181774E-4;2.227590329E-7;2.498003649E-3;7.012680858E-8;7.863969484E-4;1.240490276E-6;1.391076804E-2;1.624480648E-7;1.821680824E-3
6.250000000E-3;NaN;3.391119507E-4;2.452765949E-8;2.768942810E-4;2.114463720E-7;2.387031309E-3;5.132755060E-8;5.794399267E-4;1.108266444E-6;1.251128915E-2;1.628000252E-7;1.837859659E-3
6.270833333E-3;NaN;3.413764649E-4;1.678111651E-8;1.907081319E-4;1.963402377E-7;2.231298491E-3;3.583106159E-8;4.072002488E-4;9.759331182E-7;1.109094152E-2;1.598733137E-7;1.816872016E-3
6.291666667E-3;NaN;3.436485150E-4;1.367246752E-8;1.564141916E-4;1.755523412E-7;2.008333718E-3;2.487869059E-8;2.846143368E-4;8.718365743E-7;9.973884577E-3;1.521753380E-7;1.740898812E-3
6.312500000E-3;NaN;3.459281009E-4;1.417346429E-8;1.632212273E-4;1.496839291E-7;1.723756035E-3;1.842681562E-8;2.122027048E-4;8.030208281E-7;9.247565899E-3;1.396852491E-7;1.608611509E-3
6.333333333E-3;NaN;3.482152226E-4;1.768915653E-8;2.050546680E-4;1.229601588E-7;1.425367824E-3;1.575217829E-8;1.826010010E-4;7.587419967E-7;8.795421530E-3;1.245381550E-7;1.443660131E-3
6.354166667E-3;NaN;3.505098801E-4;2.423891259E-8;2.828317621E-4;1.025010579E-7;1.196033639E-3;1.595172240E-8;1.861326798E-4;7.227503881E-7;8.433413218E-3;1.103460086E-7;1.287572449E-3
6.375000000E-3;NaN;3.528120735E-4;3.446811052E-8;4.048328051E-4;9.652424597E-8;1.133690843E-3;1.812579452E-8;2.128900055E-4;6.860064579E-7;8.057242317E-3;1.008675607E-7;1.184703684E-3
6.395833333E-3;NaN;3.551218027E-4;4.956345849E-8;5.859407766E-4;1.125530072E-7;1.330605217E-3;2.140036407E-8;2.529957821E-4;6.520001843E-7;7.707966837E-3;9.911422093E-8;1.171731460E-3
6.416666667E-3;NaN;3.574390677E-4;7.088404809E-8;8.434615945E-4;1.559138468E-7;1.855245931E-3;2.500049028E-8;2.974851742E-4;6.321158350E-7;7.521656063E-3;1.072546636E-7;1.276241863E-3
6.437500000E-3;NaN;3.597638685E-4;9.920289970E-8;1.188110116E-3;2.279143669E-7;2.729631551E-3;2.839718126E-8;3.401007271E-4;6.350765113E-7;7.606036011E-3;1.267078001E-7;1.517524382E-3
6.458333333E-3;NaN;3.620962051E-4;1.339305856E-7;1.614427414E-3;3.236077008E-7;3.900835206E-3;3.137907360E-8;3.782499450E-4;6.580194822E-7;7.931905069E-3;1.575727333E-7;1.899414828E-3
6.479166667E-3;NaN;3.644360776E-4;1.728212279E-7;2.096685214E-3;4.305067392E-7;5.222952791E-3;3.394154375E-8;4.117823591E-4;6.851581662E-7;8.312410541E-3;1.973757191E-7;2.394582870E-3
6.500000000E-3;NaN;3.667834859E-4;2.122930604E-7;2.592151341E-3;5.302242748E-7;6.474170952E-3;3.604857295E-8;4.401620879E-4;6.947828644E-7;8.483472471E-3;2.402219168E-7;2.933169660E-3
6.520833333E-3;NaN;3.691384300E-4;2.481094447E-7;3.048929202E-3;6.037820892E-7;7.419664517E-3;3.747192203E-8;4.604791948E-4;6.703643083E-7;8.237869855E-3;2.776995889E-7;3.412552016E-3
6.541666667E-3;NaN;3.715009099E-4;2.762297826E-7;3.416214768E-3;6.387529731E-7;7.899645430E-3;3.786705066E-8;4.683129259E-4;6.096224310E-7;7.539379469E-3;3.018450638E-7;3.733006467E-3
6.562500000E-3;NaN;3.738709256E-4;2.938699485E-7;3.657561627E-3;6.344931332E-7;7.897022982E-3;3.705408647E-8;4.611822526E-4;5.271381429E-7;6.560862224E-3;3.087269880E-7;3.842475185E-3
6.583333333E-3;NaN;3.762484772E-4;3.007417897E-7;3.766893252E-3;6.020679436E-7;7.541105863E-3;3.526787602E-8;4.417421480E-4;4.498174519E-7;5.634116648E-3;3.003278110E-7;3.761708027E-3
6.604166667E-3;NaN;3.786335646E-4;2.999280790E-7;3.780515460E-3;5.584012826E-7;7.038502992E-3;3.314630640E-8;4.178005747E-4;4.079080794E-7;5.141575292E-3;2.833165866E-7;3.571131917E-3
6.625000000E-3;NaN;3.810261878E-4;2.974376108E-7;3.772814842E-3;5.178760920E-7;6.568942646E-3;3.143469951E-8;3.987300078E-4;4.254142872E-7;5.396120996E-3;2.654321234E-7;3.366844737E-3
6.645833333E-3;NaN;3.834263468E-4;2.999266904E-7;3.828351885E-3;4.863316944E-7;6.207679805E-3;3.060109221E-8;3.906012796E-4;5.127653496E-7;6.545086701E-3;2.518990962E-7;3.215313644E-3
6.666666667E-3;NaN;3.858340417E-4;3.112698570E-7;3.998088385E-3;4.607576889E-7;5.918176537E-3;3.060430085E-8;3.930952420E-4;6.630946150E-7;8.517081944E-3;2.442316448E-7;3.137019793E-3
6.687500000E-3;NaN;3.882492723E-4;3.297946442E-7;4.262545534E-3;4.343442738E-7;5.613833570E-3;3.095307314E-8;4.000637548E-4;8.526273292E-7;1.102007834E-2;2.419965796E-7;3.127768924E-3
6.708333333E-3;NaN;3.906720388E-4;3.480369383E-7;4.526395006E-3;4.032964367E-7;5.245072508E-3;3.102694192E-8;4.035209471E-4;1.045616378E-6;1.359876562E-2;2.458468170E-7;3.197361205E-3
6.729166667E-3;NaN;3.931023412E-4;3.556623706E-7;4.654342424E-3;3.710237262E-7;4.855367370E-3;3.047746901E-8;3.988405541E-4;1.203794242E-6;1.575334102E-2;2.590574363E-7;3.390130966E-3
6.750000000E-3;NaN;3.955401793E-4;3.444013673E-7;4.534926529E-3;3.469624833E-7;4.568650184E-3;2.946325288E-8;3.879592237E-4;1.298830301E-6;1.710242916E-2;2.858367079E-7;3.763772716E-3
6.770833333E-3;NaN;3.979855532E-4;3.124321075E-7;4.139403364E-3;3.408139535E-7;4.515433568E-3;2.856791276E-8;3.784953958E-4;1.323906067E-6;1.754039069E-2;3.272376889E-7;4.335562056E-3
6.791666667E-3;NaN;4.004384630E-4;2.656686705E-7;3.541529882E-3;3.561115786E-7;4.747190530E-3;2.846174057E-8;3.794128399E-4;1.298890402E-6;1.731502313E-2;3.776433333E-7;5.034222315E-3
6.812500000E-3;NaN;4.028989086E-4;2.151761711E-7;2.886057959E-3;3.874529369E-7;5.196726137E-3;2.950506021E-8;3.957376574E-4;1.264526754E-6;1.696050954E-2;4.247851080E-7;5.697445196E-3
6.833333333E-3;NaN;4.053668900E-4;1.723272509E-7;2.325503595E-3;4.231109412E-7;5.709752867E-3;3.148294471E-8;4.248527191E-4;1.265622176E-6;1.707918455E-2;4.539590681E-7;6.126038914E-3
6.854166667E-3;NaN;4.078424073E-4;1.443899780E-7;1.960397835E-3;4.512618019E-7;6.126828686E-3;3.360637068E-8;4.562772099E-4;1.329519002E-6;1.805101856E-2;4.542986285E-7;6.168059999E-3
6.875000000E-3;NaN;4.103254603E-4;1.324582818E-7;1.809349084E-3;4.659650056E-7;6.364972765E-3;3.480418401E-8;4.754169964E-4;1.450378698E-6;1.981183308E-2;4.235532836E-7;5.785638583E-3
6.895833333E-3;NaN;4.128160492E-4;1.320878360E-7;1.815240534E-3;4.693900978E-7;6.450676745E-3;3.418918620E-8;4.698509605E-4;1.588282751E-6;2.182725765E-2;3.687233456E-7;5.067246032E-3
6.916666667E-3;NaN;4.153141739E-4;1.359163826E-7;1.879158196E-3;4.690790163E-7;6.485411557E-3;3.145312641E-8;4.348659020E-4;1.684983269E-6;2.329630955E-2;3.023849907E-7;4.180726584E-3
6.937500000E-3;NaN;4.178198344E-4;1.369795860E-7;1.905283841E-3;4.723291057E-7;6.569745459E-3;2.699367466E-8;3.754618747E-4;1.689138819E-6;2.349466072E-2;2.370905950E-7;3.297753285E-3
6.958333333E-3;NaN;4.203330308E-4;1.312646675E-7;1.836775782E-3;4.816216875E-7;6.739292974E-3;2.173892176E-8;3.041909583E-4;1.578635305E-6;2.208971501E-2;1.811081462E-7;2.534231512E-3
6.979166667E-3;NaN;4.228537630E-4;1.185403901E-7;1.668673367E-3;4.938956489E-7;6.952486948E-3;1.679843664E-8;2.364688001E-4;1.369299969E-6;1.927540804E-2;1.374203697E-7;1.934443701E-3
7.000000000E-3;NaN;4.253820309E-4;1.015385864E-7;1.437887922E-3;5.032289579E-7;7.126225273E-3;1.311068259E-8;1.856603762E-4;1.107089044E-6;1.567748795E-2;1.054673965E-7;1.493523802E-3
7.020833333E-3;NaN;4.279178348E-4;8.420796400E-8;1.199577570E-3;5.043124701E-7;7.184141486E-3;1.122835875E-8;1.599526538E-4;8.494946246E-7;1.210140525E-2;8.365386232E-8;1.191684161E-3
7.041666667E-3;NaN;4.304611744E-4;6.981234084E-8;1.000416783E-3;4.945583505E-7;7.087063234E-3;1.132059816E-8;1.622251347E-4;6.462122838E-7;9.260276999E-3;7.102639851E-8;1.017814333E-3
