"Speed of sound (m/s)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
2.455242967E2;5.247032802E-8;1.006196175E-3;5.221392791E-5;1.001279323E0;4.387217004E-7;8.413137739E-3;2.311409467E-6;4.432469648E-2;6.515239153E-5;1.249393507E0;4.952744065E-6;9.497619552E-2
2.448979592E2;4.939140839E-8;9.520043049E-4;5.374781356E-5;1.035972683E0;4.709023767E-7;9.076499424E-3;1.454734100E-6;2.803955527E-2;7.239007250E-5;1.395296528E0;4.165774061E-6;8.029402216E-2
2.442748092E2;4.345857424E-8;8.419299189E-4;5.306851211E-5;1.028104784E0;4.672141538E-7;9.051414629E-3;8.851939681E-7;1.714900451E-2;7.884295483E-5;1.527437191E0;3.609032085E-6;6.991835659E-2
2.436548223E2;3.583006655E-8;6.976786394E-4;5.051769434E-5;9.836743173E-1;4.319862458E-7;8.411582930E-3;5.443634794E-7;1.059977857E-2;8.326296288E-5;1.621286150E0;3.377295508E-6;6.576228183E-2
2.430379747E2;2.806076175E-8;5.491727959E-4;4.669498038E-5;9.138601852E-1;3.786921875E-7;7.411325796E-3;3.643735679E-7;7.131098323E-3;8.391740395E-5;1.642334437E0;3.490564114E-6;6.831328639E-2
2.424242424E2;2.164072259E-8;4.256743658E-4;4.223332379E-5;8.307321185E-1;3.257058639E-7;6.406654699E-3;2.863951012E-7;5.633409540E-3;7.950428905E-5;1.563854335E0;3.878015808E-6;7.628081333E-2
2.418136020E2;1.765276841E-8;3.489869644E-4;3.761347135E-5;7.436007136E-1;2.902821054E-7;5.738741280E-3;2.676870195E-7;5.292047013E-3;7.000036937E-5;1.383874520E0;4.389930654E-6;8.678687315E-2
2.412060302E2;1.663857204E-8;3.305959765E-4;3.308735632E-5;6.574210120E-1;2.825621469E-7;5.614298429E-3;2.804645549E-7;5.572620845E-3;5.687047162E-5;1.129973717E0;4.838981692E-6;9.614694538E-2
2.406015038E2;1.879229791E-8;3.752675812E-4;2.871678971E-5;5.734519677E-1;3.020156481E-7;6.031017722E-3;3.072105521E-7;6.134755918E-3;4.253555978E-5;8.494020641E-1;5.057893771E-6;1.010022069E-1
2.400000000E2;2.432189272E-8;4.881268747E-4;2.447835040E-5;4.912668935E-1;3.380779946E-7;6.785037530E-3;3.366126900E-7;6.755629682E-3;2.945450203E-5;5.911354922E-1;4.950929367E-6;9.936240187E-2
2.394014963E2;3.361982765E-8;6.781091367E-4;2.036570657E-5;4.107746132E-1;3.745649501E-7;7.554943992E-3;3.626611385E-7;7.314845098E-3;1.931995421E-5;3.896818749E-1;4.517701765E-6;9.112167008E-2
2.388059701E2;4.702882886E-8;9.533044888E-4;1.644017405E-5;3.332528599E-1;3.959598371E-7;8.026359560E-3;3.871095776E-7;7.846959131E-3;1.271430481E-5;2.577271035E-1;3.841431009E-6;7.786826747E-2
2.382133995E2;6.429456171E-8;1.309784059E-3;1.282156060E-5;2.611958965E-1;3.935951076E-7;8.018168004E-3;4.230375800E-7;8.617958718E-3;9.275326863E-6;1.889533880E-1;3.050567636E-6;6.214498947E-2
2.376237624E2;8.396681979E-8;1.719039290E-3;9.643739568E-6;1.974347399E-1;3.696229329E-7;7.567231269E-3;4.962647293E-7;1.015994854E-2;8.138810126E-6;1.666245598E-1;2.273644638E-6;4.654796352E-2
2.370370370E2;1.031371213E-7;2.121975767E-3;7.006608877E-6;1.441561880E-1;3.366360942E-7;6.926057516E-3;6.416636170E-7;1.320179028E-2;8.335074176E-6;1.714884534E-1;1.606697328E-6;3.305669920E-2
2.364532020E2;1.179155655E-7;2.438027350E-3;4.947032741E-6;1.022850637E-1;3.123029315E-7;6.457188966E-3;8.930193491E-7;1.846410682E-2;8.996572012E-6;1.860135134E-1;1.102474777E-6;2.279481633E-2
2.358722359E2;1.246813206E-7;2.590631132E-3;3.436664344E-6;7.140708483E-2;3.112185705E-7;6.466506076E-3;1.268630908E-6;2.635964000E-2;9.462936504E-6;1.966210959E-1;7.784898840E-7;1.617547937E-2
2.352941176E2;1.215625963E-7;2.538257402E-3;2.401746506E-6;5.014906748E-2;3.379798532E-7;7.057103831E-3;1.758655269E-6;3.672116168E-2;9.397245995E-6;1.962168457E-1;6.333472189E-7;1.322444827E-2
2.347188264E2;1.093908940E-7;2.295319551E-3;1.752630373E-6;3.677496921E-2;3.846637682E-7;8.071295835E-3;2.321436439E-6;4.871007308E-2;8.856514400E-6;1.858338469E-1;6.606698259E-7;1.386265631E-2
2.341463415E2;9.157363907E-8;1.930872310E-3;1.407607958E-6;2.968006139E-2;4.337134573E-7;9.145047786E-3;2.893360762E-6;6.100784281E-2;8.202263993E-6;1.729485099E-1;8.548112780E-7;1.802408907E-2
2.335766423E2;7.286677727E-8;1.543933441E-3;1.302165287E-6;2.759085289E-2;4.651082098E-7;9.854918052E-3;3.411723829E-6;7.228911045E-2;7.885421847E-6;1.670797988E-1;1.207395622E-6;2.558283139E-2
2.330097087E2;5.761400494E-8;1.226698589E-3;1.383423566E-6;2.945540303E-2;4.648167664E-7;9.896726879E-3;3.843598628E-6;8.183664748E-2;8.271698658E-6;1.761183080E-1;1.697423278E-6;3.614098242E-2
2.324455206E2;4.829778012E-8;1.033338573E-3;1.596373876E-6;3.415466920E-2;4.305017858E-7;9.210653160E-3;4.208224201E-6;9.003561613E-2;9.598990597E-6;2.053719078E-1;2.280783024E-6;4.879771017E-2
2.318840580E2;4.508382834E-8;9.692522943E-4;1.873183483E-6;4.027136682E-2;3.716711675E-7;7.990517778E-3;4.580316331E-6;9.847171984E-2;1.200317126E-5;2.580548662E-1;2.885722364E-6;6.203982948E-2
2.313253012E2;4.638639205E-8;1.002079449E-3;2.134869886E-6;4.611932821E-2;3.048901770E-7;6.586504515E-3;5.069518978E-6;1.095161870E-1;1.551194084E-5;3.351025257E-1;3.420272674E-6;7.388772453E-2
2.307692308E2;4.994528109E-8;1.084167766E-3;2.306717887E-6;5.007218147E-2;2.472406323E-7;5.366879877E-3;5.784216550E-6;1.255586313E-1;1.997090743E-5;4.335107066E-1;3.793028169E-6;8.233568391E-2
2.302158273E2;5.397554354E-8;1.177292839E-3;2.340061568E-6;5.104048142E-2;2.110987864E-7;4.604401796E-3;6.795979244E-6;1.482311649E-1;2.492813081E-5;5.437223595E-1;3.941913822E-6;8.597943829E-2
2.296650718E2;5.817091193E-8;1.274893197E-3;2.229192997E-6;4.885574066E-2;2.013528399E-7;4.412916306E-3;8.122112483E-6;1.780069386E-1;2.956679207E-5;6.479957219E-1;3.859922525E-6;8.459535540E-2
2.291169451E2;6.416037794E-8;1.412896429E-3;2.016023919E-6;4.439551460E-2;2.149937941E-7;4.734447857E-3;9.735432353E-6;2.143871038E-1;3.283135243E-5;7.229898279E-1;3.605681490E-6;7.940187799E-2
2.285714286E2;7.486279671E-8;1.656456350E-3;1.782795502E-6;3.944713611E-2;2.428305471E-7;5.373005277E-3;1.159455382E-5;2.565476198E-1;3.380711600E-5;7.480352651E-1;3.291558977E-6;7.283088543E-2
2.280285036E2;9.278582395E-8;2.062819311E-3;1.638360241E-6;3.642411091E-2;2.726581891E-7;6.061751180E-3;1.367628040E-5;3.040517842E-1;3.218234980E-5;7.154796909E-1;3.051308575E-6;6.783685249E-2
2.274881517E2;1.180942640E-7;2.637965272E-3;1.703206032E-6;3.804586447E-2;2.926897041E-7;6.538042142E-3;1.598820130E-5;3.571411375E-1;2.849622640E-5;6.365428181E-1;2.998066767E-6;6.697019604E-2
2.269503546E2;1.474785118E-7;3.309976034E-3;2.095181961E-6;4.702381380E-2;2.945090129E-7;6.609897012E-3;1.855258195E-5;4.163901633E-1;2.402868241E-5;5.392945856E-1;3.187209604E-6;7.153304761E-2
2.264150943E2;1.745928329E-7;3.937073231E-3;2.913295577E-6;6.569489619E-2;2.754393179E-7;6.211164271E-3;2.137174489E-5;4.819334409E-1;2.043116477E-5;4.607233330E-1;3.597211300E-6;8.111721473E-2
2.258823529E2;1.922810198E-7;4.356419015E-3;4.215556833E-6;9.550985303E-2;2.398486248E-7;5.434135470E-3;2.439994415E-5;5.528178535E-1;1.928957609E-5;4.370346910E-1;4.134810330E-6;9.368041817E-2
2.253521127E2;1.958217852E-7;4.457543311E-3;5.990953348E-6;1.363736624E-1;1.982250902E-7;4.512250383E-3;2.754402374E-5;6.269919288E-1;2.172242383E-5;4.944733037E-1;4.662815669E-6;1.061409116E-1
2.248243560E2;1.853877575E-7;4.239866372E-3;8.134195529E-6;1.860311736E-1;1.639281286E-7;3.749079062E-3;3.069773955E-5;7.020653111E-1;2.805006018E-5;6.415121932E-1;5.040802422E-6;1.152844663E-1
2.242990654E2;1.662441976E-7;3.819877205E-3;1.043878393E-5;2.398572301E-1;1.501019058E-7;3.448967583E-3;3.378923075E-5;7.763922843E-1;3.759224481E-5;8.637760662E-1;5.164588022E-6;1.186693571E-1
2.237762238E2;1.469593858E-7;3.392557994E-3;1.262128501E-5;2.913624138E-1;1.693082148E-7;3.908480799E-3;3.680461637E-5;8.496347126E-1;4.869620494E-5;1.124152081E0;4.991588931E-6;1.152308500E-1
2.232558140E2;1.368719055E-7;3.174436124E-3;1.437844605E-5;3.334757297E-1;2.344943285E-7;5.438568745E-3;3.975985599E-5;9.221404690E-1;5.908973672E-5;1.370453594E0;4.545765429E-6;1.054288091E-1
2.227378190E2;1.434454972E-7;3.342387731E-3;1.546349526E-5;3.603110439E-1;3.567708590E-7;8.313028749E-3;4.262701567E-5;9.932414539E-1;6.655634541E-5;1.550812794E0;3.903674683E-6;9.095854956E-2
2.222222222E2;1.697986650E-7;3.974816950E-3;1.575527872E-5;3.688153196E-1;5.383879941E-7;1.260312455E-2;4.525949332E-5;1.059479479E0;6.974931142E-5;1.632761631E0;3.168508141E-6;7.417160707E-2
2.217090069E2;2.135106956E-7;5.021237877E-3;1.529056978E-5;3.595959814E-1;7.656927300E-7;1.800717911E-2;4.737330105E-5;1.114101628E0;6.876110139E-5;1.617089232E0;2.441840733E-6;5.742599050E-2
2.211981567E2;2.679975242E-7;6.331776972E-3;1.424275958E-5;3.365030233E-1;1.008619623E-6;2.382990111E-2;4.861680749E-5;1.148632932E0;6.505344155E-5;1.536968986E0;1.801717402E-6;4.256782891E-2
2.206896552E2;3.259065528E-7;7.735474780E-3;1.285511074E-5;3.051193174E-1;1.228919305E-6;2.916871172E-2;4.871162341E-5;1.156182750E0;6.068869411E-5;1.440461564E0;1.291608580E-6;3.065665760E-2
2.201834862E2;3.821773672E-7;9.112830887E-3;1.135888694E-5;2.708470585E-1;1.393554113E-6;3.322861072E-2;4.760188658E-5;1.135043515E0;5.727579609E-5;1.365713118E0;9.203543751E-7;2.194539629E-2
2.196796339E2;4.347382499E-7;1.041372476E-2;9.912521845E-6;2.374446558E-1;1.486415385E-6;3.560561026E-2;4.553306557E-5;1.090699547E0;5.525043111E-5;1.323469426E0;6.706036500E-7;1.606364711E-2
2.191780822E2;4.829813292E-7;1.162234951E-2;8.584885651E-6;2.065846762E-1;1.511331972E-6;3.636833836E-2;4.301197415E-5;1.035030065E0;5.386299401E-5;1.296146464E0;5.118055395E-7;1.231596855E-2
2.186788155E2;5.253756094E-7;1.270030981E-2;7.381981364E-6;1.784503290E-1;1.483894547E-6;3.587132737E-2;4.065935873E-5;9.828900378E-1;5.179734938E-5;1.252137276E0;4.132189165E-7;9.989059571E-3
2.181818182E2;5.578304840E-7;1.354637097E-2;6.295265231E-6;1.528743957E-1;1.418008481E-6;3.443495734E-2;3.901961193E-5;9.475533400E-1;4.801217254E-5;1.165928932E0;3.526561647E-7;8.563912100E-3
2.176870748E2;5.743032340E-7;1.400986043E-2;5.342433271E-6;1.303261762E-1;1.318180783E-6;3.215640746E-2;3.841136295E-5;9.370273440E-1;4.232998100E-5;1.032620210E0;3.191619090E-7;7.785806411E-3
2.171945701E2;5.699117082E-7;1.396585362E-2;4.579934190E-6;1.122326311E-1;1.183593817E-6;2.900431375E-2;3.887484885E-5;9.526395771E-1;3.548869137E-5;8.696607945E-1;3.110332429E-7;7.621960874E-3
2.167042889E2;5.444313096E-7;1.340188582E-2;4.084395056E-6;1.005427043E-1;1.019010918E-6;2.508428104E-2;4.022389619E-5;9.901635971E-1;2.870973200E-5;7.067274482E-1;3.322311867E-7;8.178303398E-3
2.162162162E2;5.031420154E-7;1.244147563E-2;3.915847845E-6;9.682937232E-2;8.418663055E-7;2.081730169E-2;4.216440859E-5;1.042623049E0;2.309883607E-5;5.711779125E-1;3.911375778E-7;9.671878902E-3
2.157303371E2;4.542760279E-7;1.128379558E-2;4.080842751E-6;1.013643524E-1;6.792274736E-7;1.687138104E-2;4.441944543E-5;1.103337863E0;1.922375112E-5;4.775001641E-1;5.038062916E-7;1.251408143E-2
2.152466368E2;4.053940809E-7;1.011492085E-2;4.511361855E-6;1.125622456E-1;5.567604428E-7;1.389163798E-2;4.681079384E-5;1.167968397E0;1.702498292E-5;4.247875410E-1;7.002497962E-7;1.747181717E-2
2.147651007E2;3.612047792E-7;9.052820353E-3;5.069424110E-6;1.270542042E-1;4.866977999E-7;1.219803281E-2;4.927733436E-5;1.235030324E0;1.602055733E-5;4.015207877E-1;1.027014029E-6;2.573989614E-2
2.142857143E2;3.233611560E-7;8.140653031E-3;5.579234300E-6;1.404578434E-1;4.618922607E-7;1.162818899E-2;5.184198626E-5;1.305127764E0;1.565328980E-5;3.940733100E-1;1.536794028E-6;3.868896041E-2
2.138084633E2;2.914323189E-7;7.369631320E-3;5.877792410E-6;1.486354128E-1;4.597459572E-7;1.162588356E-2;5.455488960E-5;1.379563614E0;1.560142324E-5;3.945229471E-1;2.261486325E-6;5.718761911E-2
2.133333333E2;2.642946344E-7;6.713186955E-3;5.866499203E-6;1.490113713E-1;4.539781289E-7;1.153122181E-2;5.743975064E-5;1.458992104E0;1.590911608E-5;4.040977629E-1;3.177656371E-6;8.071371309E-2
2.128603104E2;2.412903582E-7;6.156139038E-3;5.545527729E-6;1.414853042E-1;4.267972820E-7;1.088905263E-2;6.045875067E-5;1.542508693E0;1.688564987E-5;4.308104522E-1;4.183523824E-6;1.067359447E-1
2.123893805E2;2.224930617E-7;5.701757073E-3;5.018616932E-6;1.286104581E-1;3.742637436E-7;9.591134802E-3;6.350029342E-5;1.627301294E0;1.883906990E-5;4.827826954E-1;5.106496740E-6;1.308625253E-1
2.119205298E2;2.080738616E-7;5.355861024E-3;4.463965564E-6;1.149033280E-1;3.039524236E-7;7.823793562E-3;6.639021204E-5;1.708896765E0;2.178959838E-5;5.608684329E-1;5.747695952E-6;1.479467940E-1
2.114537445E2;1.975502548E-7;5.107456399E-3;4.076822739E-6;1.054020123E-1;2.290880412E-7;5.922833070E-3;6.892358785E-5;1.781947688E0;2.531418097E-5;6.544718240E-1;5.949640664E-6;1.538217722E-1
2.109890110E2;1.894869897E-7;4.920594283E-3;4.002264157E-6;1.039307140E-1;1.628356612E-7;4.228513129E-3;7.091366290E-5;1.841484551E0;2.861843564E-5;7.431629530E-1;5.656695494E-6;1.468929532E-1
2.105263158E2;1.817345394E-7;4.740045691E-3;4.282648240E-6;1.117011021E-1;1.140318866E-7;2.974208174E-3;7.225027314E-5;1.884449687E0;3.082169053E-5;8.038990378E-1;4.937539698E-6;1.287821448E-1
2.100656455E2;1.719823847E-7;4.505383195E-3;4.840382169E-6;1.268023845E-1;8.518358563E-8;2.231534908E-3;7.295209094E-5;1.911109240E0;3.132310491E-5;8.205642147E-1;3.958005669E-6;1.036869692E-1
2.096069869E2;1.586658069E-7;4.174742264E-3;5.504522881E-6;1.448324927E-1;7.339039742E-8;1.931014627E-3;7.319175636E-5;1.925788074E0;3.005620913E-5;7.908252511E-1;2.919453618E-6;7.681533058E-2
2.091503268E2;1.419114904E-7;3.750233425E-3;6.074455016E-6;1.605269889E-1;7.321190462E-8;1.934739259E-3;7.327486514E-5;1.936403090E0;2.749985443E-5;7.267267292E-1;1.994557981E-6;5.270931894E-2
2.086956522E2;1.237009198E-7;3.283250055E-3;6.398508503E-6;1.698281907E-1;7.934355164E-8;2.105923875E-3;7.357029904E-5;1.952691126E0;2.444919876E-5;6.489267284E-1;1.287952990E-6;3.418464255E-2
2.082429501E2;1.066950074E-7;2.844207758E-3;6.436022721E-6;1.715674069E-1;8.801279822E-8;2.346189288E-3;7.440948660E-5;1.983560845E0;2.167462744E-5;5.777884553E-1;8.303826066E-7;2.213581225E-2
2.077922078E2;9.247474448E-8;2.475839338E-3;6.275772621E-6;1.680221429E-1;9.747303458E-8;2.609659262E-3;7.598552471E-5;2.034371139E0;1.964663960E-5;5.260022449E-1;5.967191717E-7;1.597604630E-2
2.073434125E2;8.074534303E-8;2.171175021E-3;6.101763041E-6;1.640713260E-1;1.079022166E-7;2.901400734E-3;7.828534844E-5;2.105027816E0;1.846814946E-5;4.965931568E-1;5.312962015E-7;1.428611234E-2
2.068965517E2;7.009521921E-8;1.892952548E-3;6.121618416E-6;1.653170261E-1;1.204878453E-7;3.253827813E-3;8.107604182E-5;2.189494543E0;1.803990405E-5;4.871756267E-1;5.685888239E-7;1.535499389E-2
2.064516129E2;5.937086506E-8;1.610254979E-3;6.486702867E-6;1.759321778E-1;1.358811967E-7;3.685366102E-3;8.394633204E-5;2.276790122E0;1.834056384E-5;4.974322710E-1;6.460351241E-7;1.752174697E-2
2.060085837E2;4.846768344E-8;1.320199196E-3;7.234604030E-6;1.970615831E-1;1.530749040E-7;4.169569306E-3;8.638686074E-5;2.353070253E0;1.960578156E-5;5.340370165E-1;7.121520325E-7;1.939813241E-2
2.055674518E2;3.816014197E-8;1.043900513E-3;8.274966824E-6;2.263681859E-1;1.696706438E-7;4.641473090E-3;8.788454440E-5;2.404150410E0;2.224579585E-5;6.085511348E-1;7.334008061E-7;2.006275234E-2
2.051282051E2;2.942579063E-8;8.084165851E-4;9.422826314E-6;2.588738962E-1;1.834692082E-7;5.040461024E-3;8.800893113E-5;2.417874866E0;2.651932804E-5;7.285671568E-1;6.987910279E-7;1.919792958E-2
2.046908316E2;2.283850164E-8;6.301278304E-4;1.046564393E-5;2.887533346E-1;1.942448583E-7;5.359331058E-3;8.647775720E-5;2.385972705E0;3.216903064E-5;8.875626696E-1;6.189185834E-7;1.707633147E-2
2.042553191E2;1.836324192E-8;5.088156254E-4;1.123863141E-5;3.114042331E-1;2.042629403E-7;5.659794502E-3;8.319723485E-5;2.305260327E0;3.828852169E-5;1.060912784E0;5.193459697E-7;1.439023379E-2
2.038216561E2;1.560661070E-8;4.342759505E-4;1.168174123E-5;3.250609228E-1;2.169190263E-7;6.036077797E-3;7.827681728E-5;2.178162823E0;4.357278871E-5;1.212474290E0;4.331460544E-7;1.205289977E-2
2.033898305E2;1.429896292E-8;3.995801497E-4;1.185818539E-5;3.313733673E-1;2.342305039E-7;6.545499861E-3;7.201552560E-5;2.012451858E0;4.687299123E-5;1.309851418E0;3.987338810E-7;1.114249647E-2
2.029598309E2;1.470727048E-8;4.127335082E-4;1.192468063E-5;3.346450504E-1;2.548651824E-7;7.152340130E-3;6.485814260E-5;1.820128947E0;4.774967548E-5;1.340010106E0;4.657595515E-7;1.307071723E-2
2.025316456E2;1.779863949E-8;5.016015362E-4;1.205926449E-5;3.398543802E-1;2.740149798E-7;7.722294443E-3;5.732524927E-5;1.615541071E0;4.667376132E-5;1.315360671E0;7.070457000E-7;1.992597297E-2
2.021052632E2;2.514773967E-8;7.117075012E-4;1.237427913E-5;3.502051235E-1;2.853225570E-7;8.074928671E-3;4.993019149E-5;1.413076972E0;4.472408584E-5;1.265738702E0;1.230466600E-6;3.482349988E-2
2.016806723E2;3.862937671E-8;1.097860031E-3;1.285323468E-5;3.652933033E-1;2.839904007E-7;8.071103823E-3;4.310392555E-5;1.225028231E0;4.295766756E-5;1.220871530E0;2.179281191E-6;6.193591301E-2
2.012578616E2;5.983754352E-8;1.707756246E-3;1.334249460E-5;3.807931802E-1;2.694026749E-7;7.688719719E-3;3.714958861E-5;1.060244760E0;4.184336314E-5;1.194204517E0;3.707790429E-6;1.058198899E-1
2.008368201E2;8.915687756E-8;2.555206547E-3;1.360534853E-5;3.899247772E-1;2.456404069E-7;7.039972608E-3;3.223914546E-5;9.239632185E-1;4.109355285E-5;1.177727598E0;5.926240477E-6;1.698440870E-1
2.004175365E2;1.248114834E-7;3.592038142E-3;1.341639149E-5;3.861198399E-1;2.195402021E-7;6.318303080E-3;2.844607545E-5;8.186697670E-1;3.996095740E-5;1.150064716E0;8.825379486E-6;2.539918514E-1
2.000000000E2;1.627906422E-7;4.704649559E-3;1.265339884E-5;3.656832265E-1;1.976335655E-7;5.711610043E-3;2.579411488E-5;7.454499202E-1;3.777720489E-5;1.091761221E0;1.221158316E-5;3.529147533E-1
1.995841996E2;1.982576336E-7;5.753544004E-3;1.134573389E-5;3.292593481E-1;1.838009598E-7;5.334003492E-3;2.429664410E-5;7.051017831E-1;3.438019966E-5;9.977320316E-1;1.569190224E-5;4.553875096E-1
1.991701245E2;2.278863901E-7;6.640913651E-3;9.662775305E-6;2.815861728E-1;1.786494436E-7;5.206083295E-3;2.396751859E-5;6.984454901E-1;3.019238064E-5;8.798462809E-1;1.873502383E-5;5.459636070E-1
1.987577640E2;2.517090890E-7;7.365606738E-3;7.856924104E-6;2.299122902E-1;1.804059597E-7;5.279107549E-3;2.480220641E-5;7.257715618E-1;2.598352944E-5;7.603398839E-1;2.080184133E-5;6.087113628E-1
1.983471074E2;2.729960111E-7;8.021625688E-3;6.194867327E-6;1.820279596E-1;1.864106609E-7;5.477430017E-3;2.674239605E-5;7.857898371E-1;2.255104945E-5;6.626326767E-1;2.150250224E-5;6.318225076E-1
1.979381443E2;2.957921115E-7;8.727411084E-3;4.906277619E-6;1.447607965E-1;1.941677072E-7;5.728960760E-3;2.964555632E-5;8.746986369E-1;2.052766267E-5;6.056731865E-1;2.071670457E-5;6.112509090E-1
1.975308642E2;3.213323706E-7;9.520119165E-3;4.160380701E-6;1.232596640E-1;2.013232712E-7;5.964607701E-3;3.327624102E-5;9.858757128E-1;2.033169721E-5;6.023675110E-1;1.862600758E-5;5.518330177E-1
1.971252567E2;3.457049030E-7;1.028439691E-2;4.061841467E-6;1.208359774E-1;2.050746574E-7;6.100778889E-3;3.732150029E-5;1.110279661E0;2.213985247E-5;6.586398644E-1;1.564701798E-5;4.654841226E-1
1.967213115E2;3.606943092E-7;1.077442996E-2;4.651417242E-6;1.389441641E-1;2.022901542E-7;6.042682245E-3;4.142116862E-5;1.237306685E0;2.578719819E-5;7.702987093E-1;1.229875746E-5;3.673806253E-1
1.963190184E2;3.576835858E-7;1.072832934E-2;5.902045100E-6;1.770254105E-1;1.908660903E-7;5.724820365E-3;4.520169361E-5;1.355775537E0;3.062741872E-5;9.186360455E-1;9.061079017E-6;2.717771900E-1
1.959183673E2;3.323400549E-7;1.000898908E-2;7.711766000E-6;2.322530208E-1;1.713749785E-7;5.161250541E-3;4.830777403E-5;1.454871225E0;3.550908024E-5;1.069416674E0;6.274786366E-6;1.889759217E-1
1.955193483E2;2.872714322E-7;8.687019408E-3;9.902240305E-6;2.994413787E-1;1.478382592E-7;4.470593603E-3;5.043607706E-5;1.525174909E0;3.901491432E-5;1.179801679E0;4.106892377E-6;1.241914433E-1
1.951219512E2;2.312127017E-7;7.020325713E-3;1.223145389E-5;3.713843988E-1;1.273728962E-7;3.867431209E-3;5.137798712E-5;1.559993034E0;3.994789426E-5;1.212940410E0;2.573677838E-6;7.814474104E-2
1.947261663E2;1.753898389E-7;5.347042496E-3;1.442262464E-5;4.396970051E-1;1.187122354E-7;3.619134219E-3;5.106745350E-5;1.556873795E0;3.783034950E-5;1.153319301E0;1.595398857E-6;4.863831076E-2
1.943319838E2;1.291301148E-7;3.952726843E-3;1.620464415E-5;4.960309374E-1;1.292272795E-7;3.955701095E-3;4.961533988E-5;1.518746313E0;3.312710647E-5;1.014034590E0;1.055758789E-6;3.231721826E-2
1.939393939E2;9.694345320E-8;2.979505912E-3;1.735788055E-5;5.334853052E-1;1.613672629E-7;4.959537729E-3;4.730231995E-5;1.453811859E0;2.708149659E-5;8.323355164E-1;8.495376456E-7;2.611009154E-2
1.935483871E2;7.826364920E-8;2.415120559E-3;1.775679176E-5;5.479528910E-1;2.111908283E-7;6.517090840E-3;4.451346510E-5;1.373631128E0;2.128946664E-5;6.569669201E-1;9.108826848E-7;2.810872635E-2
1.931589537E2;6.936186085E-8;2.149061685E-3;1.739583798E-5;5.389810544E-1;2.703968477E-7;8.377795782E-3;4.162813199E-5;1.289778307E0;1.722643705E-5;5.337324488E-1;1.218524621E-6;3.775395503E-2
1.927710843E2;6.584723986E-8;2.048385197E-3;1.638676394E-5;5.097617572E-1;3.300059050E-7;1.026587010E-2;3.890819559E-5;1.210361620E0;1.587927392E-5;4.939746861E-1;1.778634460E-6;5.533001090E-2
1.923847695E2;6.446798548E-8;2.013541378E-3;1.492538070E-5;4.661673759E-1;3.831118629E-7;1.196580881E-2;3.643557271E-5;1.137999469E0;1.754329468E-5;5.479332025E-1;2.591611417E-6;8.094431345E-2
1.920000000E2;6.402423969E-8;2.007704565E-3;1.323897299E-5;4.151544265E-1;4.264278996E-7;1.337214225E-2;3.412973685E-5;1.070257590E0;2.178819368E-5;6.832452228E-1;3.616495216E-6;1.134078903E-1
1.916167665E2;6.568447927E-8;2.068014507E-3;1.153478248E-5;3.631618575E-1;4.611667947E-7;1.451940599E-2;3.183544652E-5;1.002309312E0;2.756600062E-5;8.678897940E-1;4.750831988E-6;1.495755098E-1
1.912350598E2;7.246459118E-8;2.290596795E-3;9.969744000E-6;3.151423789E-1;4.923165208E-7;1.556206454E-2;2.943222532E-5;9.303490144E-1;3.344226411E-5;1.057105846E0;5.839515988E-6;1.845863806E-1
1.908548708E2;8.764336756E-8;2.781444473E-3;8.650031434E-6;2.745168607E-1;5.257807040E-7;1.668614379E-2;2.690752219E-5;8.539354542E-1;3.796186209E-5;1.204755299E0;6.713435029E-6;2.130571574E-1
1.904761905E2;1.128454773E-7;3.595510809E-3;7.652992025E-6;2.438415452E-1;5.651858128E-7;1.800809166E-2;2.435849754E-5;7.761165383E-1;4.011843903E-5;1.278263734E0;7.242372228E-6;2.307582745E-1
1.900990099E2;1.471006498E-7;4.705575170E-3;7.053794922E-6;2.256425262E-1;6.105444780E-7;1.953059309E-2;2.193026755E-5;7.015232263E-1;3.975204692E-5;1.271620793E0;7.377288911E-6;2.359907149E-1
1.897233202E2;1.874780893E-7;6.020976336E-3;6.940860747E-6;2.229100930E-1;6.587315579E-7;2.115557683E-2;1.973392626E-5;6.337674099E-1;3.761314230E-5;1.207969638E0;7.160818460E-6;2.299741728E-1
1.893491124E2;2.306486347E-7;7.436732752E-3;7.413263331E-6;2.390235619E-1;7.048628756E-7;2.272667618E-2;1.779242059E-5;5.736755264E-1;3.500660011E-5;1.128707004E0;6.701388113E-6;2.160707889E-1
1.889763780E2;2.742509498E-7;8.877505149E-3;8.563551123E-6;2.772022093E-1;7.445709036E-7;2.410176532E-2;1.604040662E-5;5.192280738E-1;3.324804878E-5;1.076239570E0;6.125241696E-6;1.982741162E-1
1.886051081E2;3.170000884E-7;1.030173362E-2;1.045176820E-5;3.396571038E-1;7.765948906E-7;2.523744942E-2;1.437042943E-5;4.670040844E-1;3.330209089E-5;1.082237142E0;5.530021090E-6;1.797122660E-1
