"Speed of sound (m/s)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
1.000000000E3;2.443699411E-8;2.824916520E-5;1.950947986E-8;2.255295872E-5;1.968704054E-8;2.275821886E-5;1.403081462E-7;1.621962170E-4;3.730831919E-7;4.312841698E-4;1.866323974E-7;2.157470514E-4
9.896907216E2;2.238937519E-8;2.642413690E-5;1.937795451E-8;2.287003181E-5;2.242186542E-8;2.646248215E-5;1.616890066E-7;1.908267832E-4;4.009848444E-7;4.732458289E-4;2.062927462E-7;2.434685077E-4
9.795918367E2;1.983915750E-8;2.389960618E-5;2.413485411E-8;2.907449615E-5;2.549900769E-8;3.071784886E-5;1.908379165E-7;2.298964081E-4;4.367784127E-7;5.261731529E-4;2.405843269E-7;2.898243368E-4
9.696969697E2;1.695012039E-8;2.083812046E-5;3.333413432E-8;4.098028159E-5;2.869299444E-8;3.527456213E-5;2.247842074E-7;2.763449630E-4;4.615192271E-7;5.673820026E-4;2.877642617E-7;3.537713134E-4
9.600000000E2;1.405143051E-8;1.762527525E-5;4.598814170E-8;5.768477844E-5;3.199493169E-8;4.013253151E-5;2.590278874E-7;3.249091122E-4;4.664452335E-7;5.850810437E-4;3.425856982E-7;4.297190398E-4
9.504950495E2;1.148321834E-8;1.469338093E-5;6.029977108E-8;7.715672388E-5;3.525535611E-8;4.511107966E-5;2.887224315E-7;3.694355141E-4;4.511097411E-7;5.772186048E-4;3.955560855E-7;5.061347849E-4
9.411764706E2;9.474556856E-9;1.236444474E-5;7.397110416E-8;9.653344673E-5;3.808157321E-8;4.969704807E-5;3.106463434E-7;4.053983319E-4;4.224270390E-7;5.512738863E-4;4.350995785E-7;5.678117484E-4
9.320388350E2;8.085435316E-9;1.075952811E-5;8.479297758E-8;1.128365252E-4;3.992559988E-8;5.313017758E-5;3.242324555E-7;4.314657260E-4;3.904619706E-7;5.195993022E-4;4.519924812E-7;6.014797741E-4
9.230769231E2;7.234521324E-9;9.815034889E-6;9.124953170E-8;1.237977327E-4;4.028847605E-8;5.465915163E-5;3.306526144E-7;4.485945650E-4;3.634885348E-7;4.931428758E-4;4.433707952E-7;6.015186947E-4
9.142857143E2;6.773606753E-9;9.367289573E-6;9.302949663E-8;1.286514357E-4;3.902788314E-8;5.397205597E-5;3.309046083E-7;4.576113436E-4;3.479457625E-7;4.811777288E-4;4.137004368E-7;5.721105357E-4
9.056603774E2;NaN;9.546563777E-6;9.126631389E-8;1.286286196E-4;3.658094622E-8;5.155633459E-5;3.247479342E-7;4.576921836E-4;3.514997540E-7;4.953955761E-4;3.723712872E-7;5.248114294E-4
8.971962617E2;NaN;9.727537262E-6;8.834559407E-8;1.268725938E-4;3.389271062E-8;4.867312461E-5;3.113352778E-7;4.471067817E-4;3.837009155E-7;5.510306531E-4;3.297096282E-7;4.734940795E-4
8.888888889E2;NaN;9.910210029E-6;8.728894408E-8;1.277091807E-4;3.205256344E-8;4.689490360E-5;2.907178058E-7;4.253383198E-4;4.527290966E-7;6.623709640E-4;2.935885997E-7;4.295384706E-4
8.807339450E2;NaN;1.009458208E-5;9.080047845E-8;1.353182899E-4;3.181712874E-8;4.741648420E-5;2.648288990E-7;3.946696575E-4;5.596689597E-7;8.340643997E-4;2.678108864E-7;3.991136589E-4
8.727272727E2;NaN;1.028065341E-5;1.001877266E-7;1.520600960E-4;3.321862986E-8;5.041763314E-5;2.372100538E-7;3.600259710E-4;6.924337778E-7;1.050942568E-3;2.523299355E-7;3.829741977E-4
8.648648649E2;NaN;1.046842402E-5;1.145707819E-7;1.770660106E-4;3.546268577E-8;5.480661117E-5;2.118128458E-7;3.273509614E-4;8.239064578E-7;1.273324902E-3;2.448068330E-7;3.783422665E-4
8.571428571E2;NaN;1.065789391E-5;1.308725742E-7;2.059207248E-4;3.722403038E-8;5.856994379E-5;1.917539320E-7;3.017141589E-4;9.186373255E-7;1.445424796E-3;2.426284504E-7;3.817623874E-4
8.495575221E2;NaN;1.084906309E-5;1.447656694E-7;2.318664100E-4;3.721090798E-8;5.959948710E-5;1.786746418E-7;2.861772955E-4;9.462020136E-7;1.515500636E-3;2.443954576E-7;3.914401640E-4
8.421052632E2;NaN;1.104193155E-5;1.522625672E-7;2.482093965E-4;3.470811250E-8;5.657910421E-5;1.727449333E-7;2.815985335E-4;8.937798101E-7;1.456986778E-3;2.501831346E-7;4.078336914E-4
8.347826087E2;NaN;1.123649928E-5;1.512573602E-7;2.509155435E-4;2.985965471E-8;4.953313663E-5;1.728834307E-7;2.867902753E-4;7.715021717E-7;1.279817963E-3;2.605210605E-7;4.321692735E-4
8.275862069E2;NaN;1.143276630E-5;1.422690541E-7;2.401274399E-4;2.358572763E-8;3.980894108E-5;1.768831171E-7;2.985504495E-4;6.083112037E-7;1.026732151E-3;2.748431561E-7;4.638913489E-4
8.205128205E2;NaN;1.163073260E-5;1.280194430E-7;2.198178850E-4;1.718054898E-8;2.950014350E-5;1.816800860E-7;3.119567723E-4;4.402229912E-7;7.558921094E-4;2.904232451E-7;4.986759977E-4
8.135593220E2;NaN;1.183039819E-5;1.121788689E-7;1.959252635E-4;1.180364639E-8;2.061558072E-5;1.841811551E-7;3.216803814E-4;2.970246709E-7;5.187664795E-4;3.027806245E-7;5.288195022E-4
8.067226891E2;NaN;1.203176305E-5;9.810018030E-8;1.742525316E-4;8.173482414E-9;1.451832197E-5;1.825545440E-7;3.242663912E-4;1.949781739E-7;3.463341281E-4;3.076769803E-7;5.465177797E-4
8.000000000E2;NaN;1.223482720E-5;8.815585251E-8;1.592315086E-4;6.617981251E-9;1.195372863E-5;1.770863763E-7;3.198622671E-4;1.385625147E-7;2.502785421E-4;3.035957496E-7;5.483698227E-4
7.933884298E2;NaN;1.243959062E-5;8.361650043E-8;1.535599973E-4;7.320746804E-9;1.344440217E-5;1.697260985E-7;3.116985176E-4;1.270276745E-7;2.332837329E-4;2.928075314E-7;5.377350584E-4
7.868852459E2;NaN;1.264605333E-5;8.468930741E-8;1.581115552E-4;1.045856368E-8;1.952572077E-5;1.625226077E-7;3.034232189E-4;1.592583597E-7;2.973289982E-4;2.798854093E-7;5.225348832E-4
7.804878049E2;NaN;1.285421532E-5;9.055403777E-8;1.718436193E-4;1.614592997E-8;3.063999255E-5;1.562059188E-7;2.964306297E-4;2.349086602E-7;4.457841458E-4;2.686152727E-7;5.097488946E-4
7.741935484E2;NaN;1.306407660E-5;9.959893130E-8;1.920938305E-4;2.440347846E-8;4.706634492E-5;1.500704637E-7;2.894369431E-4;3.546025560E-7;6.839125922E-4;2.597453671E-7;5.009640351E-4
7.680000000E2;NaN;1.327563715E-5;1.100057535E-7;2.156010116E-4;3.532759672E-8;6.923879294E-5;1.430611180E-7;2.803864415E-4;5.213268064E-7;1.021751892E-3;2.513242707E-7;4.925721181E-4
7.619047619E2;NaN;1.348889698E-5;1.204697305E-7;2.399022919E-4;4.924471503E-8;9.806546383E-5;1.348803072E-7;2.685993793E-4;7.405030089E-7;1.474630750E-3;2.410941161E-7;4.801125626E-4
7.559055118E2;NaN;1.370385610E-5;1.305611255E-7;2.641415338E-4;6.650049927E-8;1.345388515E-4;1.260931236E-7;2.551022053E-4;1.014870641E-6;2.053210606E-3;2.286989707E-7;4.626867044E-4
7.500000000E2;NaN;1.392051450E-5;1.403860503E-7;2.885089318E-4;8.681990825E-8;1.784245581E-4;1.172981909E-7;2.410608154E-4;1.334432709E-6;2.742407486E-3;2.158521929E-7;4.436002399E-4
7.441860465E2;NaN;1.413887218E-5;1.496527746E-7;3.123773683E-4;1.086125488E-7;2.267121492E-4;1.083252898E-7;2.261125398E-4;1.667265837E-6;3.480163436E-3;2.045434620E-7;4.269533160E-4
7.384615385E2;NaN;1.435892914E-5;1.568123232E-7;3.324162620E-4;1.287719497E-7;2.729752949E-4;9.825925753E-8;2.082934200E-4;1.959098094E-6;4.152964845E-3;1.950666387E-7;4.135091015E-4
7.328244275E2;NaN;1.458068538E-5;1.590908023E-7;3.424546213E-4;1.433614696E-7;3.085960789E-4;8.625962987E-8;1.856801805E-4;2.146734216E-6;4.621002865E-3;1.856233029E-7;3.995677751E-4
7.272727273E2;NaN;1.480414091E-5;1.537058339E-7;3.359337066E-4;1.490919837E-7;3.258498485E-4;7.250218477E-8;1.584580562E-4;2.182380304E-6;4.769728553E-3;1.737034945E-7;3.796398438E-4
7.218045113E2;NaN;1.502929571E-5;1.395617452E-7;3.096599515E-4;1.448319547E-7;3.213535057E-4;5.851993376E-8;1.298441763E-4;2.056123487E-6;4.562131970E-3;1.579437092E-7;3.504458996E-4
7.164179104E2;NaN;1.525614980E-5;1.182030219E-7;2.662278863E-4;1.321300990E-7;2.975957502E-4;4.674300718E-8;1.052789667E-4;1.801542199E-6;4.057601609E-3;1.390857551E-7;3.132619287E-4
7.111111111E2;NaN;1.548470317E-5;9.334499653E-8;2.133899437E-4;1.143550487E-7;2.614196617E-4;3.952244069E-8;9.034968889E-5;1.480241877E-6;3.383884970E-3;1.195830948E-7;2.733711589E-4
7.058823529E2;NaN;1.571495582E-5;6.938148305E-8;1.609669679E-4;9.508416274E-8;2.205978988E-4;3.816965236E-8;8.855465374E-5;1.156067266E-6;2.682108169E-3;1.024004301E-7;2.375718422E-4
7.007299270E2;NaN;1.594690775E-5;4.984962847E-8;1.173595480E-4;7.681575997E-8;1.808451366E-4;4.243748061E-8;9.990934125E-5;8.744639620E-7;2.058725380E-3;8.984361709E-8;2.115162463E-4
6.956521739E2;NaN;1.618055897E-5;3.660336197E-8;8.743685283E-5;6.062022274E-8;1.448075043E-4;5.056369751E-8;1.207848225E-4;6.553955189E-7;1.565586286E-3;8.296322102E-8;1.981796905E-4
6.906474820E2;NaN;1.641590946E-5;2.990258742E-8;7.246924508E-5;4.660262023E-8;1.129419558E-4;5.973285569E-8;1.447632239E-4;4.990445432E-7;1.209439866E-3;8.149016397E-8;1.974922966E-4
6.857142857E2;NaN;1.665295924E-5;2.912384881E-8;7.160118455E-5;3.465104238E-8;8.518982831E-5;6.681064622E-8;1.642544377E-4;3.980678705E-7;9.786526239E-4;8.397603218E-8;2.064556583E-4
6.808510638E2;NaN;1.689170830E-5;3.343571036E-8;8.338043332E-5;2.492843475E-8;6.216538152E-5;6.925871546E-8;1.727141922E-4;3.474946506E-7;8.665661423E-4;8.796530926E-8;2.193638336E-4
6.760563380E2;NaN;1.713215664E-5;4.192831948E-8;1.060472748E-4;1.782982463E-8;4.509611490E-5;6.597104152E-8;1.668573713E-4;3.456427625E-7;8.742175570E-4;9.043492975E-8;2.287327031E-4
6.713286713E2;NaN;1.737430426E-5;5.325640934E-8;1.366027131E-4;1.355263147E-8;3.476250561E-5;5.760492249E-8;1.477566512E-4;3.875786764E-7;9.941394733E-4;8.874208926E-8;2.276234975E-4
6.666666667E2;NaN;1.761815116E-5;6.535287830E-8;1.699828365E-4;1.175300486E-8;3.056956564E-5;4.620330476E-8;1.201747957E-4;4.593185460E-7;1.194687538E-3;8.175294180E-8;2.126394016E-4
6.620689655E2;NaN;1.786369735E-5;7.563015408E-8;1.994556567E-4;1.161517032E-8;3.063211296E-5;3.432234691E-8;9.051662428E-5;5.385918739E-7;1.420401653E-3;7.039900718E-8;1.856598122E-4
6.575342466E2;NaN;1.811094281E-5;8.161534272E-8;2.182191643E-4;1.218857736E-8;3.258922988E-5;2.414928738E-8;6.456919907E-5;6.009498399E-7;1.606790678E-3;5.722849566E-8;1.530147896E-4
6.530612245E2;NaN;1.835988756E-5;8.169035495E-8;2.214220262E-4;1.267469638E-8;3.435481405E-5;1.698549071E-8;4.603923893E-5;6.273539511E-7;1.700445335E-3;4.525863423E-8;1.226737049E-4
6.486486486E2;NaN;1.861053159E-5;7.564159138E-8;2.078257976E-4;1.256408786E-8;3.451991865E-5;1.321594376E-8;3.631089725E-5;6.107027852E-7;1.677910143E-3;3.683375213E-8;1.012009898E-4
6.442953020E2;NaN;1.886287490E-5;6.476973317E-8;1.803682172E-4;1.170390219E-8;3.259256861E-5;1.266548591E-8;3.527034932E-5;5.587326788E-7;1.555936890E-3;3.297974722E-8;9.184070893E-5
6.400000000E2;NaN;1.911691749E-5;5.144739314E-8;1.451982091E-4;1.029632715E-8;2.905897017E-5;1.508876148E-8;4.258449284E-5;4.908531345E-7;1.385317928E-3;3.347536017E-8;9.447635830E-5
6.357615894E2;NaN;1.937265937E-5;3.829229964E-8;1.095167913E-4;8.774310560E-9;2.509471481E-5;2.049282433E-8;5.860991342E-5;4.299640938E-7;1.229706452E-3;3.754087567E-8;1.073677028E-4
6.315789474E2;NaN;1.963010052E-5;2.738337601E-8;7.935778432E-5;7.609057185E-9;2.205125909E-5;2.906542923E-8;8.423242127E-5;3.938339055E-7;1.141341598E-3;4.467994496E-8;1.294837216E-4
6.274509804E2;NaN;1.988924096E-5;1.983917608E-8;5.825347825E-5;7.161469468E-9;2.102811650E-5;4.074787419E-8;1.196473781E-4;3.897918136E-7;1.144539916E-3;5.500227538E-8;1.615023648E-4
6.233766234E2;NaN;2.015008068E-5;1.580860178E-8;4.702732428E-5;7.602374178E-9;2.261549255E-5;5.478651082E-8;1.629785509E-4;4.136068985E-7;1.230395073E-3;6.876741178E-8;2.045688429E-4
6.193548387E2;NaN;2.041261968E-5;1.471585112E-8;4.434699019E-5;8.872874526E-9;2.673887336E-5;6.971035948E-8;2.100758293E-4;4.520577849E-7;1.362299876E-3;8.568478577E-8;2.582156019E-4
6.153846154E2;NaN;2.067685796E-5;1.558402649E-8;4.757121486E-5;1.068333452E-8;3.261154632E-5;8.388805687E-8;2.560735366E-4;4.880560179E-7;1.489821498E-3;1.047630516E-7;3.197957627E-4
6.114649682E2;NaN;2.094279553E-5;1.731156531E-8;5.352430185E-5;1.256653541E-8;3.885350763E-5;9.638578636E-8;2.980078249E-4;5.062317402E-7;1.565179115E-3;1.249812922E-7;3.864200776E-4
6.075949367E2;NaN;2.121043237E-5;1.888409831E-8;5.913243929E-5;1.398366865E-8;4.378755205E-5;1.074747436E-7;3.365394337E-4;4.971858531E-7;1.556855498E-3;1.462077028E-7;4.578253072E-4
6.037735849E2;NaN;2.147976850E-5;1.959373370E-8;6.213364301E-5;1.447886996E-8;4.591391059E-5;1.182597191E-7;3.750131182E-4;4.598947403E-7;1.458371133E-3;1.694722732E-7;5.374131285E-4
6.000000000E2;NaN;2.175080391E-5;1.925785458E-8;6.183911081E-5;1.385536409E-8;4.449111357E-5;1.294984915E-7;4.158340448E-4;4.018879402E-7;1.290506830E-3;1.959983135E-7;6.293723621E-4
5.962732919E2;NaN;2.202353859E-5;1.825307060E-8;5.934758534E-5;1.227097249E-8;3.989753849E-5;1.403656472E-7;4.563814172E-4;3.362589027E-7;1.093303936E-3;2.253159972E-7;7.325868981E-4
5.925925926E2;NaN;2.229797257E-5;1.725824324E-8;5.681224912E-5;1.016861210E-8;3.347395884E-5;1.481439051E-7;4.876735322E-4;2.764880877E-7;9.101685437E-4;2.536903233E-7;8.351207968E-4
5.889570552E2;NaN;2.257410582E-5;1.687508517E-8;5.623886538E-5;8.103076027E-9;2.700477048E-5;1.492792071E-7;4.974963474E-4;2.328147852E-7;7.758917501E-4;2.743391278E-7;9.142781279E-4
5.853658537E2;NaN;2.285193835E-5;1.740816276E-8;5.872945931E-5;6.621867866E-9;2.234002088E-5;1.412547541E-7;4.765474364E-4;2.125710415E-7;7.171453131E-4;2.799213579E-7;9.443632983E-4
5.818181818E2;NaN;2.313147017E-5;1.889902100E-8;6.453904935E-5;6.232353917E-9;2.128312345E-5;1.241140642E-7;4.238422568E-4;2.220113853E-7;7.581558723E-4;2.660829728E-7;9.086577613E-4
5.783132530E2;NaN;2.341270127E-5;2.136281779E-8;7.383972667E-5;7.345897641E-9;2.539080187E-5;1.006836585E-7;3.480090451E-4;2.657267234E-7;9.184738090E-4;2.338760869E-7;8.083833556E-4
5.748502994E2;NaN;2.369563165E-5;2.519720164E-8;8.814559663E-5;1.020869542E-8;3.571236051E-5;7.541880396E-8;2.638322925E-4;3.445164428E-7;1.205197618E-3;1.895322239E-7;6.630272360E-4
5.714285714E2;NaN;2.398026131E-5;3.164999614E-8;1.120488988E-4;1.499855305E-8;5.309862743E-5;5.262794154E-8;1.863160701E-4;4.564131589E-7;1.615816686E-3;1.418719982E-7;5.022623418E-4
5.680473373E2;NaN;2.426659025E-5;4.289777084E-8;1.536821763E-4;2.207514985E-8;7.908469383E-5;3.509913109E-8;1.257433836E-4;6.013885571E-7;2.154487296E-3;9.900046692E-8;3.546712782E-4
5.647058824E2;NaN;2.455461847E-5;6.129664667E-8;2.222030046E-4;3.202833724E-8;1.161041126E-4;2.375042163E-8;8.609630924E-5;7.837714034E-7;2.841205355E-3;6.608727187E-8;2.395692289E-4
5.614035088E2;NaN;2.484434598E-5;8.785379793E-8;3.222316014E-4;4.528060283E-8;1.660809379E-4;1.821432294E-8;6.680679252E-5;1.007881682E-6;3.696724968E-3;4.506131101E-8;1.652766158E-4
5.581395349E2;NaN;2.513577276E-5;1.207670637E-7;4.481472842E-4;6.153682946E-8;2.283533453E-4;1.768065053E-8;6.561007011E-5;1.270995177E-6;4.716460095E-3;3.585204591E-8;1.330412160E-4
5.549132948E2;NaN;2.542889883E-5;1.550495181E-7;5.820737243E-4;7.960490090E-8;2.988459539E-4;2.136241707E-8;8.019697073E-5;1.561435872E-6;5.861809857E-3;3.799417207E-8;1.426344919E-4
5.517241379E2;NaN;2.572372418E-5;1.837384532E-7;6.977726141E-4;9.774865165E-8;3.712142506E-4;2.839887671E-8;1.078487279E-4;1.863484483E-6;7.076844378E-3;5.141504512E-8;1.952558641E-4
5.485714286E2;NaN;2.602024881E-5;2.003166468E-7;7.694997924E-4;1.143019739E-7;4.390815574E-4;3.751858871E-8;1.441245483E-4;2.163783861E-6;8.311996326E-3;7.597290436E-8;2.918436140E-4
5.454545455E2;NaN;2.631847273E-5;2.013167591E-7;7.822050831E-4;1.281829244E-7;4.980476314E-4;4.686761954E-8;1.821015320E-4;2.454088185E-6;9.535223304E-3;1.102783349E-7;4.284803436E-4
5.423728814E2;NaN;2.661839592E-5;1.878699409E-7;7.382767630E-4;1.390715870E-7;5.465127661E-4;5.426888926E-8;2.132616837E-4;2.729600763E-6;1.072657396E-2;1.507526513E-7;5.924161094E-4
5.393258427E2;NaN;2.692001840E-5;1.653377000E-7;6.570936415E-4;1.471627081E-7;5.848616481E-4;5.785829062E-8;2.299434119E-4;2.984800577E-6;1.186234887E-2;1.915775335E-7;7.613773453E-4
5.363128492E2;NaN;2.722334015E-5;1.411335713E-7;5.672202947E-4;1.526692438E-7;6.135825281E-4;5.681222281E-8;2.283301235E-4;3.209985306E-6;1.290103265E-2;2.257353385E-7;9.072374776E-4
5.333333333E2;NaN;2.752836119E-5;1.218538394E-7;4.952216191E-4;1.555098648E-7;6.320018099E-4;5.176948484E-8;2.103944220E-4;3.392381694E-6;1.378685123E-2;2.469383715E-7;1.003572976E-3
5.303867403E2;NaN;2.783508151E-5;1.111600510E-7;4.567949091E-4;1.554651210E-7;6.388596907E-4;4.468162293E-8;1.836121673E-4;3.521770325E-6;1.447216640E-2;2.517929724E-7;1.034703987E-3
5.274725275E2;NaN;2.814350112E-5;1.092171997E-7;4.537840024E-4;1.525343758E-7;6.337615295E-4;3.817077538E-8;1.585948666E-4;3.593614574E-6;1.493102559E-2;2.412139118E-7;1.002214070E-3
5.245901639E2;NaN;2.845362000E-5;1.135425499E-7;4.769536655E-4;1.469678585E-7;6.173620274E-4;3.482772050E-8;1.462994179E-4;3.603620288E-6;1.513758416E-2;2.202776940E-7;9.253117326E-4
5.217391304E2;NaN;2.876543816E-5;1.206318401E-7;5.122865652E-4;1.389468919E-7;5.900649938E-4;3.687729289E-8;1.566065949E-4;3.539370318E-6;1.503062427E-2;1.967077748E-7;8.353578145E-4
5.189189189E2;NaN;2.907895561E-5;1.275710431E-7;5.476598857E-4;1.284093856E-7;5.512588730E-4;4.633204507E-8;1.989025243E-4;3.381793900E-6;1.451797223E-2;1.790527470E-7;7.686697903E-4
5.161290323E2;NaN;2.939417234E-5;1.328838995E-7;5.766517584E-4;1.153126643E-7;5.004011085E-4;6.524573805E-8;2.831348997E-4;3.119264015E-6;1.353609493E-2;1.757270174E-7;7.625701375E-4
5.133689840E2;NaN;2.971108835E-5;1.362558970E-7;5.976595839E-4;1.000314702E-7;4.387682894E-4;9.549132160E-8;4.188538243E-4;2.762000001E-6;1.211496756E-2;1.948730796E-7;8.547722795E-4
5.106382979E2;NaN;3.002970364E-5;1.375657624E-7;6.098758354E-4;8.349047456E-8;3.701416837E-4;1.376174620E-7;6.101050371E-4;2.343778514E-6;1.039076769E-2;2.439413455E-7;1.081474993E-3
5.079365079E2;NaN;3.035001821E-5;1.361382205E-7;6.099848460E-4;6.697605230E-8;3.000948359E-4;1.891437869E-7;8.474831191E-4;1.910322177E-6;8.559444766E-3;3.275635277E-7;1.467690611E-3
5.052631579E2;NaN;3.067203207E-5;1.308414009E-7;5.924718975E-4;5.176405221E-8;2.343963456E-4;2.435013873E-7;1.102615288E-3;1.502962422E-6;6.805666950E-3;4.436385209E-7;2.008869933E-3
5.026178010E2;NaN;3.099574521E-5;1.208260792E-7;5.528951564E-4;3.870682052E-8;1.771208147E-4;2.909077984E-7;1.331182090E-3;1.146523782E-6;5.246445553E-3;5.796048090E-7;2.652247707E-3
5.000000000E2;NaN;3.132115762E-5;1.063090942E-7;4.915732516E-4;2.802927227E-8;1.296073550E-4;3.213647193E-7;1.485990462E-3;8.473567218E-7;3.918177481E-3;7.121211597E-7;3.292848242E-3
4.974093264E2;NaN;3.164826932E-5;8.887089729E-8;4.152307914E-4;1.953856588E-8;9.128988701E-5;3.284777116E-7;1.534743817E-3;6.018998145E-7;2.812251749E-3;8.122384877E-7;3.795015470E-3
4.948453608E2;NaN;3.197708030E-5;7.103997106E-8;3.353679867E-4;1.304501151E-8;6.158334784E-5;3.120892730E-7;1.473321985E-3;4.077641323E-7;1.924987216E-3;8.549426354E-7;4.036043176E-3
4.923076923E2;NaN;3.230759057E-5;5.533854562E-8;2.639443268E-4;8.545302166E-9;4.075792022E-5;2.782101569E-7;1.326959206E-3;2.668820306E-7;1.272928248E-3;8.287248411E-7;3.952709958E-3
4.897959184E2;NaN;3.263980011E-5;4.340200182E-8;2.091400809E-4;6.061283775E-9;2.920734818E-5;2.361968972E-7;1.138155756E-3;1.796871946E-7;8.658539431E-4;7.401502954E-7;3.566542697E-3
4.873096447E2;NaN;3.297370894E-5;3.579399078E-8;1.742440441E-4;5.477721608E-9;2.666537999E-5;1.947390274E-7;9.479835841E-4;1.398237864E-7;6.806578835E-4;6.109093484E-7;2.973887882E-3
4.848484848E2;NaN;3.330931704E-5;3.248997187E-8;1.597699443E-4;6.626054602E-9;3.258372704E-5;1.588836318E-7;7.813127419E-4;1.364454600E-7;6.709726814E-4;4.690133942E-7;2.306380694E-3
4.824120603E2;NaN;3.364662443E-5;3.340709059E-8;1.659434732E-4;9.434395588E-9;4.686359523E-5;1.294968163E-7;6.432512106E-4;1.601035528E-7;7.952844486E-4;3.387993974E-7;1.682922629E-3
4.800000000E2;NaN;3.398563110E-5;3.837771250E-8;1.925548422E-4;1.384845854E-8;6.948271734E-5;1.048987000E-7;5.263146578E-4;2.044519078E-7;1.025809051E-3;2.345359697E-7;1.176751654E-3
4.776119403E2;NaN;3.432633705E-5;4.665105235E-8;2.364116792E-4;1.953859316E-8;9.901495007E-5;8.319297943E-8;4.215937471E-4;2.628720875E-7;1.332146404E-3;1.597065249E-7;8.093383931E-4
4.752475248E2;NaN;3.466874229E-5;5.650145289E-8;2.891863051E-4;2.568905577E-8;1.314819839E-4;6.372959928E-8;3.261814767E-4;3.253655344E-7;1.665289154E-3;1.106534478E-7;5.663475907E-4
4.729064039E2;NaN;3.501284680E-5;6.539274705E-8;3.380158190E-4;3.108010020E-8;1.606533752E-4;4.710224013E-8;2.434719903E-4;3.792853435E-7;1.960530056E-3;8.123373392E-8;4.198980521E-4
4.705882353E2;NaN;3.535865060E-5;7.072340369E-8;3.691805875E-4;3.445365767E-8;1.798502464E-4;3.424009086E-8;1.787354143E-4;4.130218389E-7;2.155999813E-3;6.587784957E-8;3.438864921E-4
4.682926829E2;NaN;3.570615368E-5;7.079066435E-8;3.731634316E-4;3.499275917E-8;1.844596066E-4;2.561084201E-8;1.350040967E-4;4.203370776E-7;2.215750167E-3;6.057146780E-8;3.192943164E-4
4.660194175E2;NaN;3.605535604E-5;6.550696791E-8;3.486882450E-4;3.270246381E-8;1.740725464E-4;2.097085152E-8;1.116261315E-4;4.034966105E-7;2.147779533E-3;6.285876893E-8;3.345920979E-4
4.637681159E2;NaN;3.640625768E-5;5.651068339E-8;3.037292504E-4;2.849939167E-8;1.531763261E-4;1.956909886E-8;1.051784790E-4;3.733944543E-7;2.006891633E-3;7.150054846E-8;3.842956177E-4
4.615384615E2;NaN;3.675885860E-5;4.659952370E-8;2.528852597E-4;2.394021472E-8;1.299182252E-4;2.056197874E-8;1.115852893E-4;3.459999399E-7;1.877664785E-3;8.582044156E-8;4.657284651E-4
4.593301435E2;NaN;3.711315880E-5;3.876780324E-8;2.124120414E-4;2.070587430E-8;1.134492198E-4;2.345083188E-8;1.284890723E-4;3.367873711E-7;1.845286218E-3;1.048154974E-7;5.742928904E-4
4.571428571E2;NaN;3.746915829E-5;3.523648999E-8;1.949155995E-4;2.005091558E-8;1.109144592E-4;2.821357424E-8;1.560673535E-4;3.555913662E-7;1.967003647E-3;1.264258171E-7;6.993421860E-4
4.549763033E2;NaN;3.782685706E-5;3.678829834E-8;2.054423520E-4;2.238649710E-8;1.250162368E-4;3.498134200E-8;1.953514976E-4;4.032429562E-7;2.251889462E-3;1.472576239E-7;8.223525951E-4
4.528301887E2;NaN;3.818625511E-5;4.255812671E-8;2.399217349E-4;2.714166461E-8;1.530113227E-4;4.362568289E-8;2.459400903E-4;4.708390024E-7;2.654358146E-3;1.630324772E-7;9.190967222E-4
4.507042254E2;NaN;3.854735244E-5;5.033277878E-8;2.864346032E-4;3.299033990E-8;1.877419675E-4;5.358832285E-8;3.049613069E-4;5.425558736E-7;3.087585867E-3;1.700441868E-7;9.676902480E-4
4.485981308E2;NaN;3.891014905E-5;5.727810938E-8;3.290270390E-4;3.837148961E-8;2.204202923E-4;6.389492519E-8;3.670365218E-4;6.015509758E-7;3.455535431E-3;1.670795256E-7;9.597677400E-4
4.465116279E2;NaN;3.927464494E-5;6.085783690E-8;3.528651756E-4;4.206253496E-8;2.438864827E-4;7.321704313E-8;4.245261760E-4;6.364935943E-7;3.690509478E-3;1.562928132E-7;9.062151034E-4
4.444444444E2;NaN;3.964084012E-5;5.964568353E-8;3.490614514E-4;4.356071624E-8;2.549282016E-4;8.017549967E-8;4.692070679E-4;6.458934826E-7;3.779930133E-3;1.421007210E-7;8.316089444E-4
4.423963134E2;NaN;4.000873457E-5;5.377123647E-8;3.176031923E-4;4.312112949E-8;2.546976651E-4;8.386165114E-8;4.953341202E-4;6.382844260E-7;3.770067132E-3;1.290014598E-7;7.619552407E-4
4.403669725E2;NaN;4.037832831E-5;4.480906279E-8;2.671125022E-4;4.144233974E-8;2.470430394E-4;8.408509323E-8;5.012418974E-4;6.277030286E-7;3.741817306E-3;1.198094492E-7;7.141993107E-4
