"Speed of sound (m/s)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
2.566844920E2;NaN;1.188443534E-4;6.068192138E-8;1.064677058E-3;1.621685999E-8;2.845282151E-4;5.720059975E-8;1.003596539E-3;2.410222549E-7;4.228786093E-3;1.128988051E-7;1.980833252E-3
2.560000000E2;NaN;1.194807343E-4;5.770281019E-8;1.017829110E-3;1.409161426E-8;2.485642408E-4;5.959936892E-8;1.051282814E-3;2.199176105E-7;3.879161953E-3;1.227048652E-7;2.164410769E-3
2.553191489E2;NaN;1.201188146E-4;5.615402756E-8;9.957996485E-4;1.257182791E-8;2.229407642E-4;6.104401272E-8;1.082515521E-3;1.999544773E-7;3.545864952E-3;1.285707199E-7;2.279991004E-3
2.546419098E2;NaN;1.207585941E-4;5.657685914E-8;1.008641661E-3;1.186543964E-8;2.115348383E-4;6.154650887E-8;1.097239647E-3;1.805180700E-7;3.218242383E-3;1.280011631E-7;2.281980791E-3
2.539682540E2;NaN;1.214000729E-4;5.849458047E-8;1.048370033E-3;1.204160206E-8;2.158158010E-4;6.109119635E-8;1.094907921E-3;1.595585070E-7;2.859689834E-3;1.201084786E-7;2.152646084E-3
2.532981530E2;NaN;1.220432509E-4;6.084391625E-8;1.096253386E-3;1.297280625E-8;2.337371368E-4;5.955115802E-8;1.072961155E-3;1.357426998E-7;2.445739911E-3;1.062568916E-7;1.914480271E-3
2.526315789E2;NaN;1.226881283E-4;6.254004804E-8;1.132767478E-3;1.433492577E-8;2.596438318E-4;5.672269767E-8;1.027399709E-3;1.099336075E-7;1.991191551E-3;8.949713982E-8;1.621032483E-3
2.519685039E2;NaN;1.233347049E-4;6.288271165E-8;1.144976520E-3;1.566027480E-8;2.851443024E-4;5.255417428E-8;9.569131799E-4;8.506471324E-8;1.548869264E-3;7.320491119E-8;1.332924459E-3
2.513089005E2;NaN;1.239829808E-4;6.169489224E-8;1.129253132E-3;1.645068508E-8;3.011106265E-4;4.732665968E-8;8.662593732E-4;6.466080742E-8;1.183540754E-3;5.983056514E-8;1.095128796E-3
2.506527415E2;NaN;1.246329560E-4;5.927982798E-8;1.090736511E-3;1.633817373E-8;3.006190000E-4;4.158156954E-8;7.650922347E-4;5.116211038E-8;9.413721944E-4;5.026777415E-8;9.249165936E-4
2.500000000E2;NaN;1.252846305E-4;5.636512404E-8;1.042529334E-3;1.523306075E-8;2.817506915E-4;3.588601650E-8;6.637477611E-4;4.517931973E-8;8.356366976E-4;4.391179360E-8;8.121925345E-4
2.493506494E2;NaN;1.259380043E-4;5.405351765E-8;1.004987798E-3;1.337786123E-8;2.487273333E-4;3.063219158E-8;5.695277588E-4;4.595020198E-8;8.543272357E-4;3.930796969E-8;7.308318057E-4
2.487046632E2;NaN;1.265930773E-4;5.361251560E-8;1.001973333E-3;1.125586503E-8;2.103627571E-4;2.595588894E-8;4.850939795E-4;5.229119850E-8;9.772790148E-4;3.504279218E-8;6.549206443E-4
2.480620155E2;NaN;1.272498496E-4;5.599976178E-8;1.052018744E-3;9.388445991E-9;1.763725566E-4;2.180341325E-8;4.096017319E-4;6.320063583E-8;1.187295292E-3;3.036388283E-8;5.704198169E-4
2.474226804E2;NaN;1.279083212E-4;6.127509581E-8;1.157078485E-3;8.124087890E-9;1.534099161E-4;1.811632001E-8;3.420966353E-4;7.783162587E-8;1.469721076E-3;2.527666095E-8;4.773077899E-4
2.467866324E2;NaN;1.285684921E-4;6.826510666E-8;1.295726508E-3;7.531682352E-9;1.429573753E-4;1.502268052E-8;2.851425322E-4;9.511213948E-8;1.805304736E-3;2.029380191E-8;3.851926463E-4
2.461538462E2;NaN;1.292303623E-4;7.477259160E-8;1.426550057E-3;7.444603347E-9;1.420319813E-4;1.287534369E-8;2.456424458E-4;1.135083092E-7;2.165570051E-3;1.616269774E-8;3.083602814E-4
2.455242967E2;NaN;1.298939317E-4;7.832486077E-8;1.501995095E-3;7.610710233E-9;1.459466295E-4;1.210979489E-8;2.322232348E-4;1.312799436E-7;2.517487160E-3;1.368293662E-8;2.623905550E-4
2.448979592E2;NaN;1.305592004E-4;7.714920794E-8;1.487027410E-3;7.850212115E-9;1.513104398E-4;1.306969512E-8;2.519143799E-4;1.472340470E-7;2.837891267E-3;1.358745093E-8;2.618939650E-4
2.442748092E2;NaN;1.312261685E-4;7.089470467E-8;1.373454468E-3;8.130636945E-9;1.575161317E-4;1.591486104E-8;3.083211517E-4;1.614279317E-7;3.127369174E-3;1.645016002E-8;3.186915847E-4
2.436548223E2;NaN;1.318948357E-4;6.071690188E-8;1.182272029E-3;8.535973775E-9;1.662114292E-4;2.055804506E-8;4.003037193E-4;1.750399123E-7;3.408355596E-3;2.261804955E-8;4.404158728E-4
2.430379747E2;NaN;1.325652023E-4;4.868939705E-8;9.528926032E-4;9.156351005E-9;1.791975188E-4;2.655419608E-8;5.196880339E-4;1.891409442E-7;3.701647948E-3;3.203882787E-8;6.270269080E-4
2.424242424E2;NaN;1.332372682E-4;3.690570715E-8;7.259375663E-4;9.969720848E-9;1.961050322E-4;3.305604525E-8;6.502144761E-4;2.031348995E-7;3.995676169E-3;4.399187406E-8;8.653229122E-4
2.418136020E2;NaN;1.339110333E-4;2.678318066E-8;5.294909387E-4;1.079125928E-8;2.133381422E-4;3.899567762E-8;7.709262843E-4;2.141997836E-7;4.234629409E-3;5.702523754E-8;1.127362240E-3
2.412060302E2;NaN;1.345864977E-4;1.885601276E-8;3.746548642E-4;1.132774261E-8;2.250737695E-4;4.353588205E-8;8.650254000E-4;2.184529288E-7;4.340496235E-3;6.935075541E-8;1.377947617E-3
2.406015038E2;NaN;1.352636614E-4;1.299337031E-8;2.594675048E-4;1.130933573E-8;2.258386433E-4;4.639455217E-8;9.264631423E-4;2.133164293E-7;4.259763272E-3;7.955064008E-8;1.588564444E-3
2.400000000E2;NaN;1.359425244E-4;8.779452720E-9;1.761987386E-4;1.062402937E-8;2.132183673E-4;4.797113360E-8;9.627540007E-4;1.996212367E-7;4.006287319E-3;8.709863428E-8;1.748021202E-3
2.394014963E2;NaN;1.366230867E-4;5.812866108E-9;1.172450275E-4;9.381007770E-9;1.892141490E-4;4.907101152E-8;9.897582344E-4;1.819985047E-7;3.670894752E-3;9.230185435E-8;1.861720750E-3
2.388059701E2;NaN;1.373053482E-4;3.819179790E-9;7.741722102E-5;7.876867200E-9;1.596691443E-4;5.044979193E-8;1.022649602E-3;1.670539290E-7;3.386290161E-3;9.564438178E-8;1.938772891E-3
2.382133995E2;NaN;1.379893090E-4;2.607435588E-9;5.311767397E-5;6.490201769E-9;1.322158918E-4;5.249533648E-8;1.069414785E-3;1.601893079E-7;3.263314910E-3;9.702523199E-8;1.976560673E-3
2.376237624E2;NaN;1.386749691E-4;2.011066643E-9;4.117224617E-5;5.557862499E-9;1.137852312E-4;5.519190515E-8;1.129935059E-3;1.628591744E-7;3.334189865E-3;9.558599992E-8;1.956916909E-3
2.370370370E2;NaN;1.393623285E-4;1.906229200E-9;3.921936270E-5;5.281329940E-9;1.086597532E-4;5.826734826E-8;1.198810859E-3;1.718088916E-7;3.534850498E-3;9.036809892E-8;1.859261860E-3
2.364532020E2;NaN;1.400513872E-4;2.296332771E-9;4.747907605E-5;5.686343798E-9;1.175710912E-4;NaN;1.204738222E-3;1.806403413E-7;3.734927538E-3;8.130239920E-8;1.681011935E-3
2.358722359E2;NaN;1.407421452E-4;3.359901353E-9;6.981210176E-5;6.633184182E-9;1.378244420E-4;NaN;1.210680201E-3;1.827625620E-7;3.797444401E-3;6.982629480E-8;1.450852238E-3
2.352941176E2;NaN;1.414346024E-4;5.423434036E-9;1.132426585E-4;7.857717018E-9;1.640710958E-4;NaN;1.216636799E-3;1.741806871E-7;3.636936293E-3;5.883067546E-8;1.228399211E-3
2.347188264E2;NaN;1.421287589E-4;8.885162118E-9;1.864349542E-4;9.032203820E-9;1.895202905E-4;NaN;1.222608013E-3;1.548734285E-7;3.249667273E-3;5.197848595E-8;1.090650516E-3
2.341463415E2;NaN;1.428246147E-4;1.412664659E-8;2.978668425E-4;9.846482054E-9;2.076176042E-4;NaN;1.228593845E-3;1.284302698E-7;2.708011325E-3;5.255539308E-8;1.108154642E-3
2.335766423E2;NaN;1.435221698E-4;2.141381635E-8;4.537253930E-4;1.009406798E-8;2.138775680E-4;NaN;1.234594295E-3;1.004299541E-7;2.127954197E-3;6.221187695E-8;1.318172710E-3
2.330097087E2;NaN;1.442214241E-4;3.076366561E-8;6.550099273E-4;9.728988349E-9;2.071464445E-4;NaN;1.240609361E-3;7.641084081E-8;1.626914683E-3;8.011372296E-8;1.705755241E-3
2.324455206E2;NaN;1.449223778E-4;4.180165798E-8;8.943530220E-4;8.861108002E-9;1.895847941E-4;NaN;1.246639046E-3;6.020271274E-8;1.288046472E-3;1.028467566E-7;2.200422472E-3
2.318840580E2;NaN;1.456250307E-4;5.365807621E-8;1.153589112E-3;7.702866827E-9;1.656030914E-4;NaN;1.252683347E-3;5.309305619E-8;1.141441808E-3;1.251890036E-7;2.691424697E-3
2.313253012E2;NaN;1.463293829E-4;6.497560631E-8;1.403659929E-3;6.493514687E-9;1.402785889E-4;NaN;1.258742266E-3;5.387523639E-8;1.163860021E-3;1.416544809E-7;3.060144107E-3
2.307692308E2;NaN;1.470354344E-4;7.408643390E-8;1.608202452E-3;5.424396318E-9;1.177479736E-4;NaN;1.264815803E-3;5.950438152E-8;1.291668221E-3;1.483996063E-7;3.221326743E-3
2.302158273E2;NaN;1.477431852E-4;7.937299766E-8;1.731251890E-3;4.594765309E-9;1.002191722E-4;NaN;1.270903957E-3;6.610236153E-8;1.441798114E-3;1.446606889E-7;3.155280744E-3
2.296650718E2;NaN;1.484526352E-4;7.973567412E-8;1.747513751E-3;4.024340857E-9;8.819880265E-5;NaN;1.277006728E-3;7.013893082E-8;1.537188309E-3;1.328683963E-7;2.911988292E-3
2.291169451E2;NaN;1.491637845E-4;7.498872195E-8;1.651350894E-3;3.710155114E-9;8.170252545E-5;NaN;1.283124117E-3;6.951285528E-8;1.530765063E-3;1.172872829E-7;2.582821181E-3
2.285714286E2;NaN;1.498766332E-4;6.598868459E-8;1.460102754E-3;3.673300171E-9;8.127750582E-5;NaN;1.289256123E-3;6.409604447E-8;1.418225134E-3;1.019704058E-7;2.256254558E-3
2.280285036E2;NaN;1.505911811E-4;5.442389132E-8;1.209954810E-3;3.955695121E-9;8.794322167E-5;NaN;1.295402747E-3;5.547178637E-8;1.233251668E-3;8.921612893E-8;1.983457664E-3
2.274881517E2;NaN;1.513074282E-4;4.235850480E-8;9.461955291E-4;4.574020706E-9;1.021735295E-4;NaN;1.301563988E-3;4.599230094E-8;1.027366516E-3;7.925579860E-8;1.770399655E-3
2.269503546E2;NaN;1.520253747E-4;3.170915534E-8;7.116734699E-4;5.462246455E-9;1.225934859E-4;NaN;1.307739846E-3;3.763419702E-8;8.446538325E-4;7.103952498E-8;1.594395836E-3
2.264150943E2;NaN;1.527450204E-4;2.383195905E-8;5.374113385E-4;6.442670011E-9;1.452823877E-4;NaN;1.313930322E-3;3.132411133E-8;7.063595806E-4;6.339489351E-8;1.429556610E-3
2.258823529E2;NaN;1.534663654E-4;1.933167249E-8;4.379884489E-4;7.261587991E-9;1.645223228E-4;NaN;1.320135415E-3;2.716777054E-8;6.155271710E-4;5.583304545E-8;1.264982582E-3
2.253521127E2;NaN;1.541894097E-4;1.811353145E-8;4.123231278E-4;7.694871598E-9;1.751604061E-4;NaN;1.326355126E-3;2.532668558E-8;5.765180713E-4;4.866891340E-8;1.107863404E-3
2.248243560E2;NaN;1.549141533E-4;1.959428259E-8;4.481263540E-4;7.675028288E-9;1.755298990E-4;NaN;1.332589454E-3;2.683895658E-8;6.138139380E-4;4.257933392E-8;9.738004736E-4
2.242990654E2;NaN;1.556405962E-4;2.298723420E-8;5.281893336E-4;7.365788653E-9;1.692474599E-4;NaN;1.338838399E-3;3.406244756E-8;7.826701254E-4;3.804434436E-8;8.741641868E-4
2.237762238E2;NaN;1.563687383E-4;2.763206868E-8;6.378864134E-4;7.147317755E-9;1.649958583E-4;NaN;1.345101962E-3;5.096379901E-8;1.176499499E-3;3.506140486E-8;8.093926682E-4
2.232558140E2;NaN;1.570985798E-4;3.328524498E-8;7.719764232E-4;7.528234127E-9;1.746004651E-4;NaN;1.351380143E-3;8.292547537E-8;1.923269963E-3;3.318692544E-8;7.696961225E-4
2.227378190E2;NaN;1.578301205E-4;4.020748882E-8;9.368646625E-4;8.994238879E-9;2.095725155E-4;NaN;1.357672940E-3;1.351361388E-7;3.148773444E-3;3.173947012E-8;7.395534723E-4
2.222222222E2;NaN;1.585633605E-4;4.885613004E-8;1.143673148E-3;1.180871100E-8;2.764301158E-4;NaN;1.363980355E-3;2.094536848E-7;4.903101308E-3;3.004225178E-8;7.032590719E-4
2.217090069E2;NaN;1.592982997E-4;5.927484521E-8;1.393996198E-3;1.583280733E-8;3.723480532E-4;NaN;1.370302388E-3;3.016788439E-7;7.094732342E-3;2.766516383E-8;6.506155023E-4
2.211981567E2;NaN;1.600349383E-4;7.055349994E-8;1.666914751E-3;2.048743884E-8;4.840413875E-4;NaN;1.376639038E-3;4.017483440E-7;9.491807509E-3;2.461039385E-8;5.814513605E-4
2.206896552E2;NaN;1.607732761E-4;8.078469836E-8;1.917445327E-3;2.492016448E-8;5.914864312E-4;NaN;1.382990305E-3;4.974193700E-7;1.180637504E-2;2.136178991E-8;5.070275075E-4
2.201834862E2;NaN;1.615133132E-4;8.765392520E-8;2.090064628E-3;2.831851703E-8;6.752410759E-4;NaN;1.389356190E-3;5.793914802E-7;1.381530417E-2;1.874470861E-8;4.469583345E-4
2.196796339E2;NaN;1.622550496E-4;8.939413788E-8;2.141348149E-3;3.021357929E-8;7.237364062E-4;NaN;1.395736693E-3;6.445087976E-7;1.543857073E-2;1.761340578E-8;4.219117133E-4
2.191780822E2;NaN;1.629984853E-4;8.559023602E-8;2.059623379E-3;3.061612775E-8;7.367393224E-4;NaN;1.402131812E-3;6.946880548E-7;1.671681053E-2;1.847935912E-8;4.446829667E-4
2.186788155E2;NaN;1.637436203E-4;7.735857316E-8;1.870048453E-3;2.990653953E-8;7.229538461E-4;NaN;1.408541549E-3;7.320228591E-7;1.769575316E-2;2.127578941E-8;5.143160666E-4
2.181818182E2;NaN;1.644904545E-4;6.678473424E-8;1.621802341E-3;2.854044562E-8;6.930769742E-4;NaN;1.414965904E-3;7.537094424E-7;1.830310104E-2;2.541758189E-8;6.172412646E-4
2.176870748E2;NaN;1.652389881E-4;5.598395829E-8;1.365702639E-3;2.676822334E-8;6.529983654E-4;NaN;1.421404876E-3;7.513059674E-7;1.832775983E-2;3.012562240E-8;7.349005547E-4
2.171945701E2;NaN;1.659892209E-4;4.637256931E-8;1.136373417E-3;2.456661555E-8;6.020121221E-4;NaN;1.427858465E-3;7.157341252E-7;1.753927474E-2;3.481279484E-8;8.530977517E-4
2.167042889E2;NaN;1.667411530E-4;3.849425084E-8;9.475861240E-4;2.181031360E-8;5.368892776E-4;NaN;1.434326672E-3;6.444575356E-7;1.586416166E-2;3.929063181E-8;9.671900788E-4
2.162162162E2;NaN;1.674947843E-4;3.228715269E-8;7.983825860E-4;1.851668045E-8;4.578723732E-4;NaN;1.440809496E-3;5.452066798E-7;1.348163225E-2;4.365546849E-8;1.079493325E-3
2.157303371E2;NaN;1.682501150E-4;2.744643835E-8;6.817440953E-4;1.496722401E-8;3.717719751E-4;NaN;1.447306937E-3;4.335370773E-7;1.076865926E-2;4.790482612E-8;1.189911490E-3
2.152466368E2;NaN;1.690071449E-4;2.364336818E-8;5.899217798E-4;1.162898025E-8;2.901527682E-4;NaN;1.453818996E-3;3.262836571E-7;8.141049715E-3;5.157008826E-8;1.286716767E-3
2.147651007E2;NaN;1.697658741E-4;2.058033300E-8;5.158017507E-4;8.941735493E-9;2.241053545E-4;NaN;1.460345673E-3;2.353079112E-7;5.897486330E-3;5.370362032E-8;1.345965655E-3
2.142857143E2;NaN;1.705263026E-4;1.797871277E-8;4.526160916E-4;7.117045974E-9;1.791724232E-4;NaN;1.466886967E-3;1.648241250E-7;4.149465661E-3;5.330328777E-8;1.341916192E-3
2.138084633E2;NaN;1.712884304E-4;1.561667395E-8;3.949086014E-4;6.076417669E-9;1.536581740E-4;NaN;1.473442878E-3;1.129734322E-7;2.856829837E-3;4.989853306E-8;1.261815414E-3
2.133333333E2;NaN;1.720522575E-4;1.342463869E-8;3.409910667E-4;5.560460517E-9;1.412378692E-4;NaN;1.480013407E-3;7.567671967E-8;1.922218241E-3;4.388073030E-8;1.114587691E-3
2.128603104E2;NaN;1.728177838E-4;1.154334995E-8;2.945101817E-4;5.306423176E-9;1.353849325E-4;NaN;1.486598553E-3;4.977949091E-8;1.270044396E-3;3.639253001E-8;9.284974183E-4
2.123893805E2;NaN;1.735850094E-4;1.022943000E-8;2.621462639E-4;5.169827545E-9;1.324854831E-4;NaN;1.493198316E-3;3.376157923E-8;8.651969715E-4;2.889871275E-8;7.405778793E-4
2.119205298E2;NaN;1.743539343E-4;9.644261954E-9;2.482451487E-4;5.154665019E-9;1.326820642E-4;NaN;1.499812697E-3;2.682107290E-8;6.903795501E-4;2.268962008E-8;5.840351638E-4
2.114537445E2;NaN;1.751245585E-4;9.689160769E-9;2.505031756E-4;5.401902371E-9;1.396605682E-4;NaN;1.506441695E-3;2.809819598E-8;7.264496368E-4;1.853108407E-8;4.791019075E-4
2.109890110E2;NaN;1.758968820E-4;1.002006922E-8;2.602009532E-4;6.141699964E-9;1.594875394E-4;NaN;1.513085311E-3;3.651756790E-8;9.482874583E-4;1.660099246E-8;4.310942334E-4
2.105263158E2;NaN;1.766709047E-4;1.022743069E-8;2.667544042E-4;7.589205946E-9;1.979435668E-4;NaN;1.519743544E-3;5.062767611E-8;1.320483705E-3;1.670104169E-8;4.356007446E-4
2.100656455E2;NaN;1.774466268E-4;1.004960114E-8;2.632671024E-4;9.798703225E-9;2.566943871E-4;NaN;1.526416395E-3;6.815257384E-8;1.785377388E-3;1.856492439E-8;4.863410779E-4
2.096069869E2;NaN;1.782240481E-4;9.498536733E-9;2.499211615E-4;1.256137170E-8;3.305090767E-4;NaN;1.533103863E-3;8.588780709E-8;2.259840764E-3;2.203516173E-8;5.797791143E-4
2.091503268E2;NaN;1.790031687E-4;8.842483897E-9;2.336764879E-4;1.541300246E-8;4.073127331E-4;NaN;1.539805948E-3;1.004524469E-7;2.654613258E-3;2.701080638E-8;7.138028685E-4
2.086956522E2;NaN;1.797839885E-4;8.461184488E-9;2.245754072E-4;1.776365076E-8;4.714799812E-4;NaN;1.546522651E-3;1.095852417E-7;2.908593982E-3;3.325177500E-8;8.825633009E-4
2.082429501E2;NaN;1.805665077E-4;8.645869488E-9;2.304760988E-4;1.910757416E-8;5.093575791E-4;NaN;1.553253971E-3;1.130900125E-7;3.014681743E-3;4.018475291E-8;1.071219626E-3
2.077922078E2;NaN;1.813507261E-4;9.439039049E-9;2.527127198E-4;1.921690439E-8;5.144968836E-4;NaN;1.559999909E-3;1.127407311E-7;3.018423449E-3;4.686194325E-8;1.254641397E-3
2.073434125E2;NaN;1.821366438E-4;1.059331545E-8;2.848454293E-4;1.820733375E-8;4.895800396E-4;NaN;1.566760464E-3;1.111604640E-7;2.989012290E-3;5.217440954E-8;1.402926417E-3
2.068965517E2;NaN;1.829242608E-4;1.167872652E-8;3.153892002E-4;1.643256432E-8;4.437687028E-4;NaN;1.573535636E-3;1.103659250E-7;2.980480857E-3;5.530010667E-8;1.493403959E-3
2.064516129E2;NaN;1.837135771E-4;1.228098153E-8;3.330844451E-4;1.429431432E-8;3.876900022E-4;NaN;1.580325426E-3;1.108473635E-7;3.006399161E-3;5.611380453E-8;1.521917072E-3
2.060085837E2;NaN;1.845045927E-4;1.218540131E-8;3.319151211E-4;1.210836613E-8;3.298167789E-4;NaN;1.587129834E-3;1.116320091E-7;3.040716582E-3;5.522497903E-8;1.504259494E-3
2.055674518E2;NaN;1.852973075E-4;1.144596268E-8;3.131132563E-4;1.009417712E-8;2.761341055E-4;NaN;1.593948858E-3;1.110900203E-7;3.038954342E-3;5.359104052E-8;1.466024805E-3
2.051282051E2;NaN;1.860917217E-4;1.031538843E-8;2.833953111E-4;8.440579949E-9;2.318885805E-4;NaN;1.600782501E-3;1.078525526E-7;2.963039919E-3;5.204390175E-8;1.429805365E-3
2.046908316E2;NaN;1.868878351E-4;9.099725823E-9;2.510668424E-4;7.361404164E-9;2.031055149E-4;NaN;1.607630760E-3;1.013515659E-7;2.796349925E-3;5.110228389E-8;1.409942377E-3
2.042553191E2;NaN;1.876856478E-4;8.041677079E-9;2.228218181E-4;7.083049154E-9;1.962597944E-4;NaN;1.614493637E-3;9.188192901E-8;2.545899104E-3;5.111849125E-8;1.416410414E-3
2.038216561E2;NaN;1.884851597E-4;7.286111205E-9;2.027463188E-4;7.757516847E-9;2.158638456E-4;NaN;1.621371131E-3;8.041026091E-8;2.237528901E-3;5.246866898E-8;1.460014703E-3
2.033898305E2;NaN;1.892863710E-4;6.929186845E-9;1.936340091E-4;9.343991311E-9;2.611149821E-4;NaN;1.628263243E-3;6.842040026E-8;1.911987179E-3;5.554444852E-8;1.552172642E-3
2.029598309E2;NaN;1.900892815E-4;7.105889021E-9;1.994141951E-4;1.153607144E-8;3.237394214E-4;NaN;1.635169972E-3;5.792247022E-8;1.625491581E-3;6.059133882E-8;1.700388653E-3
2.025316456E2;NaN;1.908938913E-4;8.050092034E-9;2.268678195E-4;1.380683550E-8;3.891044537E-4;NaN;1.642091319E-3;5.146819091E-8;1.450477360E-3;6.764653959E-8;1.906415836E-3
2.021052632E2;NaN;1.917002004E-4;1.005483215E-8;2.845623327E-4;1.556500085E-8;4.405059065E-4;NaN;1.649027283E-3;5.195643281E-8;1.470421734E-3;7.672646724E-8;2.171439779E-3
2.016806723E2;NaN;1.925082088E-4;1.331743112E-8;3.784859240E-4;1.635061936E-8;4.646901661E-4;NaN;1.655977865E-3;6.211683513E-8;1.765381591E-3;8.810541618E-8;2.503985908E-3
2.012578616E2;NaN;1.933179165E-4;1.773942965E-8;5.062811740E-4;1.598020525E-8;4.560731228E-4;NaN;1.662943064E-3;8.368078512E-8;2.388239474E-3;1.022417786E-7;2.917967980E-3
2.008368201E2;NaN;1.941293234E-4;2.280125615E-8;6.534764405E-4;1.459512131E-8;4.182913372E-4;NaN;1.669922880E-3;1.163568134E-7;3.334747688E-3;1.191144038E-7;3.413779315E-3
2.004175365E2;NaN;1.949424296E-4;2.760999979E-8;7.946077529E-4;1.260868672E-8;3.628743318E-4;NaN;1.676917314E-3;1.570280247E-7;4.519220819E-3;1.372577163E-7;3.950237102E-3
2.000000000E2;NaN;1.957572351E-4;3.114247747E-8;9.000175990E-4;1.057982358E-8;3.057569014E-4;NaN;1.683926365E-3;1.999510066E-7;5.778584091E-3;1.533095160E-7;4.430645013E-3
1.995841996E2;NaN;1.965737399E-4;3.260991682E-8;9.463574639E-4;9.068705041E-9;2.631787364E-4;NaN;1.690950033E-3;2.384841106E-7;6.920938173E-3;1.627592213E-7;4.723360835E-3
1.991701245E2;NaN;1.973919440E-4;3.177311600E-8;9.259110196E-4;8.511626671E-9;2.480401648E-4;NaN;1.697988319E-3;2.678305856E-7;7.804940837E-3;1.617816094E-7;4.714532088E-3
1.987577640E2;NaN;1.982118474E-4;2.903155595E-8;8.495323904E-4;9.124096322E-9;2.669927638E-4;NaN;1.705041223E-3;2.872409097E-7;8.405352336E-3;1.491353646E-7;4.364055548E-3
1.983471074E2;NaN;1.990334500E-4;2.523707674E-8;7.415580257E-4;1.084104183E-8;3.185496348E-4;NaN;1.712108744E-3;3.000496996E-7;8.816562440E-3;1.269390711E-7;3.729936232E-3
1.979381443E2;NaN;1.998567519E-4;2.133943505E-8;6.296247084E-4;1.332517797E-8;3.931622967E-4;NaN;1.719190882E-3;3.111374325E-7;9.180178142E-3;9.984436761E-8;2.945929951E-3
1.975308642E2;NaN;2.006817531E-4;1.806576404E-8;5.352346736E-4;1.605909158E-8;4.757829572E-4;NaN;1.726287637E-3;3.231645294E-7;9.574400563E-3;7.314604471E-8;2.167099009E-3
1.971252567E2;NaN;2.015084536E-4;1.578439607E-8;4.695709922E-4;1.851854055E-8;5.509092281E-4;NaN;1.733399010E-3;3.340514539E-7;9.937717725E-3;5.089958457E-8;1.514214945E-3
1.967213115E2;NaN;2.023368533E-4;1.455946382E-8;4.349110012E-4;2.036516941E-8;6.083353296E-4;NaN;1.740525001E-3;3.376522585E-7;1.008613254E-2;3.494182681E-8;1.043759927E-3
1.963190184E2;NaN;2.031669524E-4;1.428038090E-8;4.283244618E-4;2.156322039E-8;6.467652951E-4;NaN;1.747665609E-3;3.274404147E-7;9.821218379E-3;2.503010485E-8;7.507507162E-4
1.959183673E2;NaN;2.039987507E-4;1.474205598E-8;4.439822258E-4;2.232811026E-8;6.724492232E-4;NaN;1.754820834E-3;3.008328151E-7;9.060094673E-3;1.970246110E-8;5.933733085E-4
1.955193483E2;NaN;2.048322483E-4;1.564675479E-8;4.731541231E-4;2.293325147E-8;6.934960399E-4;NaN;1.761990677E-3;2.613152545E-7;7.902110802E-3;1.720358923E-8;5.202324240E-4
1.951219512E2;NaN;2.056674452E-4;1.660265844E-8;5.041075558E-4;2.352418487E-8;7.142662954E-4;NaN;1.769175137E-3;2.171357119E-7;6.592905190E-3;1.605366654E-8;4.874384806E-4
1.947261663E2;NaN;2.065043413E-4;1.720556755E-8;5.245395142E-4;2.407191751E-8;7.338712818E-4;NaN;1.776374215E-3;1.775648021E-7;5.413349762E-3;1.524157558E-8;4.646640470E-4
1.943319838E2;NaN;2.073429368E-4;1.720550101E-8;5.266675846E-4;2.446251986E-8;7.488079682E-4;NaN;1.783587910E-3;1.489366251E-7;4.559012409E-3;1.424750731E-8;4.361221600E-4
1.939393939E2;NaN;2.081832315E-4;1.666256518E-8;5.121151539E-4;2.460684602E-8;7.562784361E-4;NaN;1.790816222E-3;1.325520623E-7;4.073917735E-3;1.301568805E-8;4.000303084E-4
1.935483871E2;NaN;2.090252255E-4;1.596458271E-8;4.926475102E-4;2.447663582E-8;7.553190654E-4;NaN;1.798059152E-3;1.252922088E-7;3.866364428E-3;1.188546301E-8;3.667708619E-4
1.931589537E2;NaN;2.098689188E-4;1.566747927E-8;4.854307397E-4;2.406088415E-8;7.454864045E-4;NaN;1.805316699E-3;1.221875656E-7;3.785778126E-3;1.146252746E-8;3.551473141E-4
1.927710843E2;NaN;2.107143114E-4;1.623971185E-8;5.051872401E-4;2.330630879E-8;7.250159312E-4;NaN;1.812588864E-3;1.191174283E-7;3.705521709E-3;1.245373632E-8;3.874125808E-4
1.923847695E2;NaN;2.115614033E-4;1.784910875E-8;5.574847538E-4;2.211837310E-8;6.908275342E-4;NaN;1.819875646E-3;1.141860080E-7;3.566394236E-3;1.546815185E-8;4.831198549E-4
1.920000000E2;NaN;2.124101944E-4;2.029637302E-8;6.364639544E-4;2.044526110E-8;6.411328623E-4;NaN;1.827177045E-3;1.077531867E-7;3.378979054E-3;2.076142252E-8;6.510472121E-4
1.916167665E2;NaN;2.132606848E-4;2.310946983E-8;7.275800827E-4;1.838701397E-8;5.788979688E-4;NaN;1.834493062E-3;1.019318549E-7;3.209229288E-3;2.799278092E-8;8.813265732E-4
