"Distance (cm)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
1.299791667E2;3.862743810E-7;6.525944888E-3;6.222613722E-6;1.051284688E-1;5.870974516E-6;9.918767075E-2;1.483488712E-6;2.506292432E-2;4.634187773E-6;7.829267352E-2;7.257987152E-7;1.226206719E-2
1.303333333E2;3.651138110E-7;6.202107171E-3;6.171948410E-6;1.048415161E-1;6.542966308E-6;1.111439147E-1;1.206693438E-6;2.049783327E-2;4.272084124E-6;7.256894367E-2;7.657721648E-7;1.300800159E-2
1.306875000E2;3.342174622E-7;5.708174452E-3;5.918954436E-6;1.010911407E-1;7.208802661E-6;1.231207457E-1;9.605913374E-7;1.640615333E-2;3.740109705E-6;6.387816641E-2;7.731355038E-7;1.320455341E-2
1.310416667E2;2.922425545E-7;5.018365299E-3;5.575465179E-6;9.574143312E-2;8.038930155E-6;1.380438527E-1;7.714957086E-7;1.324806136E-2;3.131122233E-6;5.376737549E-2;7.423913005E-7;1.274828284E-2
1.313958333E2;2.438378737E-7;4.209827975E-3;5.200109602E-6;8.977919036E-2;9.274996504E-6;1.601315627E-1;6.477567765E-7;1.118343331E-2;2.561253682E-6;4.421969910E-2;6.772969738E-7;1.169344083E-2
1.317500000E2;1.959312741E-7;3.400987302E-3;4.794347313E-6;8.322058030E-2;1.110961298E-5;1.928413565E-1;5.845818047E-7;1.014720750E-2;2.135911603E-6;3.707528711E-2;5.887468263E-7;1.021950421E-2
1.321041667E2;1.539422971E-7;2.686525668E-3;4.340298377E-6;7.574476422E-2;1.353997216E-5;2.362929711E-1;5.717963460E-7;9.978710136E-3;1.919104337E-6;3.349127016E-2;4.904001803E-7;8.558224068E-3
1.324583333E2;1.200977321E-7;2.107139939E-3;3.841837783E-6;6.740585095E-2;1.629621731E-5;2.859205560E-1;6.007644777E-7;1.054053896E-2;1.916461769E-6;3.362472433E-2;3.942658668E-7;6.917477456E-3
1.328125000E2;9.408048857E-8;1.659500805E-3;3.337321428E-6;5.886754716E-2;1.893950524E-5;3.340769663E-1;6.678512319E-7;1.178033484E-2;2.076371705E-6;3.662545304E-2;3.080464106E-7;5.433679972E-3
1.331666667E2;7.471633383E-8;1.324971729E-3;2.878816827E-6;5.105109836E-2;2.110576261E-5;3.742761098E-1;7.732230857E-7;1.371184420E-2;2.308123240E-6;4.093078290E-2;2.348451793E-7;4.164594370E-3
1.335208333E2;6.116376792E-8;1.090416213E-3;2.499750765E-6;4.456508901E-2;2.274780885E-5;4.055436808E-1;9.158348775E-7;1.632733288E-2;2.510819826E-6;4.476242617E-2;1.746131542E-7;3.112970649E-3
1.338750000E2;5.295929988E-8;9.491638796E-4;2.199327521E-6;3.941748185E-2;2.420025912E-5;4.337295222E-1;1.086921563E-6;1.948036870E-2;2.603358430E-6;4.665873213E-2;1.260703909E-7;2.259498551E-3
1.342291667E2;4.934478508E-8;8.890681446E-4;1.954765020E-6;3.521991850E-2;2.597785499E-5;4.680552017E-1;1.265637632E-6;2.280358703E-2;2.545381757E-6;4.586133736E-2;8.802735693E-8;1.586030191E-3
1.345833333E2;4.875127909E-8;8.830160063E-4;1.747159266E-6;3.164572553E-2;2.839832504E-5;5.143695926E-1;1.420096999E-6;2.572175344E-2;2.343004865E-6;4.243808238E-2;5.975930341E-8;1.082400758E-3
1.349375000E2;4.904764851E-8;8.930659066E-4;1.577753200E-6;2.872793365E-2;3.125982809E-5;5.691829795E-1;1.514832402E-6;2.758226365E-2;2.039511235E-6;3.713568347E-2;4.078632079E-8;7.426425865E-4
1.352916667E2;4.835582463E-8;8.850970386E-4;1.465015317E-6;2.681539873E-2;3.380050797E-5;6.186789231E-1;1.522304724E-6;2.786401459E-2;1.697367433E-6;3.106833355E-2;3.056985210E-8;5.595455310E-4
1.356458333E2;4.580495936E-8;8.428017294E-4;1.432144022E-6;2.635115227E-2;3.499834728E-5;6.439623137E-1;1.433527396E-6;2.637660606E-2;1.380530294E-6;2.540147039E-2;2.837333673E-8;5.220634971E-4
1.360000000E2;4.178555662E-8;7.728656553E-4;1.496547122E-6;2.768013556E-2;3.405815462E-5;6.299396279E-1;1.262664935E-6;2.335425063E-2;1.144265799E-6;2.116434022E-2;3.325234688E-8;6.150354080E-4
1.363541667E2;3.774852755E-8;7.018379421E-4;1.662834342E-6;3.091617895E-2;3.081295082E-5;5.728885176E-1;1.043015740E-6;1.939222714E-2;1.034294027E-6;1.923006906E-2;4.400032004E-8;8.180741361E-4
1.367083333E2;3.579760288E-8;6.690274287E-4;1.915745316E-6;3.580368683E-2;2.581748075E-5;4.825072455E-1;8.160836272E-7;1.525192434E-2;1.090983896E-6;2.038958176E-2;5.896780995E-8;1.102059331E-3
1.370625000E2;3.813904307E-8;7.164849795E-4;2.215211462E-6;4.161524809E-2;2.010655535E-5;3.777243406E-1;6.185777133E-7;1.162068066E-2;1.350717770E-6;2.537475814E-2;7.595241277E-8;1.426851817E-3
1.374166667E2;4.635543907E-8;8.753455297E-4;2.500530294E-6;4.721836441E-2;1.478504657E-5;2.791910654E-1;4.727798138E-7;8.927662100E-3;1.838273873E-6;3.471275106E-2;9.248224346E-8;1.746373673E-3
1.377708333E2;6.062437017E-8;1.150699198E-3;2.706735562E-6;5.137601316E-2;1.066674103E-5;2.024633049E-1;3.833404432E-7;7.276109250E-3;2.550314293E-6;4.840701194E-2;1.065995007E-7;2.023344072E-3
1.381250000E2;7.920662522E-8;1.511144837E-3;2.788458014E-6;5.319963979E-2;8.098236816E-6;1.545023376E-1;3.403979571E-7;6.494287743E-3;3.437402171E-6;6.558053103E-2;1.177676083E-7;2.246831154E-3
1.384791667E2;9.857391459E-8;1.890300662E-3;2.738368003E-6;5.251225815E-2;6.980044804E-6;1.338526868E-1;3.265294258E-7;6.261684873E-3;4.396168190E-6;8.430302963E-2;1.271947230E-7;2.439147011E-3
1.388333333E2;1.143147863E-7;2.203382576E-3;2.585167274E-6;4.982830929E-2;6.919587786E-6;1.333729403E-1;3.241376800E-7;6.247654741E-3;5.280832471E-6;1.017864323E-1;1.370616897E-7;2.641822189E-3
1.391875000E2;1.225899866E-7;2.374955445E-3;2.371614950E-6;4.594567626E-2;7.423768552E-6;1.438218571E-1;3.205623060E-7;6.210304894E-3;5.935586603E-6;1.149910699E-1;1.488916920E-7;2.884502595E-3
1.395416667E2;1.215445859E-7;2.366701195E-3;2.129484546E-6;4.146506059E-2;8.065240070E-6;1.570453605E-1;3.096540892E-7;6.029546255E-3;6.238458079E-6;1.214744867E-1;1.619838718E-7;3.154129985E-3
1.398958333E2;1.119576290E-7;2.191105312E-3;1.869046181E-6;3.657881158E-2;8.589555016E-6;1.681048428E-1;2.905180734E-7;5.685683947E-3;6.139492549E-6;1.201550520E-1;1.730015117E-7;3.385785628E-3
1.402500000E2;9.675749899E-8;1.903226052E-3;1.587377891E-6;3.122382234E-2;8.940394388E-6;1.758581164E-1;2.650524769E-7;5.213598786E-3;5.676240817E-6;1.116520116E-1;1.772355769E-7;3.486234875E-3
1.406041667E2;7.964784031E-8;1.574600503E-3;1.286309497E-6;2.542973635E-2;9.197461791E-6;1.818295123E-1;2.359173879E-7;4.663976276E-3;4.958968002E-6;9.803647503E-2;1.709962742E-7;3.380516261E-3
1.409583333E2;6.363643369E-8;1.264408320E-3;9.845361555E-7;1.956199672E-2;9.461111595E-6;1.879852080E-1;2.056058975E-7;4.085235335E-3;4.132204451E-6;8.210381046E-2;1.537529597E-7;3.054956262E-3
1.413125000E2;5.025027168E-8;1.003458864E-3;7.148556223E-7;1.427511109E-2;9.747280454E-6;1.946456137E-1;1.765380472E-7;3.525327573E-3;3.329708103E-6;6.649168250E-2;1.287721783E-7;2.571480300E-3
1.416666667E2;3.968221152E-8;7.963999395E-4;5.098439232E-7;1.023228429E-2;9.957855869E-6;1.998486351E-1;1.517278659E-7;3.045093975E-3;2.641259155E-6;5.300860387E-2;1.020005458E-7;2.047094287E-3
1.420208333E2;3.148326665E-8;6.350148783E-4;3.881281751E-7;7.828513116E-3;9.942929696E-6;2.005480677E-1;1.354160572E-7;2.731330647E-3;2.101868717E-6;4.239451778E-2;8.000949134E-8;1.613784808E-3
1.423750000E2;2.523481780E-8;5.115259228E-4;3.520287402E-7;7.135848083E-3;9.612226491E-6;1.948459888E-1;1.330557600E-7;2.697125495E-3;1.702380952E-6;3.450835248E-2;6.807610922E-8;1.379946345E-3
1.427291667E2;2.088612545E-8;4.254841068E-4;3.955203675E-7;8.057388658E-3;9.025282094E-6;1.838595722E-1;1.501703435E-7;3.059212425E-3;1.411723183E-6;2.875908120E-2;6.901362879E-8;1.405919077E-3
1.430833333E2;1.874202309E-8;3.837024452E-4;5.116031295E-7;1.047396916E-2;8.415229170E-6;1.722836427E-1;1.901903408E-7;3.893736471E-3;1.198569302E-6;2.453811787E-2;8.271651791E-8;1.693442059E-3
1.434375000E2;1.919504993E-8;3.949250306E-4;6.906607651E-7;1.420987311E-2;8.141186776E-6;1.674993526E-1;2.517723529E-7;5.180044051E-3;1.043582858E-6;2.147100392E-2;1.061628941E-7;2.184228974E-3
1.437916667E2;2.237402506E-8;4.626063132E-4;9.147813766E-7;1.891405945E-2;8.584458153E-6;1.774926294E-1;3.268678889E-7;6.758334657E-3;9.400313951E-7;1.943612992E-2;1.338420266E-7;2.767323551E-3
1.441458333E2;2.789258175E-8;5.795526567E-4;1.156074836E-6;2.402094753E-2;1.001473703E-5;2.080864191E-1;4.009717228E-7;8.331398983E-3;8.862900248E-7;1.841535298E-2;1.588191265E-7;3.299947188E-3
1.445000000E2;3.481969076E-8;7.270438480E-4;1.382679158E-6;2.887068650E-2;1.245752076E-5;2.601161479E-1;4.565001082E-7;9.531836385E-3;8.768161205E-7;1.830813980E-2;1.745327132E-7;3.644286684E-3
1.448541667E2;4.187646385E-8;8.786825175E-4;1.567720486E-6;3.289505504E-2;1.560808421E-5;3.275002106E-1;4.787044179E-7;1.004452536E-2;8.974789202E-7;1.883155751E-2;1.768803938E-7;3.711433475E-3
1.452083333E2;4.780175931E-8;1.007922087E-3;1.696516952E-6;3.577184044E-2;1.885013218E-5;3.974637095E-1;4.616896413E-7;9.734938496E-3;9.283555561E-7;1.957480401E-2;1.657217483E-7;3.494319307E-3
1.455625000E2;5.178591332E-8;1.097262790E-3;1.767317044E-6;3.744669364E-2;2.141742770E-5;4.538019119E-1;4.113927469E-7;8.716771114E-3;9.528765420E-7;2.018996878E-2;1.450376413E-7;3.073121564E-3
1.459166667E2;5.380297737E-8;1.145555433E-3;1.784664871E-6;3.799850194E-2;2.266486946E-5;4.825730031E-1;3.437906192E-7;7.319877654E-3;9.681317133E-7;2.061314445E-2;1.215676753E-7;2.588379264E-3
1.462708333E2;5.466046303E-8;1.169469171E-3;1.751192245E-6;3.746703246E-2;2.232267282E-5;4.775970826E-1;2.791926191E-7;5.973369831E-3;9.894725372E-7;2.116991997E-2;1.024921529E-7;2.192835670E-3
1.466250000E2;5.575364234E-8;1.198641459E-3;1.666204389E-6;3.582154592E-2;2.058954354E-5;4.426523447E-1;2.353204500E-7;5.059128617E-3;1.044863336E-6;2.246340257E-2;9.309724784E-8;2.001487549E-3
1.469791667E2;5.862629319E-8;1.266496509E-3;1.531994072E-6;3.309547709E-2;1.801237183E-5;3.891190250E-1;2.221311608E-7;4.798671797E-3;1.160480749E-6;2.506972107E-2;9.522810583E-8;2.057200908E-3
1.473333333E2;6.447360097E-8;1.399535620E-3;1.359803660E-6;2.951740914E-2;1.523530357E-5;3.307144274E-1;2.400224931E-7;5.210194926E-3;1.344850065E-6;2.919280979E-2;1.069514906E-7;2.321607891E-3
1.476875000E2;7.369992274E-8;1.607513062E-3;1.169230176E-6;2.550277818E-2;1.275962077E-5;2.783077145E-1;2.814828256E-7;6.139590140E-3;1.580401376E-6;3.447107894E-2;1.234861058E-7;2.693429256E-3
1.480416667E2;8.570710351E-8;1.878385598E-3;9.830067464E-7;2.154390523E-2;1.081807642E-5;2.370925877E-1;3.350302371E-7;7.342634934E-3;1.827955090E-6;4.006207624E-2;1.391502258E-7;3.049662974E-3
1.483958333E2;9.915835161E-8;2.183598124E-3;8.207792449E-7;1.807464515E-2;9.405852140E-6;2.071293114E-1;3.897961195E-7;8.583826389E-3;2.042736004E-6;4.498375006E-2;1.497315738E-7;3.297287403E-3
1.487500000E2;1.127707179E-7;2.495228337E-3;6.955882487E-7;1.539097686E-2;8.425341123E-6;1.864238369E-1;4.394489198E-7;9.723493989E-3;2.194227771E-6;4.855071792E-2;1.542938599E-7;3.413992734E-3
1.491041667E2;1.262182315E-7;2.806090352E-3;6.163454302E-7;1.370262397E-2;7.829395171E-6;1.740635246E-1;4.846499245E-7;1.077476257E-2;2.279633428E-6;5.068093010E-2;1.555630179E-7;3.458485184E-3
1.494583333E2;1.404253499E-7;3.136792455E-3;5.964995248E-7;1.332448315E-2;7.662452706E-6;1.711622855E-1;5.336104030E-7;1.191967894E-2;2.323942586E-6;5.191174937E-2;1.585881441E-7;3.542509200E-3
1.498125000E2;1.567549912E-7;3.518175346E-3;6.567229261E-7;1.473934826E-2;7.992025091E-6;1.793712941E-1;6.002023938E-7;1.347081358E-2;2.366295608E-6;5.310863024E-2;1.682637532E-7;3.776475525E-3
1.501666667E2;1.754351671E-7;3.956067892E-3;8.142577411E-7;1.836153468E-2;8.806849189E-6;1.985946938E-1;6.995540155E-7;1.577496248E-2;2.438867669E-6;5.499653369E-2;1.868536160E-7;4.213554232E-3
1.505208333E2;1.942624543E-7;4.401311428E-3;1.065811684E-6;2.414758510E-2;9.955390560E-6;2.255545179E-1;8.419561447E-7;1.907579730E-2;2.548022927E-6;5.772933564E-2;2.126567997E-7;4.818063306E-3
1.508750000E2;2.086707966E-7;4.750028772E-3;1.379290195E-6;3.139714909E-2;1.115690943E-5;2.539676928E-1;1.026998313E-6;2.337783539E-2;2.666836957E-6;6.070591804E-2;2.404337221E-7;5.473056682E-3
1.512291667E2;2.134772526E-7;4.882280452E-3;1.700438828E-6;3.888947955E-2;1.208975631E-5;2.764958804E-1;1.240174440E-6;2.836311295E-2;2.743427843E-6;6.274291039E-2;2.633141552E-7;6.022063415E-3
1.515833333E2;2.054754897E-7;4.721314492E-3;1.971787176E-6;4.530675353E-2;1.252047975E-5;2.876894105E-1;1.453632077E-6;3.340084115E-2;2.722163664E-6;6.254853450E-2;2.752670446E-7;6.324950428E-3
1.519375000E2;1.853335190E-7;4.278425010E-3;2.154386769E-6;4.973402697E-2;1.240012707E-5;2.862569818E-1;1.631569661E-6;3.766479199E-2;2.568270908E-6;5.928854394E-2;2.731447516E-7;6.305547657E-3
1.522916667E2;1.575801822E-7;3.654718044E-3;2.240934138E-6;5.197342912E-2;1.186248686E-5;2.751237126E-1;1.739197487E-6;4.033677553E-2;2.284453759E-6;5.298276888E-2;2.576775669E-7;5.976251837E-3
1.526458333E2;1.286551349E-7;2.997761189E-3;2.251020287E-6;5.245046192E-2;1.112477792E-5;2.592156739E-1;1.752450778E-6;4.083341823E-2;1.912247947E-6;4.455681218E-2;2.331792377E-7;5.433251224E-3
1.530000000E2;1.041985814E-7;2.439184592E-3;2.214550678E-6;5.184041683E-2;1.036174188E-5;2.425580156E-1;1.664940956E-6;3.897460285E-2;1.518759692E-6;3.555264562E-2;2.060421842E-7;4.823241491E-3
1.533541667E2;8.706966318E-8;2.047660842E-3;2.160146267E-6;5.080124076E-2;9.633309701E-6;2.265513651E-1;1.489583751E-6;3.503128651E-2;1.176467208E-6;2.766756807E-2;1.825034558E-7;4.292025101E-3
1.537083333E2;7.697489775E-8;1.818628312E-3;2.114457263E-6;4.995669958E-2;8.898127636E-6;2.102294035E-1;1.254501327E-6;2.963916414E-2;9.455628750E-7;2.234010652E-2;1.665110406E-7;3.934031763E-3
1.540625000E2;7.156093233E-8;1.698516899E-3;2.103789718E-6;4.993398312E-2;8.082655604E-6;1.918438830E-1;9.951557449E-7;2.362027428E-2;8.644095920E-7;2.051698114E-2;1.585532654E-7;3.763302013E-3
1.544166667E2;6.810470261E-8;1.623923054E-3;2.148300076E-6;5.122515609E-2;7.158480581E-6;1.706904399E-1;7.457765930E-7;1.778267515E-2;9.473578274E-7;2.258928029E-2;1.559951764E-7;3.719628067E-3
1.547708333E2;6.491627225E-8;1.555005090E-3;2.252931944E-6;5.396675623E-2;6.196222034E-6;1.484243698E-1;5.328605644E-7;1.276414774E-2;1.185328586E-6;2.839337380E-2;1.547977096E-7;3.708026015E-3
1.551250000E2;6.198671956E-8;1.491633891E-3;2.406348062E-6;5.790579577E-2;5.366632961E-6;1.291413978E-1;3.722863056E-7;8.958610404E-3;1.546190307E-6;3.720716116E-2;1.517822198E-7;3.652451762E-3
1.554791667E2;6.082904262E-8;1.470467363E-3;2.586416822E-6;6.252344867E-2;4.887332992E-6;1.181452699E-1;2.699337113E-7;6.525315795E-3;1.976192570E-6;4.777202717E-2;1.462894887E-7;3.536368639E-3
1.558333333E2;6.361992452E-8;1.544948014E-3;2.766432238E-6;6.718011731E-2;4.944324029E-6;1.200681021E-1;2.245414688E-7;5.452771266E-3;2.406402502E-6;5.843714521E-2;1.403349209E-7;3.407897118E-3
1.561875000E2;7.193748470E-8;1.754881500E-3;2.922241946E-6;7.128673389E-2;5.620137335E-6;1.371006378E-1;2.311830130E-7;5.639602139E-3;2.765572290E-6;6.746485046E-2;1.372667515E-7;3.348558594E-3
1.565416667E2;8.578918122E-8;2.102289057E-3;3.040556095E-6;7.450971922E-2;6.838102969E-6;1.675697196E-1;2.841305262E-7;6.962701910E-3;2.996179815E-6;7.342226545E-2;1.396992375E-7;3.423370803E-3
1.568958333E2;1.036409101E-7;2.551255995E-3;3.117169472E-6;7.673318673E-2;8.338797211E-6;2.052703548E-1;3.783325790E-7;9.313149216E-3;3.067374067E-6;7.550740797E-2;1.478786331E-7;3.640225168E-3
1.572500000E2;1.234960531E-7;3.053756373E-3;3.144933105E-6;7.776652992E-2;9.729619085E-6;2.405897640E-1;5.091482298E-7;1.258999467E-2;2.979623249E-6;7.367882012E-2;1.592960800E-7;3.939003774E-3
1.576041667E2;1.442257144E-7;3.582433099E-3;3.109853769E-6;7.724588588E-2;1.062070292E-5;2.638084188E-1;6.705076681E-7;1.665478915E-2;2.760479772E-6;6.856775954E-2;1.696422568E-7;4.213756459E-3
1.579583333E2;1.660570197E-7;4.143261311E-3;3.004158934E-6;7.495627409E-2;1.079249604E-5;2.692817886E-1;8.524340630E-7;2.126894171E-2;2.455419229E-6;6.126476021E-2;1.745731273E-7;4.355745307E-3
1.583125000E2;1.896921122E-7;4.754224508E-3;2.838580149E-6;7.114290183E-2;1.030354600E-5;2.582362037E-1;1.039463132E-6;2.605190611E-2;2.119052794E-6;5.310949735E-2;1.713933091E-7;4.295604395E-3
1.586666667E2;2.144926909E-7;5.399877327E-3;2.639184555E-6;6.644176441E-2;9.478571662E-6;2.386240948E-1;1.211357600E-6;3.049606218E-2;1.809628866E-6;4.555760777E-2;1.599184256E-7;4.025964133E-3
1.590208333E2;2.370122916E-7;5.993478053E-3;2.434191230E-6;6.155491607E-2;8.782769702E-6;2.220953905E-1;1.346699665E-6;3.405483670E-2;1.586280734E-6;4.011327303E-2;1.423277344E-7;3.599130436E-3
1.593750000E2;2.512745472E-7;6.382471652E-3;2.243940600E-6;5.699696777E-2;8.638549669E-6;2.194225360E-1;1.428453219E-6;3.628326975E-2;1.506566604E-6;3.826738023E-2;1.223109226E-7;3.106745213E-3
1.597291667E2;2.511629733E-7;6.408023082E-3;2.076622090E-6;5.298170392E-2;9.261557511E-6;2.362938833E-1;1.449301758E-6;3.697662515E-2;1.621470870E-6;4.136924574E-2;1.039307377E-7;2.651627179E-3
1.600833333E2;2.336446222E-7;5.987534474E-3;1.928006517E-6;4.940839373E-2;1.057808797E-5;2.710812078E-1;1.414192585E-6;3.624105181E-2;1.966082578E-6;5.038415651E-2;9.047251662E-8;2.318509654E-3
1.604375000E2;2.007443519E-7;5.167198041E-3;1.787895143E-6;4.602076318E-2;1.225372834E-5;3.154133128E-1;1.338440759E-6;3.445172132E-2;2.545917000E-6;6.553239087E-2;8.360455056E-8;2.151997134E-3
1.607916667E2;1.590329536E-7;4.111631632E-3;1.651318736E-6;4.269312866E-2;1.382840672E-5;3.575190752E-1;1.241822275E-6;3.210602351E-2;3.322951607E-6;8.591145816E-2;8.323667675E-8;2.151997717E-3
1.611458333E2;1.171199189E-7;3.041367666E-3;1.524685564E-6;3.959300364E-2;1.490868342E-5;3.871483870E-1;1.141184661E-6;2.963426000E-2;4.209722087E-6;1.093179773E-1;8.816638842E-8;2.289502976E-3
1.615000000E2;8.270939266E-8;2.157247057E-3;1.418818527E-6;3.700597954E-2;1.532854988E-5;3.998030700E-1;1.045005519E-6;2.725609519E-2;5.079970400E-6;1.324970580E-1;9.714591647E-8;2.533784080E-3
1.618541667E2;6.063838930E-8;1.588530015E-3;1.336106553E-6;3.500167775E-2;1.520010510E-5;3.981936765E-1;9.523108990E-7;2.494747080E-2;5.798756190E-6;1.519086896E-1;1.096850284E-7;2.873393599E-3
1.622083333E2;5.243893310E-8;1.379749264E-3;1.266383527E-6;3.332050514E-2;1.482683556E-5;3.901169273E-1;8.562028291E-7;2.252801790E-2;6.265608243E-6;1.648578232E-1;1.260043241E-7;3.315368243E-3
1.625625000E2;5.699960516E-8;1.506303851E-3;1.192393122E-6;3.151085601E-2;1.452089710E-5;3.837374514E-1;7.499780174E-7;1.981934388E-2;6.455478145E-6;1.705961219E-1;1.460539848E-7;3.859705328E-3
1.629166667E2;7.150273655E-8;1.897814213E-3;1.096291673E-6;2.909759847E-2;1.441859492E-5;3.826960434E-1;6.326080085E-7;1.679058072E-2;6.438545802E-6;1.708908543E-1;1.681961322E-7;4.464234876E-3
1.632708333E2;9.205336478E-8;2.453900146E-3;9.659942884E-7;2.575086235E-2;1.440658727E-5;3.840416555E-1;5.110832280E-7;1.362413216E-2;6.364954935E-6;1.696729270E-1;1.886423676E-7;5.028708451E-3
1.636250000E2;1.141143520E-7;3.055199593E-3;8.035378796E-7;2.151323265E-2;1.421080794E-5;3.804679593E-1;3.990767523E-7;1.068453801E-2;6.415027509E-6;1.717504336E-1;2.023036063E-7;5.416302901E-3
1.639791667E2;1.332142123E-7;3.582019216E-3;6.287797655E-7;1.690736418E-2;1.359695860E-5;3.656108919E-1;3.132644883E-7;8.423421171E-3;6.732008019E-6;1.810180885E-1;2.047312934E-7;5.505053958E-3
1.643333333E2;1.459466415E-7;3.941353920E-3;4.710554465E-7;1.272106169E-2;1.255815608E-5;3.391385862E-1;2.690921610E-7;7.266953403E-3;7.364014666E-6;1.988684889E-1;1.940868788E-7;5.241402423E-3
1.646875000E2;1.507481360E-7;4.088586823E-3;3.569103246E-7;9.680112065E-3;1.137697113E-5;3.085659000E-1;2.769941208E-7;7.512626971E-3;8.239185090E-6;2.234629527E-1;1.721165429E-7;4.668140170E-3
1.650416667E2;1.479829825E-7;4.030871721E-3;3.068779453E-7;8.358972167E-3;1.053157933E-5;2.868670747E-1;3.393492206E-7;9.243449172E-3;9.185249471E-6;2.501947300E-1;1.436758033E-7;3.913549538E-3
1.653958333E2;1.394674374E-7;3.815240769E-3;3.394891722E-7;9.286991680E-3;1.049926004E-5;2.872154654E-1;4.484476921E-7;1.226763716E-2;9.986270587E-6;2.731822380E-1;1.150643059E-7;3.147674033E-3
1.657500000E2;1.278725663E-7;3.513051005E-3;4.748787388E-7;1.304637327E-2;1.154775796E-5;3.172522763E-1;5.861610724E-7;1.610363978E-2;1.045345778E-5;2.871884989E-1;9.206069213E-8;2.529189149E-3
1.661041667E2;1.162212874E-7;3.206614376E-3;7.327458281E-7;2.021689278E-2;1.360256728E-5;3.753029137E-1;7.265017664E-7;2.004461541E-2;1.048161774E-5;2.891940614E-1;7.876842503E-8;2.173267650E-3
1.664583333E2;1.073990370E-7;2.975852978E-3;1.124908724E-6;3.116939471E-2;1.623482042E-5;4.498405204E-1;8.415121775E-7;2.331693644E-2;1.007073010E-5;2.790435836E-1;7.770824559E-8;2.153169344E-3
1.668125000E2;1.035634541E-7;2.881799151E-3;1.644699910E-6;4.576609429E-2;1.877617394E-5;5.224735172E-1;9.091944752E-7;2.529961838E-2;9.309417308E-6;2.590476643E-1;9.058153895E-8;2.520559055E-3
1.671666667E2;1.054906265E-7;2.947903323E-3;2.258772753E-6;6.312071441E-2;2.053063755E-5;5.737223930E-1;9.203595471E-7;2.571916632E-2;8.333974566E-6;2.328903728E-1;1.185490719E-7;3.312817591E-3
1.675208333E2;1.120933883E-7;3.145702492E-3;2.907561294E-6;8.159556017E-2;2.100843018E-5;5.895643998E-1;8.810650342E-7;2.472553035E-2;7.283716258E-6;2.044046017E-1;1.612793894E-7;4.526020535E-3
1.678750000E2;1.205412983E-7;3.397096751E-3;3.517611278E-6;9.913337601E-2;2.008277164E-5;5.659729842E-1;8.094751198E-7;2.281264047E-2;6.269893083E-6;1.766982248E-1;2.152041293E-7;6.064886134E-3
1.682291667E2;1.272455662E-7;3.601183452E-3;4.022764159E-6;1.138484597E-1;1.800796421E-5;5.096443410E-1;7.289020127E-7;2.062869414E-2;5.365207097E-6;1.518410078E-1;2.723992956E-7;7.709186770E-3
1.685833333E2;1.293297234E-7;3.675594748E-3;4.382312191E-6;1.245468037E-1;1.530048551E-5;4.348450045E-1;6.607888578E-7;1.877984419E-2;4.609903521E-6;1.310150267E-1;3.215590480E-7;9.138817563E-3
1.689375000E2;1.257577246E-7;3.589110232E-3;4.586021704E-6;1.308845041E-1;1.253774375E-5;3.578256884E-1;6.209180978E-7;1.772092732E-2;4.023818772E-6;1.148393005E-1;3.513923495E-7;1.002869510E-2
1.692916667E2;1.176740342E-7;3.372498800E-3;4.647316497E-6;1.331905498E-1;1.016346929E-5;2.912816596E-1;6.200045949E-7;1.776912610E-2;3.614263061E-6;1.035835808E-1;3.551077141E-7;1.017726933E-2
1.696458333E2;1.080627558E-7;3.110014640E-3;4.595462822E-6;1.322560817E-1;8.385626810E-6;2.413358974E-1;6.671570948E-7;1.920058689E-2;3.376088601E-6;9.716284670E-2;3.335996459E-7;9.600900655E-3
1.700000000E2;1.009157702E-7;2.916465759E-3;4.474689630E-6;1.293185303E-1;7.193482728E-6;2.078916508E-1;7.729295402E-7;2.233766371E-2;3.287024711E-6;9.499501416E-2;2.955106180E-7;8.540256860E-3
1.703541667E2;9.993365709E-8;2.900128903E-3;4.349099343E-6;1.262132206E-1;6.444786556E-6;1.870311996E-1;9.488814469E-7;2.753705398E-2;3.304307402E-6;9.589279208E-2;2.542702903E-7;7.379061663E-3
1.707083333E2;1.070636564E-7;3.119977884E-3;4.299750737E-6;1.253004770E-1;5.954666625E-6;1.735269354E-1;1.202600308E-6;3.504537854E-2;3.367789849E-6;9.814189244E-2;2.238157602E-7;6.522290063E-3
1.710625000E2;1.215199489E-7;3.555962790E-3;4.403603212E-6;1.288599057E-1;5.558977535E-6;1.626689069E-1;1.529980639E-6;4.477087319E-2;3.411178780E-6;9.981920597E-2;2.148447377E-7;6.286868121E-3
1.714166667E2;1.397748236E-7;4.107097796E-3;4.694555332E-6;1.379432816E-1;5.160822378E-6;1.516439203E-1;1.908385044E-6;5.607536327E-2;3.378989787E-6;9.928713305E-2;2.324275424E-7;6.829575044E-3
