"Distance (cm)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
3.400000000E1;1.940549262E-6;2.243274947E-3;3.358645690E-6;3.882594417E-3;2.595874126E-5;3.000830489E-2;5.911908246E-7;6.834165933E-4;6.043982663E-6;6.986843958E-3;2.066226410E-7;2.388557730E-4
3.435416667E1;2.112615659E-6;2.493327522E-3;3.173654340E-6;3.745574676E-3;2.645557166E-5;3.122309762E-2;7.362997925E-7;8.689874705E-4;5.797802552E-6;6.842617404E-3;1.549320668E-7;1.828521836E-4
3.470833333E1;2.355700712E-6;2.837838214E-3;2.844877422E-6;3.427133940E-3;2.472308861E-5;2.978312367E-2;9.066037646E-7;1.092156909E-3;5.684402318E-6;6.847819862E-3;1.479416102E-7;1.782205833E-4
3.506250000E1;2.672909268E-6;3.286018273E-3;2.464727260E-6;3.030083704E-3;2.116356699E-5;2.601804284E-2;1.107607726E-6;1.361669574E-3;5.717615655E-6;7.029116080E-3;1.872944552E-7;2.302558525E-4
3.541666667E1;3.091160285E-6;3.877366850E-3;2.108517575E-6;2.644798520E-3;1.660905795E-5;2.083341036E-2;1.336525685E-6;1.676457999E-3;5.846019562E-6;7.332897802E-3;2.796465259E-7;3.507719010E-4
3.577083333E1;3.653560914E-6;4.674923065E-3;1.813136320E-6;2.320003143E-3;1.199479475E-5;1.534796982E-2;1.576411014E-6;2.017100682E-3;5.981558306E-6;7.653717988E-3;4.337664006E-7;5.550268899E-4
3.612500000E1;4.380966875E-6;5.717230225E-3;1.579792363E-6;2.061653718E-3;8.050312387E-6;1.050578345E-2;1.795360964E-6;2.342974111E-3;6.033893154E-6;7.874324846E-3;6.542243576E-7;8.537730090E-4
3.647916667E1;5.226042614E-6;6.954449601E-3;1.390915641E-6;1.850932615E-3;5.148510768E-6;6.851275679E-3;1.952891261E-6;2.598770208E-3;5.939184561E-6;7.903448699E-3;9.340527311E-7;1.242971618E-3
3.683333333E1;6.060067633E-6;8.221660090E-3;1.227955855E-6;1.665960887E-3;3.339690697E-6;4.530939814E-3;2.012038183E-6;2.729721025E-3;5.678285006E-6;7.703697721E-3;1.249744801E-6;1.695521828E-3
3.718750000E1;6.716287572E-6;9.288022296E-3;1.081697225E-6;1.495890078E-3;2.489003021E-6;3.442067556E-3;1.952342815E-6;2.699914707E-3;5.282720036E-6;7.305527191E-3;1.561818475E-6;2.159854631E-3
3.754166667E1;7.072287332E-6;9.967517237E-3;9.521563494E-7;1.341947008E-3;2.404843673E-6;3.389330727E-3;1.777794327E-6;2.505581966E-3;4.828431793E-6;6.805079441E-3;1.822096590E-6;2.568020545E-3
3.789583333E1;7.119263407E-6;1.022393277E-2;8.424127873E-7;1.209784104E-3;2.890524046E-6;4.151064772E-3;1.516054186E-6;2.177196599E-3;4.419275372E-6;6.346495660E-3;1.985883496E-6;2.851915739E-3
3.825000000E1;6.967555762E-6;1.019396955E-2;7.547591372E-7;1.104259790E-3;3.732467789E-6;5.460833655E-3;1.209565941E-6;1.769670569E-3;4.164250413E-6;6.092558620E-3;2.024665436E-6;2.962212074E-3
3.860416667E1;6.778417169E-6;1.010175095E-2;6.913073971E-7;1.030242752E-3;4.686886102E-6;6.984780512E-3;9.028266914E-7;1.345466082E-3;4.153074921E-6;6.189251487E-3;1.934420141E-6;2.882830905E-3
3.895833333E1;6.663858364E-6;1.011408260E-2;6.532446927E-7;9.914632665E-4;5.511730989E-6;8.365439278E-3;6.312043874E-7;9.580115548E-4;4.434528034E-6;6.730512622E-3;1.736465531E-6;2.635523574E-3
3.931250000E1;6.620455769E-6;1.023173336E-2;6.379723647E-7;9.859688451E-4;6.037053382E-6;9.330100925E-3;4.150430653E-7;6.414377086E-4;5.001506974E-6;7.729692269E-3;1.470928265E-6;2.273279413E-3
3.966666667E1;6.540322144E-6;1.029083354E-2;6.385807327E-7;1.004771306E-3;6.226585267E-6;9.797185996E-3;2.598171564E-7;4.088078613E-4;5.786733350E-6;9.105103441E-3;1.185841645E-6;1.865855948E-3
4.002083333E1;6.289615291E-6;1.007386989E-2;6.488090741E-7;1.039176149E-3;6.191302340E-6;9.916405268E-3;1.605938672E-7;2.572179137E-4;6.672425549E-6;1.068700448E-2;9.260352118E-7;1.483200133E-3
4.037500000E1;5.800155320E-6;9.455068819E-3;6.716931510E-7;1.094954293E-3;6.143507974E-6;1.001478193E-2;1.078801362E-7;1.758597926E-4;7.513887089E-6;1.224869260E-2;7.250220008E-7;1.181887818E-3
4.072916667E1;5.114186202E-6;8.483744583E-3;7.254079285E-7;1.203353836E-3;6.318436565E-6;1.048143338E-2;9.234503961E-8;1.531879557E-4;8.172508605E-6;1.355708863E-2;6.009409930E-7;9.968799908E-4
4.108333333E1;4.357910011E-6;7.355456043E-3;8.386900096E-7;1.415574779E-3;6.902100516E-6;1.164964325E-2;1.070289052E-7;1.806476970E-4;8.548811690E-6;1.442902870E-2;5.557462891E-7;9.380109710E-4
4.143750000E1;3.669030898E-6;6.299969699E-3;1.035154898E-6;1.777429700E-3;7.996239444E-6;1.373007413E-2;1.469502847E-7;2.523233972E-4;8.604591461E-6;1.477465494E-2;5.764790991E-7;9.898528949E-4
4.179166667E1;3.130915132E-6;5.468279168E-3;1.313962637E-6;2.294892775E-3;9.606428157E-6;1.677804372E-2;2.069937902E-7;3.615236386E-4;8.365802834E-6;1.461123775E-2;6.382772269E-7;1.114778880E-3
4.214583333E1;2.752602768E-6;4.889369208E-3;1.639951420E-6;2.912998587E-3;1.162622654E-5;2.065133215E-2;2.795249797E-7;4.965121900E-4;7.904850145E-6;1.404115819E-2;7.095992235E-7;1.260440712E-3
4.250000000E1;2.494714035E-6;4.506077225E-3;1.951755868E-6;3.525359036E-3;1.381813357E-5;2.495900376E-2;3.533616299E-7;6.382594440E-4;7.309797974E-6;1.320332259E-2;7.596756405E-7;1.372164126E-3
4.285416667E1;2.310576610E-6;4.243326811E-3;2.186440619E-6;4.015353595E-3;1.581898940E-5;2.905125133E-2;4.151274619E-7;7.623731154E-4;6.654078812E-6;1.222008000E-2;7.666635368E-7;1.407961946E-3
4.320833333E1;2.171306655E-6;4.053742824E-3;2.308321996E-6;4.309544993E-3;1.720202858E-5;3.211550047E-2;4.527519567E-7;8.452698245E-4;5.979503361E-6;1.116349401E-2;7.236301282E-7;1.350988554E-3
4.356250000E1;2.064998472E-6;3.918729854E-3;2.326007538E-6;4.414044516E-3;1.760059610E-5;3.340049997E-2;4.594064289E-7;8.718116320E-4;5.298214085E-6;1.005437534E-2;6.397420537E-7;1.214032997E-3
4.391666667E1;1.981390595E-6;3.821455754E-3;2.286104736E-6;4.409149876E-3;1.685257159E-5;3.250311010E-2;4.357139539E-7;8.403500049E-4;4.609814904E-6;8.890828358E-3;5.358523421E-7;1.033484272E-3
4.427083333E1;1.900443866E-6;3.724692635E-3;2.247578667E-6;4.405044453E-3;1.508553442E-5;2.956623975E-2;3.890197018E-7;7.624423137E-4;3.923177704E-6;7.689062204E-3;4.365204142E-7;8.555392775E-4
4.462500000E1;1.795801623E-6;3.576142516E-3;2.254217805E-6;4.489028204E-3;1.267972274E-5;2.525028100E-2;3.302222953E-7;6.576015829E-4;3.271393837E-6;6.514623017E-3;3.623084691E-7;7.214976887E-4
4.497916667E1;1.649427434E-6;3.336998593E-3;2.323183876E-6;4.700092388E-3;1.011784255E-5;2.046966460E-2;2.699233209E-7;5.460887358E-4;2.712522704E-6;5.487773672E-3;3.258783354E-7;6.592927488E-4
4.533333333E1;1.463295829E-6;3.007235516E-3;2.451844577E-6;5.038813033E-3;7.805122309E-6;1.604039358E-2;2.157098372E-7;4.433076833E-4;2.316004295E-6;4.759646161E-3;3.325175458E-7;6.833605029E-4
4.568750000E1;1.257379114E-6;2.624587347E-3;2.629957700E-6;5.489636041E-3;5.956833810E-6;1.243398309E-2;1.714956486E-7;3.579710402E-4;2.140710803E-6;4.468407677E-3;3.825556991E-7;7.985267418E-4
4.604166667E1;1.057259211E-6;2.241215154E-3;2.845070950E-6;6.031081176E-3;4.596848514E-6;9.744560688E-3;1.386740543E-7;2.939661235E-4;2.213693631E-6;4.692665392E-3;4.723620365E-7;1.001329611E-3
4.639583333E1;8.837146675E-7;1.902260643E-3;3.077883195E-6;6.625369341E-3;3.640833359E-6;7.837160864E-3;1.179152117E-7;2.538211423E-4;2.517687364E-6;5.419506725E-3;5.927382469E-7;1.275912554E-3
4.675000000E1;7.512358680E-7;1.641872942E-3;3.296135795E-6;7.203910789E-3;3.001956181E-6;6.560962855E-3;1.101925521E-7;2.408327097E-4;2.992083281E-6;6.539385016E-3;7.265739293E-7;1.587972733E-3
4.710416667E1;6.714507914E-7;1.489816706E-3;3.460746797E-6;7.678713704E-3;2.665233909E-6;5.913627706E-3;1.163020551E-7;2.580512927E-4;3.547786123E-6;7.871836781E-3;8.489495189E-7;1.883651330E-3
4.745833333E1;6.538995320E-7;1.472773602E-3;3.547990692E-6;7.991116030E-3;2.703401985E-6;6.088854455E-3;1.354457271E-7;3.050635176E-4;4.091257041E-6;9.214711242E-3;9.318628118E-7;2.098828463E-3
4.781250000E1;7.015840124E-7;1.603845717E-3;3.573506871E-6;8.169162339E-3;3.241525180E-6;7.410240522E-3;1.641254103E-7;3.751964579E-4;4.548934099E-6;1.039902327E-2;9.528753107E-7;2.178306460E-3
4.816666667E1;8.047411704E-7;1.867021869E-3;3.593094212E-6;8.336078380E-3;4.387527727E-6;1.017918620E-2;1.962563366E-7;4.553201525E-4;4.882939801E-6;1.132855598E-2;9.036894706E-7;2.096584674E-3
4.852083333E1;9.387589957E-7;2.210093331E-3;3.671691647E-6;8.644158147E-3;6.155614846E-6;1.449198717E-2;2.249179904E-7;5.295179624E-4;5.092554237E-6;1.198925412E-2;7.937633307E-7;1.868734203E-3
4.887500000E1;1.070863060E-6;2.558040867E-3;3.842405670E-6;9.178606581E-3;8.403168233E-6;2.007319942E-2;2.454292120E-7;5.862728651E-4;5.202749020E-6;1.242814801E-2;6.467020497E-7;1.544819626E-3
4.922916667E1;1.174089494E-6;2.845418629E-3;4.089653663E-6;9.911320029E-3;1.080700751E-5;2.619089995E-2;2.584793985E-7;6.264276269E-4;5.246493904E-6;1.271493490E-2;4.915164639E-7;1.191195484E-3
4.958333333E1;1.239534097E-6;3.047403185E-3;4.367728081E-6;1.073808982E-2;1.291152853E-5;3.174308256E-2;2.715625732E-7;6.676384722E-4;5.249327764E-6;1.290550876E-2;3.533880235E-7;8.688069098E-4
4.993750000E1;1.276949989E-6;3.184399023E-3;4.634413274E-6;1.155708620E-2;1.425155265E-5;3.553986508E-2;2.976130224E-7;7.421736371E-4;5.221727725E-6;1.302170391E-2;2.478869720E-7;6.181691047E-4
5.029166667E1;1.303150562E-6;3.295995821E-3;4.870371081E-6;1.231839451E-2;1.450881649E-5;3.669644930E-2;3.512409702E-7;8.883768336E-4;5.159062012E-6;1.304856655E-2;1.799410836E-7;4.551162981E-4
5.064583333E1;1.328062022E-6;3.406479663E-3;5.071971912E-6;1.300961016E-2;1.363307072E-5;3.496883231E-2;4.442422113E-7;1.139481465E-3;5.045763285E-6;1.294238502E-2;1.464183334E-7;3.755630888E-4
5.100000000E1;1.349003017E-6;3.508756848E-3;5.224159314E-6;1.358803838E-2;1.186850454E-5;3.086998031E-2;5.823363814E-7;1.514656928E-3;4.860558103E-6;1.264231163E-2;1.399439661E-7;3.639942557E-4
5.135416667E1;1.356406064E-6;3.577182480E-3;5.279930900E-6;1.392450006E-2;9.670513306E-6;2.550356541E-2;7.644849215E-7;2.016138191E-3;4.582394090E-6;1.208492080E-2;1.519577372E-7;4.007506083E-4
5.170833333E1;1.346937681E-6;3.601376963E-3;5.172338822E-6;1.382954990E-2;7.553336436E-6;2.019574641E-2;9.846618007E-7;2.632741199E-3;4.197987815E-6;1.122437721E-2;1.744980376E-7;4.665644309E-4
5.206250000E1;1.335839180E-6;3.620797316E-3;4.858642132E-6;1.316936848E-2;5.933637592E-6;1.608314787E-2;1.234130285E-6;3.345114959E-3;3.710648043E-6;1.005772601E-2;2.015345301E-7;5.462601311E-4
5.241666667E1;1.358546352E-6;3.732615536E-3;4.364434758E-6;1.199131481E-2;5.029173608E-6;1.381768941E-2;1.501743268E-6;4.126050058E-3;3.147289729E-6;8.647200387E-3;2.305247463E-7;6.333683412E-4
5.277083333E1;1.455584598E-6;4.053455004E-3;3.792473547E-6;1.056113186E-2;4.836103673E-6;1.346739218E-2;1.771234879E-6;4.932465549E-3;2.559191772E-6;7.126737055E-3;2.634357212E-7;7.336054831E-4
5.312500000E1;1.646540658E-6;4.646975099E-3;3.287723119E-6;9.278827943E-3;5.175519780E-6;1.460669157E-2;2.017533295E-6;5.694014866E-3;2.014002244E-6;5.684049302E-3;3.058235467E-7;8.631152831E-4
5.347916667E1;1.909913090E-6;5.462392057E-3;2.980235267E-6;8.523536246E-3;5.783563481E-6;1.654111456E-2;2.206269364E-6;6.309977303E-3;1.580233589E-6;4.519501672E-3;3.636162321E-7;1.039950157E-3
5.383333333E1;2.184045946E-6;6.329425818E-3;2.937015951E-6;8.511553811E-3;6.413966825E-6;1.858785402E-2;2.299745243E-6;6.664725596E-3;1.309719391E-6;3.795603176E-3;4.390075011E-7;1.272255933E-3
5.418750000E1;2.390765268E-6;7.019968569E-3;3.145702964E-6;9.236680920E-3;6.925990767E-6;2.033668388E-2;2.268659098E-6;6.661430033E-3;1.224313437E-6;3.594933373E-3;5.275261472E-7;1.548967196E-3
5.454166667E1;2.469119722E-6;7.345121058E-3;3.538383713E-6;1.052596053E-2;7.338254780E-6;2.182979191E-2;2.104773079E-6;6.261265071E-3;1.311714459E-6;3.902079518E-3;6.178244833E-7;1.837900197E-3
5.489583333E1;2.400741441E-6;7.234760413E-3;4.046573220E-6;1.219456091E-2;7.841052939E-6;2.362942482E-2;1.828023008E-6;5.508843337E-3;1.531200135E-6;4.614352023E-3;6.945356745E-7;2.093019730E-3
5.525000000E1;2.213081420E-6;6.755569353E-3;4.656875621E-6;1.421540389E-2;8.753035096E-6;2.671918670E-2;1.483607267E-6;4.528803908E-3;1.827313962E-6;5.577990075E-3;7.430282554E-7;2.268140189E-3
5.560416667E1;1.959702262E-6;6.059053213E-3;5.428334134E-6;1.678345023E-2;1.041056525E-5;3.218762875E-2;1.129713166E-6;3.492873547E-3;2.147000403E-6;6.638145980E-3;7.538611390E-7;2.330805473E-3
5.595833333E1;1.691257006E-6;5.295892373E-3;6.448715341E-6;2.019308850E-2;1.300653511E-5;4.072781953E-2;8.214401282E-7;2.572204281E-3;2.454266958E-6;7.685132196E-3;7.251662580E-7;2.270738535E-3
5.631250000E1;1.435765339E-6;4.552952100E-3;7.748183946E-6;2.457024795E-2;1.643541877E-5;5.211831793E-2;5.976746243E-7;1.895284600E-3;2.736046873E-6;8.676271826E-3;6.626016073E-7;2.101174404E-3
5.666666667E1;1.197955446E-6;3.846768042E-3;9.219315067E-6;2.960424505E-2;2.022551340E-5;6.494637080E-2;4.748954902E-7;1.524942185E-3;2.995542393E-6;9.619019462E-3;5.775271604E-7;1.854503882E-3
5.702083333E1;9.726974111E-7;3.162604467E-3;1.059664369E-5;3.445366698E-2;2.361814825E-5;7.679146703E-2;4.476776045E-7;1.455567966E-3;3.235956256E-6;1.052130868E-2;4.841157056E-7;1.574041912E-3
5.737500000E1;7.595697358E-7;2.500420492E-3;1.152349890E-5;3.793409800E-2;2.579383537E-5;8.491048482E-2;4.933711909E-7;1.624123998E-3;3.443393752E-6;1.133527561E-2;3.959587488E-7;1.303452893E-3
5.772916667E1;5.684679263E-7;1.894508434E-3;1.168911957E-5;3.895582248E-2;2.617007804E-5;8.721588550E-2;5.785971666E-7;1.928265715E-3;3.580089854E-6;1.193121038E-2;3.228947765E-7;1.076097435E-3
5.808333333E1;4.146805124E-7;1.398996702E-3;1.096680055E-5;3.699840562E-2;2.463886986E-5;8.312350505E-2;6.665327772E-7;2.248664041E-3;3.594115016E-6;1.212537098E-2;2.689661100E-7;9.074038676E-4
5.843750000E1;3.091215796E-7;1.055632082E-3;9.473669868E-6;3.235202750E-2;2.162388350E-5;7.384429512E-2;7.246596540E-7;2.474670258E-3;3.442265434E-6;1.175513476E-2;2.322408009E-7;7.930887272E-4
5.879166667E1;2.515314053E-7;8.694082585E-4;7.520316329E-6;2.599367310E-2;1.792073038E-5;6.194228896E-2;7.320621833E-7;2.530343705E-3;3.114341421E-6;1.076459676E-2;2.067193678E-7;7.145172404E-4
5.914583333E1;2.308422230E-7;8.075390975E-4;5.485248389E-6;1.918865828E-2;1.439278491E-5;5.034926622E-2;6.841603517E-7;2.393349994E-3;2.645424531E-6;9.254302400E-3;1.855999312E-7;6.492711731E-4
5.950000000E1;2.309152356E-7;8.174976629E-4;3.684207688E-6;1.304301627E-2;1.167330129E-5;4.132640490E-2;5.928189437E-7;2.098727265E-3;2.109116363E-6;7.466799205E-3;1.644584424E-7;5.822240007E-4
5.985416667E1;2.367762819E-7;8.482560656E-4;2.293796931E-6;8.217576288E-3;1.000963691E-5;3.585973710E-2;4.815726064E-7;1.725244104E-3;1.595183195E-6;5.714777722E-3;1.428612730E-7;5.118035487E-4
6.020833333E1;2.382892999E-7;8.638090546E-4;1.346784707E-6;4.882153016E-3;9.302719266E-6;3.372276110E-2;3.780503674E-7;1.370448990E-3;1.182885207E-6;4.288010215E-3;1.239558404E-7;4.493453015E-4
6.056250000E1;2.312662899E-7;8.482422924E-4;7.779565646E-7;2.853401851E-3;9.296380797E-6;3.409741801E-2;3.067769139E-7;1.125201398E-3;9.209850796E-7;3.378004185E-3;1.127900085E-7;4.136930438E-4
6.091666667E1;2.168726907E-7;8.047799159E-4;4.837731416E-7;1.795204859E-3;9.788402810E-6;3.632319940E-2;2.844404824E-7;1.055513199E-3;8.201553669E-7;3.043465569E-3;1.145098892E-7;4.249279089E-4
6.127083333E1;1.995932997E-7;7.492962037E-4;3.670627039E-7;1.377995609E-3;1.073880774E-5;4.031471941E-2;3.176871116E-7;1.192633956E-3;8.565056647E-7;3.215420778E-3;1.329346217E-7;4.990518597E-4
6.162500000E1;1.843856934E-7;7.002305998E-4;3.576449071E-7;1.358206829E-3;1.221637799E-5;4.639341335E-2;4.023172100E-7;1.527856181E-3;9.822625364E-7;3.730280113E-3;1.693400341E-7;6.430925928E-4
6.197916667E1;1.745586245E-7;6.705524854E-4;4.148209983E-7;1.593500476E-3;1.423216254E-5;5.467167255E-2;5.233071778E-7;2.010241142E-3;1.139676613E-6;4.377973229E-3;2.212766437E-7;8.500158830E-4
6.233333333E1;1.715307556E-7;6.664732214E-4;5.190340191E-7;2.016677846E-3;1.658019255E-5;6.442141705E-2;6.564172120E-7;2.550472610E-3;1.275352527E-6;4.955311392E-3;2.818771284E-7;1.095217923E-3
6.268750000E1;1.759822460E-7;6.915614194E-4;6.597319415E-7;2.592563557E-3;1.879871190E-5;7.387372405E-2;7.725435600E-7;3.035881931E-3;1.352381746E-6;5.314485187E-3;3.404794228E-7;1.337989702E-3
6.304166667E1;1.888366566E-7;7.504844103E-4;8.228376438E-7;3.270163934E-3;2.029301925E-5;8.064956697E-2;8.448367869E-7;3.357594067E-3;1.357601196E-6;5.395448912E-3;3.851064929E-7;1.530510148E-3
6.339583333E1;2.112979884E-7;8.492133100E-4;9.828315519E-7;3.950031147E-3;2.056176316E-5;8.263837764E-2;8.566344348E-7;3.442840935E-3;1.301564241E-6;5.231027923E-3;4.063276517E-7;1.633043706E-3
6.375000000E1;2.447532929E-7;9.946926795E-4;1.104142670E-6;4.487304820E-3;1.940569365E-5;7.886595184E-2;8.070177748E-7;3.279770676E-3;1.210343519E-6;4.918911709E-3;4.009424685E-7;1.629455251E-3
6.410416667E1;2.918201033E-7;1.199189244E-3;1.152553911E-6;4.736240711E-3;1.700981601E-5;6.989918850E-2;7.112606539E-7;2.922814832E-3;1.112520586E-6;4.571730001E-3;3.734789857E-7;1.534753698E-3
6.445833333E1;3.582515226E-7;1.488490917E-3;1.109670164E-6;4.610542748E-3;1.386681323E-5;5.761489969E-2;5.958402598E-7;2.475642834E-3;1.027946942E-6;4.270992837E-3;3.344115845E-7;1.389438913E-3
6.481250000E1;4.533605387E-7;1.904413551E-3;9.815559427E-7;4.123182939E-3;1.059263652E-5;4.449606616E-2;4.901031251E-7;2.058756670E-3;9.643078799E-7;4.050729689E-3;2.957554479E-7;1.242368126E-3
6.516666667E1;5.863307650E-7;2.489967602E-3;7.965783549E-7;3.382824874E-3;7.727020507E-6;3.281429506E-2;4.181278222E-7;1.775661100E-3;9.224148939E-7;3.917214205E-3;2.662251401E-7;1.130576823E-3
6.552083333E1;7.585608586E-7;3.256486292E-3;5.938174645E-7;2.549246262E-3;5.606216853E-6;2.406737459E-2;3.935773080E-7;1.689619354E-3;9.055057310E-7;3.887317631E-3;2.483114580E-7;1.065996024E-3
6.587500000E1;9.564086636E-7;4.150350340E-3;4.086601776E-7;1.773387226E-3;4.346063248E-6;1.885980937E-2;4.185352657E-7;1.816240325E-3;9.253909989E-7;4.015748699E-3;2.384546301E-7;1.034777593E-3
6.622916667E1;1.150719212E-6;5.047402575E-3;2.631272941E-7;1.154155912E-3;3.914093658E-6;1.716839887E-2;4.856191555E-7;2.130072524E-3;1.000857838E-6;4.390065256E-3;2.298106597E-7;1.008019075E-3
6.658333333E1;1.306577344E-6;5.792501963E-3;1.641177760E-7;7.275899465E-4;4.224968864E-6;1.873072464E-2;5.816756124E-7;2.578765921E-3;1.148630831E-6;5.092271329E-3;2.160542395E-7;9.578419623E-4
6.693750000E1;1.399580946E-6;6.271002844E-3;1.081789894E-7;4.847099071E-4;5.192546217E-6;2.326587268E-2;6.913968695E-7;3.097892799E-3;1.372235393E-6;6.148477567E-3;1.944577911E-7;8.712931998E-4
6.729166667E1;1.428908256E-6;6.470337213E-3;8.903702859E-8;4.031746596E-4;6.708828669E-6;3.037870600E-2;7.997246321E-7;3.621287810E-3;1.655590222E-6;7.496791329E-3;1.670554119E-7;7.564550376E-4
6.764583333E1;1.417859685E-6;6.488067457E-3;1.035555397E-7;4.738658800E-4;8.583664325E-6;3.927849403E-2;8.929386984E-7;4.086050666E-3;1.964961736E-6;8.991583884E-3;1.398204225E-7;6.398124882E-4
6.800000000E1;1.399889974E-6;6.473091240E-3;1.538371277E-7;7.113428784E-4;1.050222804E-5;4.856230247E-2;9.589829353E-7;4.434337093E-3;2.257828752E-6;1.044020015E-2;1.209652595E-7;5.593433601E-4
6.835416667E1;1.397934514E-6;6.531558389E-3;2.469079544E-7;1.153626085E-3;1.205615888E-5;5.632989591E-2;9.879984032E-7;4.616217135E-3;2.493356677E-6;1.164969071E-2;1.198075688E-7;5.597759573E-4
6.870833333E1;1.409925938E-6;6.656027814E-3;3.934564444E-7;1.857442981E-3;1.286047677E-5;6.071218976E-2;9.736984283E-7;4.596669687E-3;2.639897001E-6;1.246251834E-2;1.467187620E-7;6.926350771E-4
6.906250000E1;1.409907585E-6;6.724735974E-3;6.037995025E-7;2.879899561E-3;1.270303177E-5;6.058874753E-2;9.154317875E-7;4.366269916E-3;2.678193284E-6;1.277398811E-2;2.130629289E-7;1.016231105E-3
6.941666667E1;1.364049709E-6;6.572910336E-3;8.791204764E-7;4.236194641E-3;1.163601902E-5;5.607017781E-2;8.200843485E-7;3.951718809E-3;2.601921725E-6;1.253781156E-2;3.291456087E-7;1.586045259E-3
6.977083333E1;1.251343204E-6;6.091500157E-3;1.203535862E-6;5.858775488E-3;9.948903036E-6;4.843095339E-2;7.026132874E-7;3.420299832E-3;2.417802146E-6;1.176978634E-2;4.992038848E-7;2.430109128E-3
7.012500000E1;1.076401417E-6;5.293220786E-3;1.545580068E-6;7.600414136E-3;8.039581566E-6;3.953476797E-2;5.843559019E-7;2.873579278E-3;2.146092500E-6;1.055344340E-2;7.149185224E-7;3.515623004E-3
7.047916667E1;8.678115091E-7;4.310691333E-3;1.871082139E-6;9.294250507E-3;6.260522255E-6;3.109797317E-2;4.890937513E-7;2.429481717E-3;1.819960130E-6;9.040311495E-3;9.511347653E-7;4.724584022E-3
7.083333333E1;6.648214984E-7;3.335649532E-3;2.161110323E-6;1.084307089E-2;4.819475508E-6;2.418104899E-2;4.378081422E-7;2.196641547E-3;1.481346261E-6;7.432449120E-3;1.167861817E-6;5.859584465E-3
7.118750000E1;5.011947920E-7;2.539884878E-3;2.423227866E-6;1.228009531E-2;3.767242361E-6;1.909110401E-2;4.435509862E-7;2.247765660E-3;1.173143596E-6;5.945093060E-3;1.320122400E-6;6.689931685E-3
7.154166667E1;3.945178811E-7;2.019225392E-3;2.684578797E-6;1.374023823E-2;3.052371051E-6;1.562267625E-2;5.078775091E-7;2.599423781E-3;9.304956412E-7;4.762472160E-3;1.372781450E-6;7.026183838E-3
7.189583333E1;3.441750947E-7;1.779044799E-3;2.967219181E-6;1.533758814E-2;2.591330457E-6;1.339461525E-2;6.197755801E-7;3.203626698E-3;7.752284571E-7;4.007164307E-3;1.313760606E-6;6.790842829E-3
7.225000000E1;3.360143814E-7;1.754016072E-3;3.261089437E-6;1.702309068E-2;2.312592208E-6;1.207187586E-2;7.576966388E-7;3.955223811E-3;7.154967519E-7;3.734937764E-3;1.159148902E-6;6.050829717E-3
7.260416667E1;3.496263204E-7;1.843007955E-3;3.516783317E-6;1.853824855E-2;2.166061367E-6;1.141810012E-2;8.945097648E-7;4.715287482E-3;7.499155604E-7;3.953078651E-3;9.477788161E-7;4.996088095E-3
7.295833333E1;3.650136152E-7;1.942937690E-3;3.669392690E-6;1.953187788E-2;2.114158361E-6;1.125349245E-2;1.004084298E-6;5.344658787E-3;8.731475903E-7;4.647693377E-3;7.282297417E-7;3.876307494E-3
7.331250000E1;3.672792192E-7;1.974023940E-3;3.682947893E-6;1.979482348E-2;2.126229634E-6;1.142789459E-2;1.067417274E-6;5.737071807E-3;1.079649388E-6;5.802816027E-3;5.443614387E-7;2.925791758E-3
7.366666667E1;3.492043547E-7;1.895054432E-3;3.588016008E-6;1.947136554E-2;2.184006329E-6;1.185211701E-2;1.076216782E-6;5.840389317E-3;1.363452430E-6;7.399153349E-3;4.249548860E-7;2.306135732E-3
7.402083333E1;3.116439560E-7;1.707523341E-3;3.485546411E-6;1.909760076E-2;2.290853937E-6;1.255178062E-2;1.032955167E-6;5.659647890E-3;1.714260937E-6;9.392579272E-3;3.799167987E-7;2.081595965E-3
7.437500000E1;2.615590292E-7;1.446850551E-3;3.509036729E-6;1.941073012E-2;2.472274950E-6;1.367573655E-2;9.479236011E-7;5.243572701E-3;2.112235632E-6;1.168412843E-2;4.020346696E-7;2.223911311E-3
7.472916667E1;2.082931709E-7;1.163202455E-3;3.760584410E-6;2.100078940E-2;2.765443169E-6;1.544347454E-2;8.350564249E-7;4.663329475E-3;2.524647709E-6;1.409876474E-2;4.716853727E-7;2.634102602E-3
7.508333333E1;1.596733973E-7;9.001598859E-4;4.253465256E-6;2.397893992E-2;3.200260222E-6;1.804148922E-2;7.083419490E-7;3.993282656E-3;2.907401191E-6;1.639049441E-2;5.623394096E-7;3.170192327E-3
7.543750000E1;1.197831400E-7;6.816638585E-4;4.892320181E-6;2.784129595E-2;3.773757292E-6;2.147575991E-2;5.798149111E-7;3.299620209E-3;3.212155287E-6;1.827978600E-2;6.461392409E-7;3.677059793E-3
