"Distance (cm)";"Crosscorrelation (a.u.)";"Normalized CC (a.u.)";"Crosscorrelation history 1 (a.u.)";"Normalized CC history 1 (a.u.)";"Crosscorrelation history 2 (a.u.)";"Normalized CC history 2 (a.u.)";"Crosscorrelation history 3 (a.u.)";"Normalized CC history 3 (a.u.)";"Crosscorrelation history 4 (a.u.)";"Normalized CC history 4 (a.u.)";"Crosscorrelation history 5 (a.u.)";"Normalized CC history 5 (a.u.)"
2.468541667E2;NaN;4.542566712E-3;8.780619727E-9;5.350644452E-4;NaN;3.244810412E-3;2.068233588E-8;1.260319080E-3;1.037865612E-7;6.324439561E-3;1.712047816E-9;1.043270229E-4
2.472083333E2;NaN;4.555610687E-3;1.024245087E-8;6.259362484E-4;NaN;3.254127881E-3;2.495648609E-8;1.525139781E-3;1.022381423E-7;6.247973269E-3;1.901256755E-9;1.161895269E-4
2.475625000E2;NaN;4.568673363E-3;1.203559976E-8;7.376281061E-4;NaN;3.263458709E-3;3.187388349E-8;1.953460799E-3;9.790684044E-8;6.000435270E-3;2.126952991E-9;1.303549751E-4
2.479166667E2;NaN;4.581754740E-3;1.406537325E-8;8.644954456E-4;NaN;3.272802895E-3;4.150793340E-8;2.551188563E-3;9.154733729E-8;5.626744112E-3;2.404498561E-9;1.477869102E-4
2.482708333E2;NaN;4.594854819E-3;1.624006216E-8;1.001011556E-3;NaN;3.282160440E-3;5.372237650E-8;3.311361691E-3;8.382143637E-8;5.166619784E-3;2.764866829E-9;1.704219861E-4
2.486250000E2;NaN;4.607973598E-3;1.841625963E-8;1.138389866E-3;NaN;3.291531343E-3;6.821943096E-8;4.216942553E-3;7.514114761E-8;4.644804251E-3;3.253237734E-9;2.010969081E-4
2.489791667E2;NaN;4.621111079E-3;2.032419518E-8;1.259909571E-3;NaN;3.300915604E-3;8.464418004E-8;5.247145660E-3;6.569973613E-8;4.072767734E-3;3.922520361E-9;2.431594905E-4
2.493333333E2;NaN;4.634267260E-3;2.157638364E-8;1.341341439E-3;NaN;3.310313224E-3;1.027139611E-7;6.385430230E-3;5.564834018E-8;3.459496547E-3;4.811889515E-9;2.991412701E-4
2.496875000E2;NaN;4.647442143E-3;2.182371438E-8;1.360574325E-3;NaN;3.319724202E-3;1.222973943E-7;7.624490120E-3;4.528505322E-8;2.823244459E-3;5.909186958E-9;3.684014515E-4
2.500416667E2;NaN;4.660635726E-3;2.097272856E-8;1.311232503E-3;NaN;3.329148539E-3;1.433990526E-7;8.965428514E-3;3.513047551E-8;2.196386665E-3;7.119698131E-9;4.451294726E-4
2.503958333E2;NaN;4.673848011E-3;1.928585716E-8;1.209186087E-3;NaN;3.338586233E-3;1.660490732E-7;1.041095697E-2;2.584948279E-8;1.620712768E-3;8.279669488E-9;5.191193249E-4
2.507500000E2;NaN;4.687078996E-3;1.727201779E-8;1.085987834E-3;NaN;3.348037287E-3;1.901734963E-7;1.195726555E-2;1.808164308E-8;1.136893480E-3;9.230023165E-9;5.803428984E-4
2.511041667E2;NaN;4.700328683E-3;1.544715461E-8;9.739941124E-4;NaN;3.357501698E-3;2.155241671E-7;1.358951051E-2;1.229579358E-8;7.752903925E-4;9.909032940E-9;6.247972516E-4
2.514583333E2;NaN;4.713597071E-3;1.412212219E-8;8.929600516E-4;NaN;3.366979468E-3;2.417164221E-7;1.528404201E-2;8.777864794E-9;5.550357442E-4;1.038770044E-8;6.568277343E-4
2.518125000E2;NaN;4.726884159E-3;1.334742663E-8;8.463541181E-4;NaN;3.376470597E-3;2.683570895E-7;1.701639830E-2;7.766475473E-9;4.924685996E-4;1.081627467E-8;6.858549491E-4
2.521666667E2;NaN;4.740189949E-3;1.302588956E-8;8.282906271E-4;NaN;3.385975084E-3;2.951646762E-7;1.876893963E-2;9.657344612E-9;6.140914974E-4;1.132285003E-8;7.199977022E-4
2.525208333E2;NaN;4.753514440E-3;1.308660485E-8;8.344905382E-4;NaN;3.395492929E-3;3.219715352E-7;2.053108524E-2;1.511086558E-8;9.635711089E-4;1.194796056E-8;7.618828684E-4
2.528750000E2;NaN;4.766857632E-3;1.355640930E-8;8.668749719E-4;NaN;3.405024132E-3;3.485770523E-7;2.229002649E-2;2.492824598E-8;1.594055775E-3;1.265457101E-8;8.092062319E-4
2.532291667E2;NaN;4.780219525E-3;1.446754641E-8;9.277315706E-4;NaN;3.414568694E-3;3.745294417E-7;2.401670452E-2;3.964249594E-8;2.542075483E-3;1.339053441E-8;8.586681641E-4
2.535833333E2;NaN;4.793600119E-3;1.571603062E-8;1.010611600E-3;NaN;3.424126614E-3;3.989758020E-7;2.565594223E-2;5.896771878E-8;3.791890082E-3;1.413641202E-8;9.090350048E-4
2.539375000E2;NaN;4.806999414E-3;1.702209788E-8;1.097657282E-3;NaN;3.433697893E-3;4.207035531E-7;2.712875473E-2;8.137813685E-8;5.247608439E-3;1.489369792E-8;9.604089980E-4
2.542916667E2;NaN;4.820417410E-3;1.805008523E-8;1.167195255E-3;NaN;3.443282530E-3;4.383838221E-7;2.834776183E-2;1.041061906E-7;6.731948913E-3;1.562587409E-8;1.010435456E-3
2.546458333E2;NaN;4.833854107E-3;1.858586707E-8;1.205191265E-3;NaN;3.452880526E-3;4.509003743E-7;2.923840952E-2;1.237015809E-7;8.021367217E-3;1.622513378E-8;1.052110694E-3
2.550000000E2;NaN;4.847309505E-3;1.862785375E-8;1.211276190E-3;NaN;3.462491879E-3;4.575721234E-7;2.975362733E-2;1.369989582E-7;8.908357254E-3;1.655978446E-8;1.076799984E-3
2.553541667E2;NaN;4.860783604E-3;1.833159499E-8;1.195325408E-3;NaN;3.472116592E-3;4.581673623E-7;2.987514668E-2;1.420950120E-7;9.265411889E-3;1.657403734E-8;1.080722542E-3
2.557083333E2;NaN;4.874276404E-3;1.785835349E-8;1.167699726E-3;NaN;3.481754662E-3;4.527402843E-7;2.960321657E-2;1.388837883E-7;9.081159788E-3;1.634346024E-8;1.068645777E-3
2.560625000E2;NaN;4.887787905E-3;1.725120377E-8;1.131126996E-3;NaN;3.491406091E-3;4.414420665E-7;2.894447514E-2;1.289157652E-7;8.452749396E-3;1.601896662E-8;1.050331666E-3
2.564166667E2;NaN;4.901318108E-3;1.643537128E-8;1.080617558E-3;NaN;3.501070878E-3;4.244821321E-7;2.790949089E-2;1.146887609E-7;7.540729484E-3;1.569478920E-8;1.031924652E-3
2.567708333E2;NaN;4.914867011E-3;1.532650145E-8;1.010495565E-3;NaN;3.510749024E-3;4.022630786E-7;2.652171197E-2;9.874388586E-8;6.510308896E-3;1.531037171E-8;1.009432111E-3
2.571250000E2;NaN;4.928434615E-3;1.394273228E-8;9.217995625E-4;NaN;3.520440528E-3;3.755875482E-7;2.483131934E-2;8.297839554E-8;5.485972705E-3;1.467833870E-8;9.704329052E-4
2.574791667E2;NaN;4.942020921E-3;1.242637152E-8;8.238127773E-4;NaN;3.530145391E-3;3.457237871E-7;2.291993868E-2;6.841043534E-8;4.535305471E-3;1.362443421E-8;9.032389678E-4
2.578333333E2;NaN;4.955625927E-3;1.097757600E-8;7.297676022E-4;NaN;3.539863612E-3;3.142273133E-7;2.088921206E-2;5.536541955E-8;3.680583899E-3;1.213668924E-8;8.068231642E-4
2.581875000E2;NaN;4.969249635E-3;9.769128191E-9;6.512177555E-4;NaN;3.549595191E-3;2.825692458E-7;1.883628778E-2;4.386230691E-8;2.923895817E-3;1.041136710E-8;6.940299053E-4
2.585416667E2;NaN;4.982892043E-3;8.903608004E-9;5.951509340E-4;NaN;3.559340128E-3;2.517595439E-7;1.682856294E-2;3.394992714E-8;2.269341916E-3;8.758596447E-9;5.854578114E-4
2.588958333E2;NaN;4.996553153E-3;8.418190228E-9;5.642464785E-4;NaN;3.569098424E-3;2.221902678E-7;1.489275875E-2;2.586610908E-8;1.733729052E-3;7.438650489E-9;4.985908170E-4
2.592500000E2;NaN;5.010232963E-3;8.291797010E-9;5.572963412E-4;NaN;3.578870079E-3;1.937860466E-7;1.302446920E-2;2.003782951E-8;1.346753793E-3;6.540207593E-9;4.395710312E-4
2.596041667E2;NaN;5.023931475E-3;8.435821413E-9;5.685264760E-4;NaN;3.588655091E-3;1.663596613E-7;1.121169681E-2;1.700226517E-8;1.145856157E-3;5.975887487E-9;4.027408936E-4
2.599583333E2;NaN;5.037648688E-3;8.679860911E-9;5.865705490E-4;NaN;3.598453463E-3;1.399645660E-7;9.458572342E-3;1.727479307E-8;1.167401754E-3;5.575642012E-9;3.767926041E-4
2.603125000E2;NaN;5.051384601E-3;8.789689955E-9;5.956122239E-4;NaN;3.608265192E-3;1.150612692E-7;7.796850491E-3;2.116260384E-8;1.434033009E-3;5.197733541E-9;3.522119267E-4
2.606666667E2;NaN;5.065139216E-3;8.542335092E-9;5.804269916E-4;NaN;3.618090280E-3;9.242100351E-8;6.279740194E-3;2.855472033E-8;1.940210755E-3;4.786779382E-9;3.252478305E-4
2.610208333E2;NaN;5.078912532E-3;7.828025474E-9;5.333380565E-4;NaN;3.627928726E-3;7.284313419E-8;4.962939345E-3;3.875453969E-8;2.640419470E-3;4.368156374E-9;2.976106860E-4
2.613750000E2;NaN;5.092704549E-3;6.717069178E-9;4.588892803E-4;NaN;3.637780531E-3;5.685809962E-8;3.884368573E-3;5.046236202E-8;3.447431667E-3;4.009968132E-9;2.739485543E-4
2.617291667E2;NaN;5.106515266E-3;5.436898293E-9;3.724392587E-4;NaN;3.647645694E-3;4.456426531E-8;3.052748285E-3;6.199904489E-8;4.247068287E-3;3.789811129E-9;2.596102358E-4
2.620833333E2;NaN;5.120344685E-3;4.280621037E-9;2.940259006E-4;NaN;3.657524215E-3;3.565018233E-8;2.448728088E-3;7.174896024E-8;4.928269163E-3;3.784152184E-9;2.599246101E-4
2.624375000E2;NaN;5.134192805E-3;3.516557353E-9;2.421974068E-4;NaN;3.667416095E-3;2.957288226E-8;2.036786174E-3;7.866530424E-8;5.417950222E-3;4.071277190E-9;2.804028710E-4
2.627916667E2;NaN;5.148059626E-3;3.342184303E-9;2.308094435E-4;NaN;3.677321333E-3;2.579695505E-8;1.781523787E-3;8.259109606E-8;5.703696501E-3;4.719283036E-9;3.259111384E-4
2.631458333E2;NaN;5.161945148E-3;3.863511444E-9;2.675316688E-4;NaN;3.687239930E-3;2.397698053E-8;1.660303510E-3;8.421550944E-8;5.831564395E-3;5.746535672E-9;3.979230553E-4
2.635000000E2;NaN;5.175849371E-3;5.074208871E-9;3.523137389E-4;NaN;3.697171885E-3;2.399547975E-8;1.666060149E-3;8.465896625E-8;5.878062509E-3;7.078187056E-9;4.914544532E-4
2.638541667E2;NaN;5.189772295E-3;6.825898319E-9;4.752123602E-4;NaN;3.707117198E-3;2.587249224E-8;1.801217588E-3;8.489375402E-8;5.910220066E-3;8.545064672E-9;5.948990391E-4
2.642083333E2;NaN;5.203713921E-3;8.815895931E-9;6.154028140E-4;NaN;3.717075870E-3;2.963050036E-8;2.068387994E-3;8.527805728E-8;5.952923768E-3;9.953103921E-9;6.947868043E-4
2.645625000E2;NaN;5.217674247E-3;1.062757813E-8;7.438594384E-4;NaN;3.727047900E-3;3.521408410E-8;2.464750531E-3;8.542033758E-8;5.978852716E-3;1.119490102E-8;7.835682489E-4
2.649166667E2;NaN;5.231653274E-3;1.184131531E-8;8.310334583E-4;NaN;3.737033288E-3;4.254157036E-8;2.985603154E-3;8.441112395E-8;5.924043607E-3;1.232463893E-8;8.649535164E-4
2.652708333E2;NaN;5.245651002E-3;1.218182551E-8;8.572181897E-4;NaN;3.747032035E-3;5.169580145E-8;3.637761951E-3;8.128574478E-8;5.719965281E-3;1.352705207E-8;9.518799195E-4
2.656250000E2;NaN;5.259667432E-3;1.163200243E-8;8.207150155E-4;NaN;3.757044140E-3;6.310834854E-8;4.452713068E-3;7.548254863E-8;5.325795057E-3;1.497101059E-8;1.056304214E-3
2.659791667E2;NaN;5.273702562E-3;1.044601435E-8;7.390024192E-4;NaN;3.767069604E-3;7.753881557E-8;5.485477080E-3;6.709547943E-8;4.746664130E-3;1.663110125E-8;1.176565879E-3
2.663333333E2;NaN;5.287756393E-3;9.035268777E-9;6.409027358E-4;NaN;3.777108425E-3;9.577620871E-8;6.793736380E-3;5.684306698E-8;4.032074534E-3;1.820402581E-8;1.291274253E-3
2.666875000E2;NaN;5.301828926E-3;7.787851056E-9;5.538892768E-4;NaN;3.787160606E-3;1.181685244E-7;8.404408100E-3;4.583497827E-8;3.259885530E-3;1.919673754E-8;1.365314642E-3
2.670416667E2;NaN;5.315920159E-3;6.917345799E-9;4.932845876E-4;NaN;3.797226145E-3;1.442601625E-7;1.028737276E-2;3.526677923E-8;2.514918172E-3;1.915565183E-8;1.366013510E-3
2.673958333E2;NaN;5.330030094E-3;6.410346203E-9;4.583431618E-4;NaN;3.807305042E-3;1.728229162E-7;1.235693039E-2;2.617744094E-8;1.871700945E-3;1.790339510E-8;1.280102268E-3
2.677500000E2;NaN;5.344158729E-3;6.082188412E-9;4.360324674E-4;NaN;3.817397297E-3;2.023806976E-7;1.450868486E-2;1.934463761E-8;1.386818280E-3;1.564055486E-8;1.121272355E-3
2.681041667E2;NaN;5.358306066E-3;5.702354427E-9;4.098843477E-4;NaN;3.827502911E-3;2.319911345E-7;1.667548660E-2;1.531865945E-8;1.101102855E-3;1.285229778E-8;9.238211617E-4
2.684583333E2;NaN;5.372472103E-3;5.118406988E-9;3.688829607E-4;NaN;3.837621883E-3;2.617995121E-7;1.886785857E-2;1.451449579E-8;1.046057922E-3;1.008729809E-8;7.269903299E-4
2.688125000E2;NaN;5.386656842E-3;4.315493190E-9;3.118382291E-4;NaN;3.847754214E-3;2.929410173E-7;2.116796483E-2;1.728729467E-8;1.249182682E-3;7.740669449E-9;5.593420141E-4
2.691666667E2;NaN;5.400860282E-3;3.394739555E-9;2.459512382E-4;NaN;3.857899903E-3;3.267431107E-7;2.367276528E-2;2.391740623E-8;1.732832691E-3;5.951769966E-9;4.312098672E-4
2.695208333E2;NaN;5.415082422E-3;2.504739721E-9;1.819479994E-4;NaN;3.868058950E-3;3.636195273E-7;2.641386048E-2;3.448438073E-8;2.504996439E-3;4.645273682E-9;3.374395534E-4
2.698750000E2;NaN;5.429323264E-3;1.777291147E-9;1.294445852E-4;NaN;3.878231356E-3;4.023251401E-7;2.930235206E-2;4.867885678E-8;3.545403597E-3;3.656434873E-9;2.663073500E-4
2.702291667E2;NaN;5.443582807E-3;1.293065555E-9;9.442456371E-5;NaN;3.888417120E-3;4.400594537E-7;3.213481465E-2;6.562498171E-8;4.792185704E-3;2.849118426E-9;2.080534613E-4
2.705833333E2;NaN;5.457861051E-3;1.079052968E-9;7.900323021E-5;NaN;3.898616242E-3;4.734013561E-7;3.466024137E-2;8.381649910E-8;6.136653502E-3;2.164009250E-9;1.584386736E-4
2.709375000E2;NaN;5.472157996E-3;1.118101525E-9;8.207662276E-5;NaN;3.908828723E-3;4.995730681E-7;3.667222461E-2;1.012383978E-7;7.431620119E-3;1.599830174E-9;1.174389398E-4
2.712916667E2;NaN;5.486473642E-3;1.358231395E-9;9.996470120E-5;NaN;3.919054562E-3;5.173016191E-7;3.807296898E-2;1.156890360E-7;8.514616843E-3;1.170392861E-9;8.613994124E-5
2.716458333E2;NaN;5.500807989E-3;1.718737268E-9;1.268281302E-4;NaN;3.929293760E-3;5.267953677E-7;3.887299866E-2;1.252250324E-7;9.240537814E-3;8.762326056E-10;6.465848219E-5
2.720000000E2;NaN;5.515161037E-3;2.095188704E-9;1.550104410E-4;NaN;3.939546316E-3;5.289464763E-7;3.913357610E-2;1.285881799E-7;9.513467899E-3;6.956804665E-10;5.146922364E-5
2.723541667E2;NaN;5.529532786E-3;2.374592702E-9;1.761396692E-4;NaN;3.949812231E-3;5.243556655E-7;3.889502119E-2;1.254656450E-7;9.306639064E-3;5.918564115E-10;4.390200999E-5
2.727083333E2;NaN;5.543923236E-3;2.469324445E-9;1.836432517E-4;NaN;3.960091503E-3;5.128473897E-7;3.814037579E-2;1.165016994E-7;8.664212172E-3;5.280352972E-10;3.926989796E-5
2.730625000E2;NaN;5.558332387E-3;2.356079514E-9;1.756766606E-4;NaN;3.970384134E-3;4.937732577E-7;3.681727906E-2;1.030791022E-7;7.685900384E-3;4.810923795E-10;3.587175311E-5
2.734166667E2;NaN;5.572760239E-3;2.089536919E-9;1.562068295E-4;NaN;3.980690124E-3;4.668622697E-7;3.490107031E-2;8.696768555E-8;6.501414883E-3;4.462428328E-10;3.335962980E-5
2.737708333E2;NaN;5.587206792E-3;1.783543264E-9;1.336774045E-4;NaN;3.991009472E-3;4.330082339E-7;3.245417029E-2;6.996487391E-8;5.243900126E-3;4.346437677E-10;3.257675432E-5
2.741250000E2;NaN;5.601672047E-3;1.579418958E-9;1.186846726E-4;NaN;4.001342178E-3;3.944461460E-7;2.964046458E-2;5.362375673E-8;4.029531226E-3;4.730380378E-10;3.554621422E-5
2.744791667E2;NaN;5.616156002E-3;1.619272792E-9;1.219940899E-4;NaN;4.011688243E-3;3.541447292E-7;2.668084350E-2;3.910681295E-8;2.946260865E-3;6.002950727E-10;4.522551819E-5
2.748333333E2;NaN;5.630658658E-3;2.019611989E-9;1.525480817E-4;NaN;4.022047666E-3;3.147762629E-7;2.377610913E-2;2.714103240E-8;2.050053402E-3;8.550772125E-10;6.458685587E-5
2.751875000E2;NaN;5.645180016E-3;2.835030912E-9;2.146916750E-4;NaN;4.032420447E-3;2.778759859E-7;2.104303717E-2;1.805318612E-8;1.367134570E-3;1.257952306E-9;9.526241372E-5
2.755416667E2;NaN;5.659720074E-3;4.016917350E-9;3.049772598E-4;NaN;4.042806587E-3;2.436282873E-7;1.849704164E-2;1.184847462E-8;8.995742279E-4;1.802860927E-9;1.368789889E-4
2.758958333E2;NaN;5.674278834E-3;5.395196644E-9;4.106743343E-4;NaN;4.053206085E-3;2.113231340E-7;1.608560227E-2;8.321449005E-9;6.334163064E-4;2.467914132E-9;1.878539486E-4
2.762500000E2;NaN;5.688856294E-3;6.706646807E-9;5.118114636E-4;NaN;4.063618942E-3;1.801610352E-7;1.374882050E-2;7.148464462E-9;5.455283637E-4;3.244520926E-9;2.476025727E-4
2.766041667E2;NaN;5.703452456E-3;7.668467739E-9;5.867134316E-4;NaN;4.074045157E-3;1.499254955E-7;1.147077942E-2;7.915348442E-9;6.056022409E-4;4.164449206E-9;3.186214466E-4
2.769583333E2;NaN;5.718067318E-3;8.073758148E-9;6.193050337E-4;NaN;4.084484730E-3;1.211976573E-7;9.296577611E-3;1.010665465E-8;7.752402270E-4;5.303713761E-9;4.068262349E-4
2.773125000E2;NaN;5.732700882E-3;7.872348901E-9;6.054011280E-4;NaN;4.094937662E-3;9.508365755E-8;7.312144604E-3;1.310147289E-8;1.007532385E-3;6.746970925E-9;5.188570604E-4
2.776666667E2;NaN;5.747353146E-3;7.192217717E-9;5.545111955E-4;NaN;4.105403952E-3;7.269043545E-8;5.604343729E-3;1.624714650E-8;1.252635138E-3;8.523789082E-9;6.571737203E-4
2.780208333E2;NaN;5.762024112E-3;6.278748217E-9;4.853195087E-4;NaN;4.115883600E-3;5.467183763E-8;4.225891605E-3;1.902920906E-8;1.470873823E-3;1.055065005E-8;8.155186550E-4
2.783750000E2;NaN;5.776713779E-3;5.389018858E-9;4.176093017E-4;NaN;4.126376607E-3;4.105238415E-8;3.181257652E-3;2.130851863E-8;1.651253376E-3;1.261445604E-8;9.775275084E-4
2.787291667E2;NaN;5.791422147E-3;4.702678646E-9;3.653508611E-4;NaN;4.136882972E-3;3.132422536E-8;2.433577451E-3;2.352696712E-8;1.827808861E-3;1.442039936E-8;1.120320081E-3
2.790833333E2;NaN;5.806149215E-3;4.285130762E-9;3.337581520E-4;NaN;4.147402696E-3;2.471384683E-8;1.924899916E-3;2.675379991E-8;2.083786776E-3;1.569700926E-8;1.222600917E-3
2.794375000E2;NaN;5.820894985E-3;4.101796652E-9;3.202900894E-4;NaN;4.157935778E-3;2.045823646E-8;1.597487867E-3;3.241961845E-8;2.531496165E-3;1.632209138E-8;1.274515670E-3
2.797916667E2;NaN;5.835659456E-3;4.065316905E-9;3.182467349E-4;NaN;4.168482218E-3;1.796921556E-8;1.406690871E-3;4.173556731E-8;3.267201139E-3;1.641502520E-8;1.285023602E-3
2.801458333E2;NaN;5.850442628E-3;4.089800490E-9;3.209744458E-4;NaN;4.179042017E-3;1.687340134E-8;1.324253018E-3;5.496640766E-8;4.313856453E-3;1.632040688E-8;1.280853080E-3
2.805000000E2;NaN;5.865244501E-3;4.123716025E-9;3.244550078E-4;NaN;4.189615174E-3;1.696740095E-8;1.334999349E-3;7.089847557E-8;5.578309783E-3;1.645831168E-8;1.294944078E-3
2.808541667E2;NaN;5.880065075E-3;4.147931880E-9;3.271849798E-4;NaN;4.200201690E-3;1.814860448E-8;1.431544915E-3;8.683417824E-8;6.849398610E-3;1.709759646E-8;1.348642387E-3
2.812083333E2;NaN;5.894904350E-3;4.151084180E-9;3.282599609E-4;NaN;4.210801563E-3;2.038816089E-8;1.612257571E-3;9.925847331E-8;7.849174132E-3;1.818347427E-8;1.437915083E-3
2.815625000E2;NaN;5.909762326E-3;4.110215243E-9;3.258473481E-4;NaN;4.221414796E-3;2.375560306E-8;1.883283430E-3;1.050007242E-7;8.324188762E-3;1.932347153E-8;1.531915382E-3
2.819166667E2;NaN;5.924639003E-3;3.990960543E-9;3.171895988E-4;NaN;4.232041386E-3;2.849752318E-8;2.264897848E-3;1.024112185E-7;8.139337123E-3;1.995351774E-8;1.585845868E-3
2.822708333E2;NaN;5.939534381E-3;3.764105679E-9;2.999119832E-4;NaN;4.242681335E-3;3.514985468E-8;2.800628762E-3;9.199941929E-8;7.330221479E-3;1.960452882E-8;1.562026580E-3
2.826250000E2;NaN;5.954448461E-3;3.427495177E-9;2.737776574E-4;NaN;4.253334643E-3;4.461794840E-8;3.563942984E-3;7.622146882E-8;6.088333928E-3;1.812871810E-8;1.448065633E-3
2.829791667E2;NaN;5.969381241E-3;3.021288601E-9;2.419363580E-4;NaN;4.264001308E-3;5.816360277E-8;4.657578962E-3;5.853619657E-8;4.687415233E-3;1.575447010E-8;1.261573992E-3
2.833333333E2;NaN;5.984332722E-3;2.623454065E-9;2.106050624E-4;NaN;4.274681333E-3;7.719634502E-8;6.197151031E-3;4.220136931E-8;3.387832147E-3;1.294735453E-8;1.039384850E-3
2.836875000E2;NaN;5.999302904E-3;2.320559218E-9;1.867553516E-4;NaN;4.285374715E-3;1.028651805E-7;8.278445478E-3;2.934399279E-8;2.361563390E-3;1.018168536E-8;8.194077596E-4
2.840416667E2;NaN;6.014291788E-3;2.166490027E-9;1.747916970E-4;NaN;4.296081456E-3;1.355589708E-7;1.093685281E-2;2.063610302E-8;1.664913949E-3;7.772103914E-9;6.270507666E-4
2.843958333E2;NaN;6.029299372E-3;2.157108609E-9;1.744690799E-4;NaN;4.306801555E-3;1.745099485E-7;1.411453740E-2;1.556724750E-8;1.259094390E-3;5.835807217E-9;4.720058653E-4
2.847500000E2;NaN;6.044325658E-3;2.234822617E-9;1.812051446E-4;NaN;4.317535013E-3;2.177630073E-7;1.765678265E-2;1.305304942E-8;1.058374696E-3;4.353414547E-9;3.529860071E-4
2.851041667E2;NaN;6.059370644E-3;2.312952059E-9;1.880068876E-4;NaN;4.328281829E-3;2.626084036E-7;2.134596281E-2;1.204449070E-8;9.790290294E-4;3.255959407E-9;2.646586608E-4
2.854583333E2;NaN;6.074434332E-3;2.309363457E-9;1.881818531E-4;NaN;4.339042003E-3;3.063830475E-7;2.496606997E-2;1.189808865E-8;9.695331259E-4;2.479500309E-9;2.020457030E-4
2.858125000E2;NaN;6.089516720E-3;2.179006023E-9;1.780003549E-4;NaN;4.349815536E-3;3.472882390E-7;2.836955434E-2;1.244486708E-8;1.016606073E-3;1.973728208E-9;1.612314595E-4
2.861666667E2;NaN;6.104617810E-3;1.932582462E-9;1.582618083E-4;NaN;4.360602427E-3;3.847919106E-7;3.151113330E-2;1.386163671E-8;1.135148297E-3;1.685985897E-9;1.380676799E-4
2.865208333E2;NaN;6.119737601E-3;1.629900770E-9;1.338053802E-4;NaN;4.371402677E-3;4.193809289E-7;3.442873679E-2;1.646006375E-8;1.351275567E-3;1.550115202E-9;1.272554487E-4
2.868750000E2;NaN;6.134876092E-3;1.356056401E-9;1.115997338E-4;NaN;4.382216285E-3;4.517503656E-7;3.717781984E-2;2.051448270E-8;1.688285832E-3;1.501208831E-9;1.235453819E-4
2.872291667E2;NaN;6.150033285E-3;1.197537196E-9;9.879753020E-5;NaN;4.393043251E-3;4.818650672E-7;3.975415436E-2;2.616339798E-8;2.158495879E-3;1.493353066E-9;1.232025152E-4
2.875833333E2;NaN;6.165209179E-3;1.227172232E-9;1.014922653E-4;NaN;4.403883576E-3;5.084334181E-7;4.204956568E-2;3.337263391E-8;2.760056109E-3;1.499616099E-9;1.240245102E-4
2.879375000E2;NaN;6.180403773E-3;1.495373841E-9;1.239784603E-4;NaN;4.414737259E-3;5.291131586E-7;4.386771582E-2;4.191073639E-8;3.474735496E-3;1.495594606E-9;1.239967634E-4
2.882916667E2;NaN;6.195617069E-3;2.020548770E-9;1.679320213E-4;NaN;4.425604300E-3;5.413860675E-7;4.499572490E-2;5.128895808E-8;4.262732247E-3;1.454840700E-9;1.209148440E-4
2.886458333E2;NaN;6.210849066E-3;2.777092387E-9;2.313773876E-4;NaN;4.436484700E-3;5.436614077E-7;4.529592061E-2;6.069316353E-8;5.056736928E-3;1.362352693E-9;1.135063452E-4
2.890000000E2;NaN;6.226099764E-3;3.682609449E-9;3.075752238E-4;NaN;4.447378458E-3;5.360264706E-7;4.476946685E-2;6.899586285E-8;5.762603461E-3;1.227824402E-9;1.025491219E-4
2.893541667E2;NaN;6.241369163E-3;4.596355821E-9;3.848337234E-4;NaN;4.458285575E-3;5.202414136E-7;4.355764611E-2;7.492743896E-8;6.273362299E-3;1.083783356E-9;9.074066512E-5
2.897083333E2;NaN;6.256657263E-3;5.352796514E-9;4.492651274E-4;NaN;4.469206050E-3;4.989699086E-7;4.187900269E-2;7.740691029E-8;6.496833071E-3;9.736471308E-10;8.171909789E-5
2.900625000E2;NaN;6.271964064E-3;5.828631084E-9;4.903991848E-4;NaN;4.480139883E-3;4.746613999E-7;3.993623206E-2;7.590300746E-8;6.386194708E-3;9.406136487E-10;7.913970878E-5
2.904166667E2;NaN;6.287289566E-3;6.006262774E-9;5.065792555E-4;NaN;4.491087075E-3;4.486482292E-7;3.783981729E-2;7.064828221E-8;5.958606134E-3;1.013241990E-9;8.545869412E-5
2.907708333E2;NaN;6.302633769E-3;5.984468539E-9;5.059729161E-4;NaN;4.502047625E-3;4.208832402E-7;3.558470046E-2;6.257898453E-8;5.290907803E-3;1.190493689E-9;1.006534765E-4
2.911250000E2;NaN;6.317996673E-3;5.919935600E-9;5.017368343E-4;NaN;4.513021534E-3;3.904140380E-7;3.308905987E-2;5.302745517E-8;4.494276507E-3;1.438769111E-9;1.219411000E-4
2.914791667E2;NaN;6.333378279E-3;5.932162670E-9;5.039971610E-4;NaN;4.524008801E-3;3.562847972E-7;3.026999364E-2;4.332055530E-8;3.680518910E-3;1.708578902E-9;1.451610422E-4
2.918333333E2;NaN;6.348778585E-3;6.030952903E-9;5.136363231E-4;NaN;4.535009426E-3;3.183757729E-7;2.711501217E-2;3.446835562E-8;2.935555911E-3;1.958584124E-9;1.668061357E-4
2.921875000E2;NaN;6.364197592E-3;6.108839577E-9;5.215332304E-4;NaN;4.546023409E-3;2.777464320E-7;2.371219478E-2;2.705798656E-8;2.310035967E-3;2.170961489E-9;1.853426570E-4
